12652	brca	NonRandom
14780	brca	Random
1	Cancer	Random
12596	coad	NonRandom
12562	coad	Random
24015	hnsc	NonRandom
25055	hnsc	Random
22837	kich	NonRandom
21554	kich	Random
22169	kirc	NonRandom
21382	kirc	Random
33355	kirp	NonRandom
34712	kirp	Random
4776	lihc	NonRandom
6218	lihc	Random
14209	luad	NonRandom
16222	luad	Random
17162	lusc	NonRandom
19548	lusc	Random
13002	prad	NonRandom
14717	prad	Random
6314	thca	NonRandom
9118	thca	Random
