#Freq	Total Weight	Target Weight	Gene set 1 (k=3)	Phi 1	Weight function 1
31	10.8400427383	51023.6	ENSP00000354162-uc001xea.1-uc001xec.1, ENSP00000357130, ENSP00000386895-uc002vnx.2-uc002vnw.2	1.9598789804e-05	E
37	10.4740560084	35385.5	ENSP00000263967, ENSP00000348793, ENSP00000354162-uc001xea.1-uc001xec.1	2.82602026892e-05	E
27	10.4740560084	35385.5	ENSP00000263967, ENSP00000354162-uc001xea.1-uc001xec.1, ENSP00000386834	2.82602026892e-05	E
19	10.4740560084	35385.5	ENSP00000263967, ENSP00000354162-uc001xea.1-uc001xec.1, ENSP00000387207	2.82602026892e-05	E
40	10.4740560084	35385.5	ENSP00000263967, ENSP00000317421, ENSP00000354162-uc001xea.1-uc001xec.1	2.82602026892e-05	E
10	10.255558009	28440.2	ENSP00000354162-uc001xea.1-uc001xec.1, ENSP00000384638, ENSP00000386895-uc002vnx.2-uc002vnw.2	3.51615286536e-05	E
19	9.96528861301	21275	ENSP00000354162-uc001xea.1-uc001xec.1, ENSP00000386895-uc002vnx.2-uc002vnw.2, ENSP00000419295	4.70034942623e-05	E
10	9.96528861301	21275	ENSP00000354162-uc001xea.1-uc001xec.1, ENSP00000386895-uc002vnx.2-uc002vnw.2, ENSP00000444675	4.70034942623e-05	E
10	9.96528861301	21275	ENSP00000354162-uc001xea.1-uc001xec.1, ENSP00000386895-uc002vnx.2-uc002vnw.2, ENSP00000418191	4.70034942623e-05	E
4	9.80514782342	18126.8	ENSP00000366283, ENSP00000395929, ENSP00000410739	5.51668778667e-05	E
5	9.72060356216	16657.3	ENSP00000263967, ENSP00000380367, ENSP00000410739	6.00337555068e-05	E
8	9.72060356216	16657.3	ENSP00000245503, ENSP00000263967, ENSP00000410739	6.00337555068e-05	E
4	9.67631871037	15935.7	ENSP00000354162-uc001xea.1-uc001xec.1, ENSP00000386895-uc002vnx.2-uc002vnw.2, ENSP00000462594-uc001eol.1-uc001eom.1	6.27520877007e-05	E
7	9.67631871037	15935.7	ENSP00000354162-uc001xea.1-uc001xec.1, ENSP00000386895-uc002vnx.2-uc002vnw.2, ENSP00000441705	6.27520877007e-05	E
7	9.60462445655	14833.2	ENSP00000256339, ENSP00000366283, ENSP00000410739	6.74162509868e-05	E
2	9.52617411524	13714	ENSP00000354162-uc001xea.1-uc001xec.1, ENSP00000357130, ENSP00000399610	7.29180671291e-05	E
2	9.52617411524	13714	ENSP00000354162-uc001xea.1-uc001xec.1, ENSP00000357130, ENSP00000373884	7.29180671291e-05	E
2	9.48873496741	13210.1	ENSP00000261800, ENSP00000352610, ENSP00000379154-uc001jap.1-uc001jao.1	7.56998054598e-05	E
1	9.43186537247	12479.8	ENSP00000264485, ENSP00000311273, ENSP00000354162-uc001xea.1-uc001xec.1	8.01295889102e-05	E
1	9.35813676137	11592.8	ENSP00000297405, ENSP00000387177-uc010zgj.1-uc002usf.2, ENSP00000438126-uc001nkv.3-uc009ymk.2	8.62606732939e-05	E
