GeneId	Symbol	Normal_transcript	Tumor_transcript	MS	M	S	N	p.me
10000	AKT3	uc001iab.1	uc001hzz.1	0	8	0	1264	1
10001	MED6	uc001xmf.2	uc010tth.1	0	2	0	1306	1
10001	MED6	uc001xmf.2	uc010tti.1	0	2	2	1304	0.99694306591887
100033416	SNORD116-4	uc001yxh.1	uc001yxm.1	0	0	1	1162	1
100033416	SNORD116-4	uc001yxh.1	uc001yxj.1	0	0	1	1162	1
100037417	DDTL	uc011aji.1	uc002zyy.3	0	0	7	911	1
10003	NAALAD2	uc001pdf.3	uc009yvx.2	0	8	2	493	0.968412631779047
10003	NAALAD2	uc009yvx.2	uc009yvy.2	0	8	1	494	0.984095427435388
10003	NAALAD2	uc001pdf.3	uc009yvy.2	0	8	1	494	0.984095427435388
100048912	CDKN2BAS	uc010miz.2	uc010mix.1	0	0	1	177	1
10004	NAALADL1	uc001ocn.2	uc010rnw.1	0	6	6	1873	0.98102821103056
10004	NAALADL1	uc001ocn.2	uc009ypz.2	0	6	3	1876	0.990476252983918
10005	ACOT8	uc002xqc.1	uc010zxe.1	0	3	1	339	0.991253644314869
10006	ABI1	uc001itc.2	uc010qdg.1	0	48	1	12600	0.996205233615306
10006	ABI1	uc001isz.2	uc010qdg.1	0	48	18	12583	0.933810413956407
10006	ABI1	uc001ita.2	uc001ite.2	0	48	3	12598	0.988657953640534
10006	ABI1	uc001isz.2	uc010qdk.1	0	48	2	12599	0.992424568592097
10006	ABI1	uc001isz.2	uc001itc.2	0	48	0	12601	1
10006	ABI1	uc001itc.2	uc001ite.2	0	48	5	12596	0.981166669704898
10006	ABI1	uc010qdg.1	uc010qdh.1	0	48	1	12600	0.996205233615306
10006	ABI1	uc001isz.2	uc010qdi.1	0	48	0	12601	1
10006	ABI1	uc010qdk.1	uc010qdh.1	0	48	1	12600	0.996205233615306
10006	ABI1	uc001isz.2	uc001isy.2	0	48	12	12589	0.955382299318891
10006	ABI1	uc001ita.2	uc010qdj.1	0	48	8	12593	0.970033847553243
10006	ABI1	uc001ita.2	uc010qdg.1	0	48	34	12567	0.878590178616949
10006	ABI1	uc001ita.2	uc001isz.2	3	45	32	12569	0.999991234238934
10006	ABI1	uc001ita.2	uc010qdh.1	0	48	2	12599	0.992424568592097
10006	ABI1	uc001itc.2	uc001isy.2	0	48	1	12600	0.996205233615306
10006	ABI1	uc001isz.2	uc010qdh.1	1	47	5	12596	0.999790522973577
10006	ABI1	uc001isz.2	uc010qdj.1	0	48	1	12600	0.996205233615306
10006	ABI1	uc001isz.2	uc001ita.2	0	48	23	12578	0.916198778286101
10007	GNPDA1	uc010jgh.2	uc003lmh.3	0	4	71	2344	0.887597952551969
10008	KCNE3	uc001ovc.2	uc001ovd.2	0	1	2	1006	0.998017839444995
10008	KCNE3	uc001ovd.2	uc001ovc.2	0	1	1	1007	0.999008919722497
1000	CDH2	uc002kwg.2	uc010xbn.1	0	74	2	2901	0.950895259715164
1000	CDH2	uc010xbn.1	uc002kwg.2	1	73	9	2894	0.975889635338489
100101267	POM121C	uc003udk.3	uc010lde.1	0	9	0	628	1
100101267	POM121C	uc003udl.1	uc010lde.1	0	9	1	627	0.985871271585557
100101467	ZNF397OS	uc002kym.2	uc002kyn.1	0	14	1	4185	0.996666666666667
100101467	ZNF397OS	uc002kym.2	uc002kyo.1	0	14	2	4184	0.993343653250774
100101467	ZNF397OS	uc002kyl.2	uc002kyn.1	0	14	1	4185	0.996666666666667
100101467	ZNF397OS	uc002kym.2	uc010xce.1	1	13	3	4183	0.999938316259615
100101467	ZNF397OS	uc002kyl.2	uc002kyo.1	0	14	5	4181	0.983436237898877
10010	TANK	uc002ubs.2	uc002ubr.1	0	12	10	2215	0.947530199337934
10010	TANK	uc002ubr.1	uc002ubs.2	0	12	1	2224	0.994635672776039
10011	SRA1	uc003lfz.2	uc003lga.2	0	3	18	2349	0.977378325956479
100125556	LOC100125556	uc003eid.3	uc003eie.3	0	0	1	968	1
100126793	GHRLOS	uc011aue.1	uc011auk.1	0	0	2	15294	1
100126793	GHRLOS	uc011auh.1	uc011aui.1	0	0	1	15295	1
100126793	GHRLOS	uc010hdn.2	uc011aud.1	0	0	1	15295	1
100126793	GHRLOS	uc011auk.1	uc011aua.1	0	0	0	15296	1
100126793	GHRLOS	uc011auk.1	uc010hdn.2	0	0	6	15290	1
100126793	GHRLOS	uc011aty.1	uc011auk.1	0	0	1	15295	1
100126793	GHRLOS	uc011aui.1	uc011auk.1	0	0	0	15296	1
100126793	GHRLOS	uc011auh.1	uc011auk.1	0	0	1	15295	1
100126793	GHRLOS	uc011aui.1	uc011atw.1	0	0	1	15295	1
100126793	GHRLOS	uc010hdn.2	uc011auh.1	0	0	1	15295	1
100126793	GHRLOS	uc011auk.1	uc011auh.1	0	0	1	15295	1
100126793	GHRLOS	uc011aug.1	uc010hdn.2	0	0	1	15295	1
100126793	GHRLOS	uc010hdn.2	uc011aue.1	0	0	2	15294	1
100126793	GHRLOS	uc011aud.1	uc011aty.1	0	0	1	15295	1
100126793	GHRLOS	uc011aua.1	uc011aug.1	0	0	1	15295	1
100126793	GHRLOS	uc011auc.1	uc011auk.1	0	0	1	15295	1
100126793	GHRLOS	uc011auk.1	uc011auj.1	0	0	2	15294	1
100126793	GHRLOS	uc011aud.1	uc010hdn.2	0	0	1	15295	1
100126793	GHRLOS	uc010hdn.2	uc011auj.1	0	0	5	15291	1
100126793	GHRLOS	uc011aui.1	uc010hdn.2	0	0	1	15295	1
100126793	GHRLOS	uc011aua.1	uc011aue.1	0	0	1	15295	1
100126793	GHRLOS	uc010hdn.2	uc011auk.1	0	0	5	15291	1
100126793	GHRLOS	uc011aty.1	uc011auj.1	0	0	1	15295	1
100126793	GHRLOS	uc011auh.1	uc011auj.1	0	0	1	15295	1
100128285	DNM1P35	uc002baz.2	uc002bay.1	0	0	1	2131	1
100128285	DNM1P35	uc002bay.1	uc002baz.2	0	0	23	2109	1
100128327	BET3L	uc003pwx.2	uc011ebh.1	0	10	7	8022	0.991321649878461
100128327	BET3L	uc003pww.2	uc011ebh.1	0	10	2	8027	0.997513521186109
100128327	BET3L	uc003pwx.2	uc003pww.2	0	10	17	8012	0.979041573720145
100128327	BET3L	uc003pww.2	uc003pwx.2	0	10	14	8015	0.98271114106265
100128327	BET3L	uc011ebh.1	uc003pww.2	0	10	2	8027	0.997513521186109
100128327	BET3L	uc011ebh.1	uc003pwx.2	0	10	2	8027	0.997513521186109
100128553	CTAGE4	uc010lpc.2	uc010lpe.2	0	0	1	398	1
100128782	C9orf130	uc004avp.3	uc004avs.2	0	0	1	2019	1
100128782	C9orf130	uc004avs.2	uc004avr.2	0	0	0	2020	1
100128782	C9orf130	uc004avs.2	uc004avp.3	0	0	6	2014	1
100128782	C9orf130	uc004avp.3	uc004avr.2	0	0	1	2019	1
100128788	LOC100128788	uc002cri.1	uc010uwg.1	0	0	6	1190	1
100128788	LOC100128788	uc010uwg.1	uc002cri.1	0	0	4	1192	1
100129075	C14orf33	uc010aop.2	uc001xca.2	0	0	1	2216	1
100129075	C14orf33	uc001xbz.2	uc001xca.2	0	0	13	2204	1
100129075	C14orf33	uc001xca.2	uc010aop.2	0	0	1	2216	1
100129075	C14orf33	uc001xbz.2	uc010aop.2	0	0	1	2216	1
100129387	LOC100129387	uc001zyh.3	uc001zyj.2	0	0	8	3627	1
100129387	LOC100129387	uc001zyh.3	uc001zyi.2	0	0	16	3619	1
100129405	MSTO2P	uc010pgo.1	uc010pgn.1	0	1	0	1146	1
100129405	MSTO2P	uc010pgp.1	uc010pgn.1	0	1	1	1145	0.999128160418483
100129482	ZNF37B	uc001jaa.3	uc001jac.3	0	0	8	1847	1
100129583	FAM47E	uc003hjx.2	uc003hjv.2	0	1	15	2430	0.993867538838921
100129583	FAM47E	uc003hjv.2	uc003hjw.2	0	1	2	2443	0.999182338511856
100129583	FAM47E	uc003hjv.2	uc003hjx.2	0	1	1	2444	0.999591169255928
100129583	FAM47E	uc003hjv.2	uc010ijf.2	0	1	0	2445	1
100129637	LOC100129637	uc002fkg.2	uc002fke.2	0	0	1	411	1
100129792	CCDC152	uc003jmx.3	uc011cpr.1	0	5	6	3102	0.990393921342578
100129792	CCDC152	uc011cpr.1	uc003jmx.3	0	5	17	3091	0.972974568331076
100130015	LOC100130015	uc002fql.2	uc010cjd.2	0	2	6	1801	0.993375673256138
100130086	HSFX2	uc004fdl.2	uc010nta.2	0	0	8	2237	1
100130086	HSFX2	uc010nta.2	uc004fdl.2	0	0	2	2243	1
100130093	LOC100130093	uc001hqy.3	uc001hqx.3	0	6	3	2188	0.99182565257689
100130093	LOC100130093	uc001hqx.3	uc001hqy.3	0	6	4	2187	0.989113276134109
100130311	C17orf107	uc002fzl.3	uc010ckr.2	0	0	1	164	1
100130417	FLJ39609	uc010nxz.1	uc010nxy.1	0	0	3	2594	1
100130417	FLJ39609	uc010nxy.1	uc010nxz.1	0	0	3	2594	1
100130449	PP14571	uc002vyx.1	uc002vyy.1	0	0	1	424	1
100130522	LOC100130522	uc010xfn.1	uc010xfo.1	0	0	1	3972	1
100130522	LOC100130522	uc010xfo.1	uc010xfn.1	0	0	9	3964	1
100130522	LOC100130522	uc010xfo.1	uc002lnx.2	0	0	7	3966	1
100130581	LOC100130581	uc010czf.2	uc010wid.1	0	0	1	647	1
100130581	LOC100130581	uc010czf.2	uc010wib.1	0	0	2	646	1
100130581	LOC100130581	uc010czf.2	uc010wie.1	0	0	1	647	1
100130581	LOC100130581	uc010wie.1	uc010wic.1	0	0	1	647	1
100130581	LOC100130581	uc010wic.1	uc010czf.2	0	0	1	647	1
100130691	LOC100130691	uc002ulk.1	uc002ulj.1	0	0	1	2335	1
100130691	LOC100130691	uc002ulj.1	uc002ulk.1	0	0	6	2330	1
100130717	CECR4	uc002zmi.3	uc011agh.1	0	0	3	4090	1
100130717	CECR4	uc011agh.1	uc002zmi.3	0	0	38	4055	1
100130742	LRRC69	uc010mal.1	uc003yev.1	0	0	1	2004	1
100130742	LRRC69	uc003yev.1	uc010mal.1	0	0	5	2000	1
100130771	EFCAB10	uc003vdb.2	uc003vdc.3	0	2	3	3530	0.998303167692467
100130771	EFCAB10	uc003vdc.3	uc003vdb.2	0	2	5	3528	0.997172746622224
100130872	LOC100130872	uc003gcp.2	uc003gcr.1	0	0	19	2015	1
100130958	SYCE1L	uc002ffb.3	uc010vnh.1	0	4	12	1737	0.972875262907816
100131187	TSTD1	uc010pjx.1	uc009wtw.2	0	2	8	2778	0.994268326144289
100131187	TSTD1	uc001fxh.3	uc009wtw.2	0	2	9	2777	0.993553025190228
100131211	TMEM194B	uc010zgf.1	uc010zgg.1	0	2	1	1378	0.998551774076756
100131213	C10orf41	uc010qlg.1	uc010qlf.1	0	0	11	2181	1
100131213	C10orf41	uc010qlf.1	uc010qlg.1	0	0	14	2178	1
100131434	LOC100131434	uc011mxk.1	uc011mxl.1	0	0	1	968	1
100131726	LOC100131726	uc003yqb.1	uc003yqa.1	0	0	3	191	1
100131814	C6orf217	uc010kgo.2	uc010kgl.2	0	0	1	4385	1
100131814	C6orf217	uc010kgo.2	uc003qgm.2	0	0	4	4382	1
100131814	C6orf217	uc003qgn.2	uc003qgm.2	0	0	1	4385	1
100131814	C6orf217	uc010kgo.2	uc010kgm.2	0	0	3	4383	1
100131814	C6orf217	uc010kgo.2	uc003qgn.2	0	0	1	4385	1
100131814	C6orf217	uc010kgl.2	uc003qgn.2	0	0	1	4385	1
100131827	ZNF717	uc011bgi.1	uc003dpw.3	0	14	7	647	0.861618083198147
100131998	RRN3P3	uc010vbu.1	uc002dkp.2	0	0	9	4328	1
100131998	RRN3P3	uc002dkp.2	uc010vbu.1	0	0	64	4273	1
100132247	LOC100132247	uc010bxi.2	uc010vbv.1	0	36	1	4245	0.991592713685194
100132247	LOC100132247	uc010bxg.2	uc010bxi.2	0	36	1	4245	0.991592713685194
100132247	LOC100132247	uc010bxi.2	uc010bxk.2	0	36	4	4242	0.966781085526541
100132247	LOC100132247	uc010bxk.2	uc010vbv.1	0	36	3	4243	0.974983800369566
100132247	LOC100132247	uc010vbw.1	uc010bxk.2	0	36	1	4245	0.991592713685194
100132247	LOC100132247	uc010bxk.2	uc010bxi.2	0	36	6	4240	0.95057645125831
100132247	LOC100132247	uc010bxk.2	uc010bxg.2	0	36	1	4245	0.991592713685194
100132247	LOC100132247	uc010vbv.1	uc010bxk.2	0	36	2	4244	0.983254162483917
100132247	LOC100132247	uc010bxg.2	uc010bxk.2	0	36	1	4245	0.991592713685194
100132287	LOC100132287	uc001aav.3	uc001aau.2	0	0	0	178	1
100132288	LOC100132288	uc002zka.1	uc010gqn.1	0	1	13	1964	0.993427704752275
100132341	KIAA0664P3	uc002eck.3	uc002ecl.3	0	0	2	3670	1
100132341	KIAA0664P3	uc002ecl.3	uc002ecm.3	0	0	3	3669	1
100132341	KIAA0664P3	uc002ecm.3	uc002ecl.3	0	0	2	3670	1
100132341	KIAA0664P3	uc002ecl.3	uc002eck.3	0	0	5	3667	1
100132406	NBPF10	uc010oyr.1	uc010oyp.1	0	349	1	9334	0.96396117306898
100132406	NBPF10	uc010oyk.1	uc010oyi.1	0	349	1	9334	0.96396117306898
100132406	NBPF10	uc010oyj.1	uc010oym.1	0	349	1	9334	0.96396117306898
100132406	NBPF10	uc010oyq.1	uc001enc.2	0	349	0	9335	1
100132406	NBPF10	uc010oyn.1	uc010oyp.1	0	349	0	9335	1
100132406	NBPF10	uc001enc.2	uc010oym.1	0	349	1	9334	0.96396117306898
100132406	NBPF10	uc010oyq.1	uc010oyi.1	0	349	1	9334	0.96396117306898
100132406	NBPF10	uc010oyo.1	uc001enc.2	0	349	2	9333	0.929217555450362
100132406	NBPF10	uc001emp.3	uc010oyr.1	0	349	0	9335	1
100132406	NBPF10	uc010oyj.1	uc001enc.2	0	349	1	9334	0.96396117306898
100132406	NBPF10	uc001enc.2	uc010oyr.1	0	349	1	9334	0.96396117306898
100132406	NBPF10	uc010oyi.1	uc010oyo.1	0	349	1	9334	0.96396117306898
100132406	NBPF10	uc001end.3	uc010oyj.1	1	348	1	9334	0.998704790687597
100132406	NBPF10	uc010oyp.1	uc001end.3	0	349	1	9334	0.96396117306898
100132406	NBPF10	uc010oym.1	uc001enc.2	0	349	1	9334	0.96396117306898
100132406	NBPF10	uc010oyk.1	uc009wir.2	0	349	0	9335	1
100132406	NBPF10	uc010oyo.1	uc010oyl.1	0	349	1	9334	0.96396117306898
100132406	NBPF10	uc010oyj.1	uc010oyk.1	0	349	1	9334	0.96396117306898
100132406	NBPF10	uc010oyp.1	uc010oyi.1	0	349	1	9334	0.96396117306898
100132406	NBPF10	uc010oym.1	uc010oyq.1	0	349	1	9334	0.96396117306898
100132406	NBPF10	uc010oyr.1	uc010oyo.1	0	349	1	9334	0.96396117306898
100132406	NBPF10	uc010oyi.1	uc001enc.2	0	349	0	9335	1
100132406	NBPF10	uc010oyl.1	uc010oyr.1	1	348	0	9335	1
100132406	NBPF10	uc010oyj.1	uc009wir.2	0	349	1	9334	0.96396117306898
100132417	FCGR1C	uc010pbh.1	uc010pbg.1	0	0	0	1191	1
100132417	FCGR1C	uc010pbh.1	uc009wkz.1	0	0	3	1188	1
100132417	FCGR1C	uc009wkz.1	uc010pbh.1	0	0	1	1190	1
100132707	LOC100132707	uc011kvr.1	uc003wlo.2	0	0	0	2593	1
100132707	LOC100132707	uc011kvr.1	uc003wln.2	0	0	1	2592	1
100132707	LOC100132707	uc003wlo.2	uc003wln.2	0	0	5	2588	1
100132707	LOC100132707	uc003wlo.2	uc011kvr.1	0	0	2	2591	1
100132923	FAM66D	uc011kxp.1	uc011kxo.1	0	0	3	1945	1
100132923	FAM66D	uc011kxo.1	uc011kxp.1	0	0	55	1893	1
100132929	FAM25B	uc010qgj.1	uc010qfw.1	0	0	1	419	1
100132929	FAM25B	uc010qge.1	uc010qgj.1	0	0	1	419	1
100133036	FAM95B1	uc004ach.2	uc004acg.2	0	0	1	1146	1
100133036	FAM95B1	uc004acg.2	uc004ach.2	0	0	1	1146	1
100133144	?	uc010unu.1	uc010uoa.1	0	0	6	584	1
100133161	LOC100133161	uc001lnw.2	uc009ybr.2	0	0	1	1044	1
100133161	LOC100133161	uc009ybr.2	uc001lnw.2	0	0	1	1044	1
100133331	LOC100133331	uc001abe.3	uc002khh.2	0	0	1	1775	1
100133331	LOC100133331	uc002khh.2	uc001abe.3	0	0	2	1774	1
100133331	LOC100133331	uc009vjm.2	uc001abe.3	0	0	2	1774	1
100133612	LOC100133612	uc001alh.3	uc010nzo.1	0	0	4	1431	1
100133612	LOC100133612	uc010nzo.1	uc001alh.3	0	0	1	1434	1
100133669	LOC100133669	uc011ljz.1	uc003yxl.3	0	0	9	1962	1
100133957	LOC100133957	uc011mls.1	uc011mlt.1	0	2	13	2371	0.989130515006299
100133957	LOC100133957	uc011mlt.1	uc011mls.1	0	2	2	2382	0.998323905521552
100133991	LOC100133991	uc002iit.3	uc010dah.2	0	0	2	4462	1
100133991	LOC100133991	uc010dah.2	uc002iit.3	0	0	32	4432	1
100133991	LOC100133991	uc010dai.2	uc010dah.2	0	0	2	4462	1
100133991	LOC100133991	uc010dai.2	uc002iit.3	0	0	1	4463	1
100133991	LOC100133991	uc010dah.2	uc010dai.2	0	0	8	4456	1
100134259	LOC100134259	uc002rvj.1	uc002rvi.3	0	0	1	2712	1
100134259	LOC100134259	uc002rvi.3	uc002rvj.1	0	0	10	2703	1
100134868	LOC100134868	uc002wvh.3	uc002wvg.3	0	0	0	343	1
100134938	UPK3BL	uc003uzy.2	uc010lij.1	0	1	3	2282	0.998687664041995
100134938	UPK3BL	uc010lij.1	uc003uzy.2	0	1	10	2275	0.995625546806649
10013	HDAC6	uc004dks.1	uc004dkx.1	0	44	21	3853	0.788376310421271
10013	HDAC6	uc004dks.1	uc011mmi.1	0	44	16	3858	0.834394587229285
10013	HDAC6	uc004dks.1	uc004dkt.1	0	44	1	3873	0.988769780500255
10013	HDAC6	uc004dks.1	uc004dkw.1	0	44	11	3863	0.883034485005443
10013	HDAC6	uc004dks.1	uc011mmk.1	0	44	1	3873	0.988769780500255
10013	HDAC6	uc004dks.1	uc011mmj.1	0	44	4	3870	0.955813544783905
10014	HDAC5	uc002ifd.1	uc002ifg.1	0	58	0	8371	1
10014	HDAC5	uc002ife.1	uc002ifh.2	0	58	1	8370	0.99311899394946
10014	HDAC5	uc002iff.1	uc002ife.1	0	58	2	8369	0.986284525315256
10014	HDAC5	uc002ifd.1	uc002iff.1	0	58	3	8368	0.979496284841982
10014	HDAC5	uc002iff.1	uc002ifg.1	0	58	6	8365	0.95940587003569
10014	HDAC5	uc002iff.1	uc002ifd.1	0	58	6	8365	0.95940587003569
10014	HDAC5	uc002ifd.1	uc002ife.1	0	58	11	8360	0.926818124410951
10015	PDCD6IP	uc011axw.1	uc003cfx.2	0	20	1	3877	0.994869163673679
10015	PDCD6IP	uc003cfx.2	uc003cfy.2	0	20	0	3878	1
10015	PDCD6IP	uc003cfx.2	uc011axw.1	0	20	22	3856	0.892725860217642
10016	PDCD6	uc003jat.1	uc003jau.1	0	1	3	807	0.996300863131936
100170229	SRRM5	uc010xwr.1	uc002oxb.2	0	22	45	3432	0.751535507722255
100170229	SRRM5	uc002oxb.2	uc010xwr.1	0	22	2	3475	0.987462725199113
100170939	LOC100170939	uc003jys.2	uc003jyo.1	0	0	1	1179	1
100170939	LOC100170939	uc003jyl.2	uc003jyp.1	0	0	0	1180	1
100170939	LOC100170939	uc011crn.1	uc010ixu.2	0	0	1	1179	1
100170939	LOC100170939	uc003jyp.1	uc003jys.2	0	0	1	1179	1
100170939	LOC100170939	uc010ixu.2	uc003jys.2	0	0	0	1180	1
100170939	LOC100170939	uc003jys.2	uc003jyp.1	0	0	1	1179	1
10018	BCL2L11	uc002tgv.1	uc010fke.1	0	13	3	4236	0.990853715136878
10018	BCL2L11	uc010fke.1	uc002tgv.1	0	13	2	4237	0.993893861064842
10018	BCL2L11	uc002tgy.1	uc002thb.1	0	13	1	4238	0.996942615239887
10018	BCL2L11	uc010fke.1	uc002tgt.1	0	13	1	4238	0.996942615239887
10018	BCL2L11	uc002tgv.1	uc002thd.1	0	13	1	4238	0.996942615239887
10018	BCL2L11	uc002tgy.1	uc002tgu.1	0	13	1	4238	0.996942615239887
10018	BCL2L11	uc002tgv.1	uc002tha.1	0	13	2	4237	0.993893861064842
10018	BCL2L11	uc002tgz.1	uc010fke.1	0	13	1	4238	0.996942615239887
10018	BCL2L11	uc002thb.1	uc002tgu.1	0	13	1	4238	0.996942615239887
10018	BCL2L11	uc002thd.1	uc002tha.1	0	13	1	4238	0.996942615239887
100190938	LOC100190938	uc002ibf.3	uc002ibe.3	0	0	1	2053	1
100190938	LOC100190938	uc002ibd.1	uc002ibf.3	0	0	1	2053	1
100190938	LOC100190938	uc002ibf.3	uc002ibd.1	0	0	1	2053	1
100190938	LOC100190938	uc002ibd.1	uc002ibe.3	0	0	1	2053	1
100190939	LOC100190939	uc001vae.2	uc010tfr.1	0	0	3	1935	1
100190939	LOC100190939	uc001vac.2	uc010tfr.1	0	0	1	1937	1
10019	SH2B3	uc010syf.1	uc001tsf.2	0	0	0	178	1
1001	CDH3	uc002ewf.2	uc010vli.1	0	17	11	1558	0.887878332707007
1001	CDH3	uc010vli.1	uc002ewf.2	0	17	2	1567	0.978670623475919
10020	GNE	uc010mlh.2	uc011lpl.1	0	10	0	1449	1
10020	GNE	uc010mli.2	uc011lpl.1	0	10	4	1445	0.972836885718284
10020	GNE	uc010mlh.2	uc010mli.2	0	10	5	1444	0.966150721555272
10020	GNE	uc010mlh.2	uc010mlj.2	0	10	4	1445	0.972836885718284
10020	GNE	uc010mli.2	uc010mlh.2	0	10	2	1447	0.986334289509981
100216001	LOC100216001	uc001ihf.3	uc001ihe.3	0	0	2	208	1
10024	TROAP	uc001rtw.3	uc001rtv.2	0	0	2	809	1
10025	MED16	uc002lqe.2	uc002lqf.2	0	27	3	4314	0.981465006350253
10025	MED16	uc002lqd.1	uc010drw.1	0	27	1	4316	0.99378453038674
10025	MED16	uc002lqe.2	uc010drw.1	0	27	26	4291	0.84995124793074
100268168	LOC100268168	uc011dfb.1	uc011dfc.1	0	0	2	2658	1
100268168	LOC100268168	uc011dfc.1	uc011dfb.1	0	0	20	2640	1
10026	PIGK	uc001dhk.2	uc010orj.1	0	6	1	1202	0.995037220843673
10026	PIGK	uc001dhk.2	uc009wbx.2	0	6	5	1198	0.975390837370152
100271715	ARHGEF33	uc002rri.2	uc010ynq.1	0	3	32	1511	0.939142133321863
100271835	LIMS3-LOC440895	uc010fjs.2	uc002tfg.3	0	0	4	2353	1
100271835	LIMS3-LOC440895	uc010fka.1	uc002tfg.3	0	0	1	2356	1
100271835	LIMS3-LOC440895	uc010fjs.2	uc010yww.1	0	0	3	2354	1
100271836	LOC100271836	uc002djb.2	uc002dja.2	0	8	2	2886	0.994481817574595
100271836	LOC100271836	uc002diu.1	uc002djb.2	0	8	3	2885	0.991732731693255
100271836	LOC100271836	uc002diu.1	uc002diz.1	0	8	1	2887	0.997237569060774
100271836	LOC100271836	uc002diu.1	uc002dja.2	0	8	1	2887	0.997237569060774
100271849	MEF2B	uc002nln.2	uc002nlk.2	0	0	1	403	1
100271849	MEF2B	uc002nln.2	uc002nll.2	0	0	1	403	1
100272228	LOC100272228	uc004fea.2	uc004feb.2	0	0	1	1271	1
100272228	LOC100272228	uc004feb.2	uc004fed.1	0	0	1	1271	1
100286793	LOC100286793	uc009why.2	uc001ejr.3	0	0	1	2926	1
100286793	LOC100286793	uc001ejr.3	uc009whx.2	0	0	3	2924	1
100286793	LOC100286793	uc001ejr.3	uc009why.2	0	0	3	2924	1
100286844	LOC100286844	uc001rvg.2	uc010smn.1	0	4	7	4880	0.994285728606354
100286844	LOC100286844	uc010smm.1	uc010smn.1	0	4	1	4886	0.999182171335105
100286844	LOC100286844	uc010smn.1	uc001rvg.2	0	4	41	4846	0.966878264028412
100287569	NCRNA00173	uc001tvx.1	uc001tvy.2	0	0	11	789	1
100287569	NCRNA00173	uc001tvy.2	uc001tvx.1	0	0	1	799	1
100288380	FAM7A2	uc010ubi.1	uc010azt.2	0	0	3	7569	1
100288380	FAM7A2	uc010azt.2	uc001zer.3	0	0	2	7570	1
100288380	FAM7A2	uc010azt.2	uc010ubi.1	0	0	1	7571	1
100288380	FAM7A2	uc010ubi.1	uc001zer.3	0	0	9	7563	1
100288380	FAM7A2	uc001zer.3	uc010azt.2	0	0	4	7568	1
100288380	FAM7A2	uc001zer.3	uc010ubi.1	0	0	4	7568	1
100288778	LOC100288778	uc010sdg.1	uc010sdd.1	0	4	1	2165	0.99815668202765
100288778	LOC100288778	uc010sdg.1	uc010sde.1	0	4	1	2165	0.99815668202765
100288778	LOC100288778	uc010sde.1	uc010sdg.1	0	4	1	2165	0.99815668202765
100288778	LOC100288778	uc010sdd.1	uc010sdg.1	0	4	1	2165	0.99815668202765
100289635	ZNF605	uc001ulk.1	uc001ulh.2	0	3	0	2951	1
100289635	ZNF605	uc001ulj.2	uc001ulk.1	0	3	1	2950	0.99898442789438
100289635	ZNF605	uc001ulh.2	uc001ulj.2	0	3	1	2950	0.99898442789438
100289635	ZNF605	uc001ulj.2	uc001ulh.2	0	3	2	2949	0.997969543612741
100289635	ZNF605	uc001ulk.1	uc001ulj.2	0	3	12	2939	0.987858479854613
1002	CDH4	uc002ybn.1	uc002ybp.1	0	22	2	1913	0.977407659454639
1002	CDH4	uc002ybn.1	uc002ybo.1	0	22	2	1913	0.977407659454639
1002	CDH4	uc002ybp.1	uc002ybn.1	0	22	1	1914	0.988642230252968
100302401	LOC100302401	uc001glo.1	uc001gln.1	0	0	4	3588	1
100302401	LOC100302401	uc001gln.1	uc001glo.1	0	0	7	3585	1
100302640	LOC100302640	uc011bhk.1	uc003dwf.3	0	0	0	830	1
100302640	LOC100302640	uc003dwf.3	uc011bhk.1	0	0	3	827	1
100302692	NCRNA00182	uc010nlq.1	uc004ebr.1	0	0	8	2619	1
100302692	NCRNA00182	uc004ebr.1	uc010nlq.1	0	0	0	2627	1
100302736	TMED7-TICAM2	uc003krd.2	uc003kre.2	0	10	5	2790	0.98228878970083
100302736	TMED7-TICAM2	uc003kre.2	uc003krd.2	0	10	3	2792	0.989339108522376
100303453	TSNAX-DISC1	uc010pwi.1	uc010pwf.1	0	0	1	61	1
100303728	LOC100303728	uc004erg.1	uc004ere.1	0	0	6	1957	1
100303728	LOC100303728	uc004ere.1	uc004erg.1	0	0	3	1960	1
10038	PARP2	uc001vxd.2	uc001vxb.1	0	6	0	810	1
10038	PARP2	uc001vxd.2	uc001vxc.2	0	6	9	801	0.93542897431905
10039	PARP3	uc003dby.2	uc003dbz.2	0	21	3	4149	0.984975210840964
10039	PARP3	uc003dbz.2	uc003dby.2	0	21	8	4144	0.960410555807643
10040	TOM1L1	uc010dca.1	uc010wnc.1	0	22	2	6648	0.993415655723061
10040	TOM1L1	uc002iud.2	uc002iuc.2	0	22	3	6647	0.990139022375848
10040	TOM1L1	uc010dca.1	uc010wnb.1	0	22	1	6649	0.996702637889688
10040	TOM1L1	uc002iud.2	uc010dbz.2	0	22	15	6635	0.951615421212837
10040	TOM1L1	uc002iud.2	uc010wnc.1	0	22	4	6646	0.986872706812455
10040	TOM1L1	uc002iud.2	uc010wnb.1	0	22	1	6649	0.996702637889688
10042	HMGXB4	uc011amh.1	uc003ank.2	0	22	1	2963	0.992632283991963
10042	HMGXB4	uc003anl.2	uc003ank.2	0	22	16	2948	0.888145946636545
10042	HMGXB4	uc003ank.2	uc003anl.2	1	21	0	2964	1
10042	HMGXB4	uc003anl.2	uc011amh.1	0	22	0	2964	1
