GeneId	Symbol	Normal_transcript	Tumor_transcript	MS	M	S	N	p.me
2649	NR6A1	uc004bor.1	uc004boq.1	0	67	31	16477	0.88189952029248
2649	NR6A1	uc004bor.1	uc010mwq.1	0	67	4	16504	0.983927399031473
26502	NARF	uc002kfg.3	uc002kfj.3	0	10	11	2084	0.948848451545364
26502	NARF	uc002kfi.3	uc002kfk.2	0	10	1	2094	0.995249406175772
26503	SLC17A5	uc003phn.3	uc010kax.2	0	7	47	2095	0.856404591183558
26505	CNNM3	uc002swy.2	uc002swz.2	0	3	19	1348	0.958938939926314
26507	CNNM1	uc009xwg.2	uc009xwf.2	0	9	3	2140	0.987500143786627
26507	CNNM1	uc009xwg.2	uc001kpp.3	0	9	2	2141	0.99165124200899
26507	CNNM1	uc001kpp.3	uc009xwe.2	0	9	1	2142	0.995817843866171
26508	HEYL	uc001cdp.2	uc010oiw.1	0	14	63	4281	0.815323376887241
26508	HEYL	uc010oiw.1	uc001cdp.2	0	14	4	4340	0.987207473878591
26509	MYOF	uc001kin.2	uc001kio.2	0	19	11	2457	0.918943735271797
26509	MYOF	uc009xue.2	uc001kio.2	0	19	1	2467	0.992360273421793
26509	MYOF	uc001kin.2	uc009xue.2	0	19	33	2435	0.775127453778281
2650	GCNT1	uc010mpf.2	uc010mph.2	0	7	1	1361	0.994886778670563
2650	GCNT1	uc010mpf.2	uc010mpi.2	0	7	3	1359	0.984727533211874
2650	GCNT1	uc010mph.2	uc004akh.3	0	7	1	1361	0.994886778670563
2650	GCNT1	uc010mpf.2	uc004akf.3	0	7	2	1360	0.989795983750464
2650	GCNT1	uc004akf.3	uc010mpi.2	0	7	1	1361	0.994886778670563
2650	GCNT1	uc004akf.3	uc010mpf.2	0	7	9	1353	0.954781498631956
26512	INTS6	uc001vfk.2	uc001vfj.2	0	1	7	750	0.990765171503958
26512	INTS6	uc001vfj.2	uc001vfk.2	0	1	0	757	1
26515	FXC1	uc001mdn.3	uc001mdo.3	0	0	13	2317	1
2651	GCNT2	uc010jon.2	uc003mzc.3	0	27	1	2900	0.99077868852459
2651	GCNT2	uc003mzc.3	uc010jop.2	0	27	8	2893	0.928484229433946
2651	GCNT2	uc003mzc.3	uc003mza.2	1	26	0	2901	1
2651	GCNT2	uc003mzc.3	uc010joo.2	0	27	7	2894	0.937146660047186
2651	GCNT2	uc010jop.2	uc003mza.2	0	27	1	2900	0.99077868852459
2651	GCNT2	uc003mza.2	uc010jop.2	0	27	1	2900	0.99077868852459
2651	GCNT2	uc010joo.2	uc003mzc.3	0	27	1	2900	0.99077868852459
2651	GCNT2	uc003mza.2	uc003mzc.3	0	27	1	2900	0.99077868852459
2651	GCNT2	uc003mzc.3	uc010jon.2	0	27	7	2894	0.937146660047186
26520	TIMM9	uc010aph.2	uc010api.2	0	5	1	4572	0.998907820008737
26520	TIMM9	uc001xds.2	uc010api.2	0	5	5	4568	0.99454863872947
26520	TIMM9	uc001xds.2	uc010aph.2	0	5	1	4572	0.998907820008737
26523	EIF2C1	uc009vuy.2	uc001bzl.2	0	6	1	352	0.983286908077994
26523	EIF2C1	uc001bzl.2	uc009vuy.2	1	5	0	353	1
26524	LATS2	uc001unr.3	uc009zzs.2	0	7	1	1458	0.995225102319236
26524	LATS2	uc009zzs.2	uc001unr.3	0	7	6	1453	0.971642619291205
26528	DAZAP1	uc002lsn.2	uc002lsl.1	0	6	2	2033	0.994127734386258
26528	DAZAP1	uc002lsn.2	uc002lso.2	0	6	5	2030	0.98537323397539
2653	GCSH	uc002fge.2	uc002fgd.2	0	1	3	1092	0.997262773722628
2653	GCSH	uc002fgd.2	uc002fge.2	0	1	2	1093	0.998175182481752
26548	ITGB1BP2	uc004dzr.1	uc004dzs.1	0	18	23	4241	0.907430886546968
26548	ITGB1BP2	uc004dzs.1	uc004dzr.1	0	18	7	4257	0.970922870512115
26574	AATF	uc002hni.2	uc002hnj.2	0	1	1	657	0.998482549317147
26576	SRPK3	uc004fik.2	uc004fil.2	0	13	1	2488	0.99480415667466
26576	SRPK3	uc004fik.2	uc004fim.2	0	13	1	2488	0.99480415667466
26576	SRPK3	uc004fik.2	uc004fin.2	0	13	2	2487	0.989633243425252
26578	OSTF1	uc004ajv.3	uc004ajw.3	0	0	1	1100	1
26578	OSTF1	uc004ajv.3	uc004ajx.3	0	0	0	1101	1
26579	MYEOV	uc001oow.2	uc009ysl.2	0	22	1	3780	0.994215093347358
26579	MYEOV	uc001oov.2	uc001oow.2	0	22	1	3780	0.994215093347358
26579	MYEOV	uc001oox.2	uc001oov.2	0	22	1	3780	0.994215093347358
26579	MYEOV	uc001oov.2	uc001oox.2	0	22	0	3781	1
26579	MYEOV	uc001oox.2	uc001oow.2	0	22	1	3780	0.994215093347358
26579	MYEOV	uc009ysl.2	uc001oow.2	0	22	2	3779	0.988462139098635
26579	MYEOV	uc009ysl.2	uc001oov.2	0	22	1	3780	0.994215093347358
26580	BSCL2	uc001nup.2	uc001nuq.1	0	18	13	3528	0.936105304923025
26580	BSCL2	uc001nuq.1	uc001nuo.1	0	18	1	3540	0.994942399550435
26580	BSCL2	uc001nuq.1	uc009yod.2	0	18	1	3540	0.994942399550435
26580	BSCL2	uc001nut.3	uc001nuq.1	0	18	2	3539	0.989908964139557
26585	GREM1	uc001zhe.1	uc001zhd.1	0	1	3	767	0.996108949416342
26586	CKAP2	uc010tha.1	uc001vgu.2	0	9	1	1559	0.994263862332696
26586	CKAP2	uc001vgu.2	uc001vgt.2	0	9	1	1559	0.994263862332696
26586	CKAP2	uc001vgv.2	uc001vgu.2	0	9	1	1559	0.994263862332696
26586	CKAP2	uc001vgu.2	uc010tha.1	0	9	6	1554	0.96601955692368
26586	CKAP2	uc010tha.1	uc001vgt.2	0	9	2	1558	0.988556990673898
26586	CKAP2	uc001vgu.2	uc001vgv.2	0	9	7	1553	0.960457064273448
26589	MRPL46	uc002bmj.2	uc002bmk.2	0	0	0	412	1
26608	TBL2	uc011kex.1	uc003tyh.2	0	3	1	524	0.994318181818182
26608	TBL2	uc003tyh.2	uc011kex.1	0	3	2	523	0.988657926513714
26608	TBL2	uc003tyh.2	uc010lbh.2	0	3	1	524	0.994318181818182
2661	GDF9	uc011cxj.1	uc003kxz.1	0	29	6	3542	0.95229855417767
2661	GDF9	uc003kxz.1	uc011cxj.1	0	29	6	3542	0.95229855417767
2662	GDF10	uc001jfb.2	uc009xnp.2	0	6	3	1107	0.983943208672929
2662	GDF10	uc009xnp.2	uc001jfb.2	0	6	2	1108	0.989271420994262
2664	GDI1	uc004fli.3	uc004flj.2	0	9	37	1269	0.772858842311944
26659	OR7A5	uc002mzw.2	uc010xoa.1	0	3	1	299	0.99009900990099
2665	GDI2	uc001iil.3	uc001iim.3	0	8	42	3029	0.895831060769757
266629	SEC14L3	uc003ahy.2	uc003aia.2	0	18	2	1642	0.978450196371635
266629	SEC14L3	uc003ahy.2	uc003aib.2	0	18	3	1641	0.967840495447123
266727	MDGA1	uc003onu.1	uc003onw.3	0	41	19	5219	0.862089658839335
266727	MDGA1	uc003onu.1	uc003onv.1	1	40	40	5198	0.960119709941239
266743	NPAS4	uc010rpc.1	uc001ohx.1	0	17	19	1637	0.822743271954163
266743	NPAS4	uc001ohx.1	uc010rpc.1	0	17	3	1653	0.969806681386435
266747	RGL4	uc002zxp.1	uc002zxn.2	0	16	3	3365	0.985878408740356
266747	RGL4	uc002zxq.2	uc002zxn.2	0	16	2	3366	0.990564699453323
266747	RGL4	uc002zxn.2	uc002zxo.2	0	16	1	3367	0.995271867612293
266747	RGL4	uc002zxn.2	uc002zxp.1	0	16	2	3366	0.990564699453323
266747	RGL4	uc002zxn.2	uc002zxq.2	0	16	2	3366	0.990564699453323
2668	GDNF	uc011cpe.1	uc011cpi.1	0	11	1	3276	0.996654501216545
2668	GDNF	uc011cpd.1	uc011cpc.1	0	11	1	3276	0.996654501216545
2668	GDNF	uc011cpd.1	uc011cpi.1	0	11	2	3275	0.993319180403225
2668	GDNF	uc011cpc.1	uc011cpi.1	0	11	1	3276	0.996654501216545
2668	GDNF	uc011cpf.1	uc011cpd.1	0	11	1	3276	0.996654501216545
2668	GDNF	uc011cpc.1	uc011cpd.1	0	11	2	3275	0.993319180403225
2668	GDNF	uc011cpi.1	uc011cpe.1	0	11	1	3276	0.996654501216545
266977	GPR110	uc011dwl.1	uc003oyu.1	0	21	1	2827	0.992628992628993
266977	GPR110	uc003oyt.2	uc011dwl.1	0	21	4	2824	0.97082516706111
266977	GPR110	uc011dwl.1	uc003oyt.2	0	21	3	2825	0.97804192051537
2669	GEM	uc003ygj.2	uc003ygi.2	0	11	23	2533	0.905564239253489
266	AMELY	uc004fqz.2	uc004fra.1	0	0	2	245	1
267002	PGBD2	uc001ifh.2	uc009xhd.2	0	36	4	5004	0.971747101379695
267002	PGBD2	uc001ifg.2	uc001ifh.2	0	36	2	5006	0.985775148945083
267002	PGBD2	uc009xhd.2	uc001ifg.2	0	36	1	5007	0.992862807295797
267002	PGBD2	uc001ifh.2	uc001ifg.2	0	36	4	5004	0.971747101379695
267004	PGBD3	uc009xoe.2	uc001jht.2	0	4	2	971	0.991824252898636
267004	PGBD3	uc001jht.2	uc009xoe.2	0	4	1	972	0.995905834186284
267004	PGBD3	uc009xoe.2	uc001jhu.2	0	4	2	971	0.991824252898636
2670	GFAP	uc002ihq.2	uc010wjg.1	0	1	3	972	0.996926229508197
2670	GFAP	uc002ihq.2	uc002ihr.2	0	1	1	974	0.998975409836065
2671	GFER	uc002cob.2	uc002coc.2	0	1	15	2871	0.994804295116037
2671	GFER	uc002coc.2	uc002cob.2	0	1	4	2882	0.99861447869761
2672	GFI1	uc001dov.3	uc001dou.3	0	26	67	7410	0.791672236482104
2672	GFI1	uc001dow.3	uc001dou.3	0	26	1	7476	0.996534719445555
2672	GFI1	uc001dou.3	uc001dow.3	0	26	1	7476	0.996534719445555
2672	GFI1	uc001dov.3	uc001dow.3	0	26	14	7463	0.952523590720612
2672	GFI1	uc001dou.3	uc001dov.3	0	26	3	7474	0.989638764955713
2674	GFRA1	uc001lci.2	uc001lcj.2	0	20	2	2453	0.983900443399231
2674	GFRA1	uc001lci.2	uc009xyr.2	0	20	17	2438	0.870766472219215
26750	RPS6KC1	uc010ptr.1	uc001hke.2	0	6	1	969	0.993852459016393
26750	RPS6KC1	uc010ptu.1	uc010ptt.1	0	6	1	969	0.993852459016393
26750	RPS6KC1	uc010ptr.1	uc010ptu.1	0	6	1	969	0.993852459016393
26751	SH3YL1	uc002qvy.2	uc002qwa.2	0	5	1	1757	0.997163925127623
26751	SH3YL1	uc002qvx.2	uc002qvu.2	0	5	2	1756	0.994334288563697
26751	SH3YL1	uc002qvy.2	uc002qvu.2	0	5	1	1757	0.997163925127623
26751	SH3YL1	uc002qvy.2	uc010ewe.2	0	5	7	1751	0.980282296921393
2675	GFRA2	uc003wzv.1	uc003wzu.1	0	2	1	1519	0.99868593955322
2675	GFRA2	uc003wzv.1	uc003wzw.1	0	2	0	1520	1
2675	GFRA2	uc003wzu.1	uc003wzw.1	0	2	8	1512	0.989511706887629
26762	HAVCR1	uc010jij.1	uc003lwi.2	0	6	1	413	0.985714285714286
26762	HAVCR1	uc011ddl.1	uc003lwi.2	0	6	1	413	0.985714285714286
2676	GFRA3	uc003lco.2	uc003lcn.2	0	15	10	4478	0.967151449102411
2676	GFRA3	uc003lcn.2	uc003lco.2	0	15	9	4479	0.970390402381388
2677	GGCX	uc002sps.2	uc010yst.1	0	9	1	652	0.986404833836858
2677	GGCX	uc002sps.2	uc010yss.1	0	9	1	652	0.986404833836858
2678	GGT1	uc003aau.1	uc003aay.1	0	23	6	9621	0.985780759657339
2678	GGT1	uc003aav.1	uc003aay.1	0	23	10	9617	0.976408930820937
2678	GGT1	uc003aau.1	uc003aaw.1	0	23	2	9625	0.995238594887816
2678	GGT1	uc003aav.1	uc003aan.1	0	23	2	9625	0.995238594887816
2678	GGT1	uc003aay.1	uc003aau.1	0	23	10	9617	0.976408930820937
2678	GGT1	uc003aay.1	uc003aan.1	0	23	10	9617	0.976408930820937
2678	GGT1	uc003aav.1	uc003aaw.1	1	22	0	9627	1
2678	GGT1	uc003aas.1	uc003aax.1	0	23	2	9625	0.995238594887816
2678	GGT1	uc003aas.1	uc003aay.1	0	23	2	9625	0.995238594887816
2678	GGT1	uc003aas.1	uc003aat.1	0	23	1	9626	0.997616580310881
2678	GGT1	uc003aau.1	uc003aav.1	0	23	1	9626	0.997616580310881
2678	GGT1	uc003aay.1	uc003aav.1	0	23	32	9595	0.926368169641754
2678	GGT1	uc003aau.1	uc003aat.1	0	23	2	9625	0.995238594887816
2678	GGT1	uc003aav.1	uc003aax.1	0	23	2	9625	0.995238594887816
2678	GGT1	uc003aas.1	uc003aan.1	0	23	1	9626	0.997616580310881
2678	GGT1	uc003aay.1	uc003aat.1	0	23	3	9624	0.992866031902491
2678	GGT1	uc003aay.1	uc003aas.1	0	23	3	9624	0.992866031902491
2678	GGT1	uc003aay.1	uc003aax.1	0	23	6	9621	0.985780759657339
2679	GGT3P	uc010gri.1	uc002zob.1	0	0	3	3206	1
2679	GGT3P	uc011agp.1	uc010gri.1	0	0	4	3205	1
2679	GGT3P	uc002zob.1	uc011ago.1	0	0	1	3208	1
2679	GGT3P	uc010gri.1	uc011ago.1	0	0	3	3206	1
2679	GGT3P	uc010gri.1	uc011agp.1	0	0	18	3191	1
2679	GGT3P	uc011ago.1	uc011agp.1	0	0	1	3208	1
267	AMFR	uc002eiy.2	uc002eix.2	0	15	3	4253	0.989498335569936
267	AMFR	uc002eiy.2	uc002eiw.2	0	15	41	4215	0.865083872850671
2686	GGT7	uc002xaz.1	uc010gex.2	0	22	1	2565	0.991499227202473
2686	GGT7	uc002xay.2	uc010gex.2	1	21	36	2530	0.961604428610881
2686	GGT7	uc002xay.2	uc002xba.1	0	22	0	2566	1
26872	STEAP1	uc003ujx.2	uc010lem.2	0	0	2	397	1
2687	GGT5	uc002zzp.3	uc011ajm.1	0	25	1	5104	0.995126705653021
2687	GGT5	uc002zzo.3	uc011ajn.1	0	25	2	5103	0.990276214789047
2687	GGT5	uc002zzo.3	uc002zzr.3	0	25	24	5081	0.889132274887197
2687	GGT5	uc002zzo.3	uc002zzp.3	0	25	0	5105	1
2687	GGT5	uc002zzo.3	uc011ajm.1	0	25	8	5097	0.961646445817117
2688	GH1	uc002jdi.2	uc002jdk.2	0	6	1	3461	0.998269896193771
2688	GH1	uc002jdm.2	uc002jdj.2	0	6	1	3461	0.998269896193771
2688	GH1	uc002jdk.2	uc002jdm.2	0	6	2	3460	0.996542287489658
2688	GH1	uc002jdm.2	uc002jdk.2	0	6	1	3461	0.998269896193771
2688	GH1	uc002jdj.2	uc002jdi.2	0	6	1	3461	0.998269896193771
2688	GH1	uc002jdn.2	uc002jdm.2	0	6	1	3461	0.998269896193771
2690	GHR	uc003jmt.2	uc011cpq.1	0	3	10	259	0.893332609796686
2691	GHRH	uc002xgr.2	uc002xgt.2	0	4	3	3869	0.996906421239379
2691	GHRH	uc002xgt.2	uc002xgr.2	0	4	2	3870	0.997936815473218
2691	GHRH	uc002xgs.2	uc002xgt.2	0	4	1	3871	0.998968008255934
2691	GHRH	uc002xgt.2	uc002xgs.2	0	4	1	3871	0.998968008255934
2692	GHRHR	uc003tbz.2	uc003tby.2	0	0	1	411	1
2692	GHRHR	uc003tbx.2	uc003tby.2	0	0	1	411	1
26953	RANBP6	uc003zjs.2	uc011lmf.1	0	30	0	1680	1
26953	RANBP6	uc003zjs.2	uc003zjr.2	0	30	2	1678	0.965209982240563
26953	RANBP6	uc003zjr.2	uc003zjs.2	0	30	15	1665	0.765982127386285
26959	HBP1	uc003vdy.2	uc011klv.1	0	14	19	2267	0.890062689427353
26959	HBP1	uc011klv.1	uc003vdy.2	0	14	8	2278	0.952258088686978
26960	NBEA	uc010tef.1	uc001uvd.2	0	27	18	1113	0.65191182191893
26960	NBEA	uc001uvd.2	uc010abi.2	0	27	1	1130	0.976683937823834
26960	NBEA	uc001uvb.2	uc001uvd.2	0	27	1	1130	0.976683937823834
2696	GIPR	uc010xxq.1	uc002pcu.1	0	16	1	7102	0.997752493327715
2696	GIPR	uc010xxq.1	uc002pct.1	0	16	1	7102	0.997752493327715
2696	GIPR	uc010xxp.1	uc010xxq.1	0	16	6	7097	0.986585817578266
2696	GIPR	uc010xxq.1	uc010xxp.1	0	16	7	7096	0.984366588971313
2696	GIPR	uc002pct.1	uc010xxq.1	0	16	1	7102	0.997752493327715
2696	GIPR	uc002pct.1	uc010xxp.1	0	16	1	7102	0.997752493327715
2696	GIPR	uc010xxp.1	uc002pcu.1	0	16	1	7102	0.997752493327715
26973	CHORDC1	uc001pdg.2	uc009yvz.2	0	12	59	2945	0.788587218707984
26974	ZNF285	uc002ozd.3	uc010xxa.1	0	50	15	4254	0.839499266114619
26974	ZNF285	uc010xxa.1	uc002ozd.3	0	50	65	4204	0.46646312091955
26984	SEC22A	uc003ege.2	uc003egf.2	0	2	9	1963	0.990899945618433
26985	AP3M1	uc001jwh.2	uc001jwg.2	0	8	2	3074	0.994817822349498
26985	AP3M1	uc001jwh.2	uc001jwf.2	0	8	2	3074	0.994817822349498
26985	AP3M1	uc001jwg.2	uc010qla.1	0	8	2	3074	0.994817822349498
26985	AP3M1	uc001jwg.2	uc001jwh.2	0	8	3	3073	0.992235556749629
26986	PABPC1	uc003yjs.1	uc011lhc.1	0	38	17	2905	0.802313381897554
26986	PABPC1	uc003yjs.1	uc011lhd.1	2	36	36	2886	0.987914757227946
26993	AKAP8L	uc002naw.1	uc010xoh.1	0	5	4	1065	0.981481962217978
26993	AKAP8L	uc010xoh.1	uc002nax.1	0	5	1	1068	0.995344506517691
26996	GPR160	uc003fgi.2	uc010hwq.2	0	1	2	191	0.989690721649485
26998	FETUB	uc003fqn.2	uc011brz.1	0	15	4	2247	0.973766180367151
26998	FETUB	uc003fqp.3	uc011brz.1	0	15	1	2250	0.993380406001765
26998	FETUB	uc010hys.2	uc010hyr.2	0	15	1	2250	0.993380406001765
26998	FETUB	uc003fqp.3	uc010hyr.2	0	15	1	2250	0.993380406001765
26998	FETUB	uc003fqn.2	uc010hyq.2	0	15	5	2246	0.967308844953575
26998	FETUB	uc003fqn.2	uc003fqp.3	0	15	1	2250	0.993380406001765
26999	CYFIP2	uc003lws.2	uc003lwq.2	0	48	1	3248	0.985441310282075
26999	CYFIP2	uc003lwv.2	uc003lws.2	0	48	1	3248	0.985441310282075
26999	CYFIP2	uc003lwr.2	uc003lwv.2	0	48	3	3246	0.956943840624419
26999	CYFIP2	uc003lwv.2	uc003lwp.2	0	48	1	3248	0.985441310282075
26999	CYFIP2	uc011ddp.1	uc003lwq.2	0	48	1	3248	0.985441310282075
26999	CYFIP2	uc011ddp.1	uc003lwp.2	0	48	1	3248	0.985441310282075
26999	CYFIP2	uc011ddo.1	uc011ddn.1	0	48	1	3248	0.985441310282075
26999	CYFIP2	uc003lwq.2	uc011ddp.1	0	48	1	3248	0.985441310282075
26999	CYFIP2	uc003lwt.2	uc003lwq.2	0	48	1	3248	0.985441310282075
26999	CYFIP2	uc011ddn.1	uc003lwp.2	0	48	1	3248	0.985441310282075
26999	CYFIP2	uc003lwq.2	uc003lwt.2	0	48	1	3248	0.985441310282075
269	AMHR2	uc009zmy.1	uc001scx.1	0	29	10	3251	0.915157999212327
269	AMHR2	uc001scx.1	uc009zmy.1	0	29	8	3253	0.931550250686767
26	ABP1	uc003whz.1	uc003wia.1	0	45	5	3336	0.935255602158096
26	ABP1	uc003wia.1	uc003whz.1	0	45	3	3338	0.960646003521803
27000	DNAJC2	uc003vbo.2	uc003vbp.2	0	11	0	2843	1
27000	DNAJC2	uc003vbo.2	uc003vbn.2	0	11	13	2830	0.950936512282282
27004	TCL6	uc001yeo.1	uc001yet.1	0	0	1	164	1
27005	USP21	uc010pkf.1	uc010pke.1	0	20	9	2758	0.937149942343005
27005	USP21	uc010pkf.1	uc010pkd.1	0	20	1	2766	0.992823824901327
27005	USP21	uc010pkd.1	uc010pkc.1	0	20	2	2765	0.985696589977413
27006	FGF22	uc010xfq.1	uc010xfr.1	0	2	1	1115	0.998211091234347
27006	FGF22	uc010xfr.1	uc010xfq.1	0	2	7	1109	0.987511270765835
27010	TPK1	uc003weq.2	uc003weo.2	0	27	14	4308	0.916385229866498
27010	TPK1	uc003weq.2	uc003wer.2	0	27	1	4321	0.993791676247413
27010	TPK1	uc003weo.2	uc003weq.2	0	27	1	4321	0.993791676247413
27010	TPK1	uc003wes.2	uc003weo.2	0	27	1	4321	0.993791676247413
27012	KCNV1	uc010mcw.2	uc003ynr.3	0	0	5	1218	1
27012	KCNV1	uc003ynr.3	uc010mcw.2	0	0	1	1222	1
27018	NGFRAP1	uc004eki.2	uc004ekj.1	0	5	3	2144	0.993042695645369
27018	NGFRAP1	uc004ekh.2	uc004ekj.1	0	5	1	2146	0.99767657992565
27018	NGFRAP1	uc004ekh.2	uc004eki.2	0	5	0	2147	1
27019	DNAI1	uc003zum.2	uc011lom.1	0	2	2	470	0.991570101961624
27020	NPTN	uc002avt.2	uc002avr.2	0	3	1	3081	0.99902755267423
27020	NPTN	uc002avt.2	uc010ula.1	0	3	15	3067	0.985479414271691
27020	NPTN	uc010ula.1	uc002avt.2	0	3	1	3081	0.99902755267423
2702	GJA5	uc001ept.1	uc001eps.1	0	29	93	4811	0.574915008727355
2702	GJA5	uc001eps.1	uc001ept.1	0	29	9	4895	0.948277291306222
27030	MLH3	uc010tuy.1	uc001xre.1	0	24	9	1898	0.893333403921263
27030	MLH3	uc001xrd.1	uc001xre.1	0	24	10	1897	0.882178356213609
27031	NPHP3	uc003epe.1	uc003epf.1	0	21	5	1519	0.933777933058822
27031	NPHP3	uc003epd.1	uc003epe.1	0	21	1	1523	0.986407766990291
27031	NPHP3	uc003epe.1	uc003epd.1	0	21	8	1516	0.896072308804771
27032	ATP2C1	uc003ent.2	uc003enk.2	0	60	1	7359	0.991913746630728
27032	ATP2C1	uc003ens.2	uc003enq.2	0	60	0	7360	1
27032	ATP2C1	uc003ens.2	uc011blh.1	0	60	1	7359	0.991913746630728
27032	ATP2C1	uc003ens.2	uc003enk.2	0	60	3	7357	0.975933656198179
27032	ATP2C1	uc003ens.2	uc003enu.2	1	59	10	7350	0.996625301704623
27032	ATP2C1	uc003ens.2	uc003enl.2	0	60	1	7359	0.991913746630728
27032	ATP2C1	uc003enq.2	uc011blg.1	0	60	1	7359	0.991913746630728
27032	ATP2C1	uc011blg.1	uc003enk.2	0	60	1	7359	0.991913746630728
27033	ZBTB32	uc002oaz.2	uc002oay.2	0	18	67	5788	0.813159479667454
27033	ZBTB32	uc002oay.2	uc002oaz.2	0	18	8	5847	0.975728111768184
27034	ACAD8	uc001qhk.2	uc009zde.1	0	16	1	3568	0.995536959553696
27034	ACAD8	uc001qhk.2	uc001qhl.2	0	16	25	3544	0.893863132686394
27035	NOX1	uc004egj.2	uc010nne.2	0	8	1	836	0.990532544378698
27035	NOX1	uc010nne.2	uc004egl.3	0	8	2	835	0.981143610308758
27035	NOX1	uc004egj.2	uc004egl.3	0	8	1	836	0.990532544378698
27036	SIGLEC7	uc002pvw.1	uc002pvv.1	0	21	4	1996	0.959049834521665
27036	SIGLEC7	uc002pvv.1	uc010eoq.1	0	21	4	1996	0.959049834521665
27036	SIGLEC7	uc002pvv.1	uc002pvw.1	0	21	6	1994	0.939178594560807
27037	TRMT2A	uc002zrk.1	uc011ahk.1	0	2	0	301	1
27039	PKD2L2	uc003lbx.2	uc011cyi.1	0	5	1	453	0.989106753812636
27040	LAT	uc002dsc.2	uc010vdj.1	0	3	2	2785	0.997850233443983
27040	LAT	uc002dsb.2	uc010vdk.1	0	3	1	2786	0.998924731182796
27040	LAT	uc002dsb.2	uc002dsc.2	0	3	0	2787	1
27040	LAT	uc002dsb.2	uc010vdj.1	0	3	1	2786	0.998924731182796
27040	LAT	uc010vdk.1	uc010vdj.1	0	3	2	2785	0.997850233443983
27040	LAT	uc002dsc.2	uc002dsb.2	0	3	1	2786	0.998924731182796
27042	C1orf107	uc001hhr.1	uc009xcu.1	0	6	6	1398	0.974693735901834
27044	SND1	uc003vmi.2	uc010lle.2	0	11	59	1643	0.679297608766344
2705	GJB1	uc004dzf.3	uc004dzg.3	0	3	3	1173	0.992379368794232
27065	D4S234E	uc003gib.2	uc011bwa.1	0	3	0	1552	1
27065	D4S234E	uc003gib.2	uc003gia.2	0	3	13	1539	0.975112827819859
27065	D4S234E	uc003gia.2	uc003gib.2	0	3	1	1551	0.998070739549839
27065	D4S234E	uc003gib.2	uc003ghz.2	0	3	1	1551	0.998070739549839
27067	STAU2	uc003xzp.2	uc003xzn.2	0	24	0	4088	1
27067	STAU2	uc003xzp.2	uc011lfg.1	1	23	16	4072	0.995790478552963
27067	STAU2	uc003xzp.2	uc003xzo.2	0	24	1	4087	0.994163424124514
27067	STAU2	uc003xzm.2	uc011lfh.1	0	24	0	4088	1
27067	STAU2	uc011lfh.1	uc011lfg.1	0	24	1	4087	0.994163424124514
27067	STAU2	uc003xzm.2	uc011lfg.1	0	24	3	4085	0.982588060057591
27067	STAU2	uc011lfi.1	uc003xzq.2	0	24	1	4087	0.994163424124514
27067	STAU2	uc011lfh.1	uc003xzo.2	0	24	0	4088	1
27067	STAU2	uc011lfh.1	uc003xzq.2	0	24	0	4088	1
27067	STAU2	uc003xzq.2	uc011lfh.1	0	24	1	4087	0.994163424124514
27067	STAU2	uc003xzp.2	uc011lfi.1	0	24	0	4088	1
27067	STAU2	uc003xzp.2	uc003xzq.2	0	24	3	4085	0.982588060057591
27067	STAU2	uc003xzm.2	uc003xzo.2	0	24	1	4087	0.994163424124514
27068	PPA2	uc003hxl.2	uc003hxr.2	0	2	1	1207	0.998347107438017
27068	PPA2	uc003hxl.2	uc003hxp.2	0	2	1	1207	0.998347107438017
27069	GHITM	uc001kcs.1	uc010qmb.1	0	2	6	1607	0.992581168644331
27071	DAPP1	uc003hvf.3	uc010ilh.2	0	4	5	1424	0.986101662110467
27072	VPS41	uc003tgy.2	uc003tgz.2	0	57	4	5042	0.956050736916305
27072	VPS41	uc010kxn.2	uc003tgy.2	0	57	1	5045	0.988830099941211
27072	VPS41	uc003tgy.2	uc010kxn.2	0	57	10	5036	0.893662353500981
27072	VPS41	uc003tgy.2	uc003tgx.2	0	57	18	5028	0.816662801244925
27077	B9D1	uc002gvl.3	uc010vys.1	0	6	0	2538	1
27077	B9D1	uc002gvk.3	uc010cqn.1	0	6	1	2537	0.997641509433962
27077	B9D1	uc010vys.1	uc010vyr.1	0	6	2	2536	0.995287656088856
2707	GJB3	uc001bxx.2	uc001bxy.2	0	10	1	3446	0.997107318484235
2707	GJB3	uc001bxy.2	uc001bxx.2	0	10	10	3437	0.971410085252947
2707	GJB3	uc001bxz.3	uc001bxy.2	0	10	1	3446	0.997107318484235
27085	MTBP	uc003ypc.1	uc011lie.1	0	7	4	675	0.959717336783379
27086	FOXP1	uc003doo.2	uc003dop.2	0	25	0	1479	1
27086	FOXP1	uc003doj.2	uc003dok.2	0	25	2	1477	0.967020745742558
27086	FOXP1	uc003doi.2	uc003doj.2	0	25	1	1478	0.983377659574468
27086	FOXP1	uc003doi.2	uc003dok.2	0	25	22	1457	0.68977740799733
27087	B3GAT1	uc001qhr.2	uc001qhq.2	0	17	5	2735	0.96952541810305
27087	B3GAT1	uc001qhq.2	uc001qhr.2	0	17	14	2726	0.916861894975782
27090	ST6GALNAC4	uc004bss.2	uc004bst.2	0	4	22	3131	0.972402477254377
27090	ST6GALNAC4	uc004bst.2	uc004bss.2	1	3	0	3153	1
27094	KCNMB3	uc003fjo.2	uc011bqc.1	0	0	1	645	1
