Tissue	Switch	Symbol	Group	NumPatients
brca	uc001kuq.2-uc001kur.2	NOLC1	No driver	16
brca	uc001irh.2-uc009xkg.2	BMI1	No driver	16
brca	uc004aav.2-uc004aaq.1	MCART1	No driver	8
brca	uc004emu.3-uc004emw.3	MORC4	No driver	16
brca	uc004czl.2-uc011mjf.1	SH3KBP1	No driver	8
brca	uc003dhf.2-uc010hmv.1	CACNA2D3	No driver	8
brca	uc001ncc.3-uc009ykx.2	PHF21A	No driver	13
brca	uc002zhc.2-uc002zha.2	POFUT2	No driver	16
brca	uc001ghe.2-uc001ghf.2	PRRX1	No driver	16
brca	uc002ape.3-uc010ujb.1	C15orf44	No driver	16
brca	uc002msm.2-uc010dyi.1	ZNF823	No driver	11
brca	uc001apd.2-uc001apf.2	RERE	No driver	16
brca	uc011leg.1-uc003xul.2	ASPH	No driver	11
brca	uc001cbb.3-uc001cbc.1	ZC3H12A	No driver	15
brca	uc003iif.2-uc003iid.2	SCOC	No driver	9
brca	uc001tdz.2-uc009ztb.1	VEZT	No driver	14
brca	uc003uzw.2-uc011kkw.1	POLR2J3	No driver	11
brca	uc001rzo.1-uc001rzp.1	GRASP	No driver	16
brca	uc003ldf.2-uc003lde.2	HSPA9	No driver	16
brca	uc004blh.2-uc004bli.2	STOM	No driver	15
brca	uc003nej.2-uc003nei.2	TDP2	No driver	16
brca	uc001wss.2-uc001wst.2	PPP2R3C	No driver	14
brca	uc002bbt.2-uc010bkq.1	ETFA	No driver	16
brca	uc010rlx.1-uc001ntq.1	MTA2	No driver	16
brca	uc009wan.2-uc001dca.2	AK3L1	No driver	12
brca	uc001zxt.2-uc001zxu.2	ATP8B4	No driver	16
brca	uc003bpz.1-uc011ast.1	SUMF1	No driver	15
brca	uc002fdb.2-uc002fdc.2	MLKL	No driver	15
brca	uc003caf.2-uc010hep.2	HACL1	No driver	11
brca	uc001xip.2-uc001xis.2	FUT8	No driver	15
brca	uc001xxt.2-uc001xxx.1	C14orf143	No driver	15
brca	uc001ftg.2-uc001fth.2	IFI16	No driver	15
brca	uc003efk.2-uc010hrj.2	DTX3L	No driver	15
brca	uc002rpa.1-uc010ynd.1	FAM98A	No driver	14
brca	uc002iej.2-uc002iei.3	MPP3	No driver	12
brca	uc003jdx.1-uc010itl.1	PAPD7	No driver	15
brca	uc001jrr.3-uc001jru.3	SLC29A3	No driver	14
brca	uc003bqg.2-uc011asy.1	ARL8B	No driver	14
brca	uc002ezm.2-uc002ezl.2	VAC14	No driver	13
brca	uc010vhd.1-uc002eia.3	MMP2	No driver	12
brca	uc002wfw.3-uc010zpu.1	STK35	No driver	14
brca	uc004eof.1-uc004eog.1	NXT2	No driver	14
brca	uc001opc.2-uc001opd.2	ORAOV1	No driver	13
brca	uc001gcs.2-uc001gct.2	PBX1	No driver	13
brca	uc010twn.1-uc001yan.2	SLC24A4	No driver	5
brca	uc001eol.1-uc001eom.1	CD160	No driver	15
brca	uc003lwz.2-uc003lwy.2	ADAM19	No driver	15
brca	uc002eyv.2-uc010vma.1	DDX19A	No driver	15
brca	uc001jpb.2-uc001jpd.2	VPS26A	No driver	14
brca	uc002xbk.2-uc010zuq.1	TRPC4AP	No driver	13
brca	uc001qoo.2-uc010sfd.1	NCAPD2	No driver	15
brca	uc003mae.3-uc010jjk.2	CCDC99	No driver	10
brca	uc002wmh.1-uc010zra.1	TRMT6	No driver	15
brca	uc003srh.2-uc003sri.2	RPA3	No driver	15
brca	uc002fii.2-uc010vof.1	USP10	No driver	15
brca	uc003wnn.2-uc003wnr.2	PTPRN2	No driver	13
brca	uc010ezq.2-uc002rny.2	MEMO1	No driver	10
brca	uc001obx.2-uc001obw.2	ATG2A	No driver	14
brca	uc003kbz.3-uc011csd.1	MRPS27	No driver	15
brca	uc004cdj.2-uc011mdd.1	SURF4	No driver	15
brca	uc001nlt.3-uc001nlo.3	CTNND1	No driver	8
brca	uc002kqo.1-uc002kqp.1	IMPA2	No driver	15
brca	uc010zzh.1-uc002xxz.2	C20orf107	No driver	9
brca	uc001ncz.2-uc010rgv.1	KIAA0652	No driver	13
brca	uc002pcb.2-uc002pcc.2	RTN2	No driver	14
brca	uc002mrs.2-uc010dxz.2	CCDC151	No driver	7
brca	uc010ebg.1-uc002nhm.1	INSL3	No driver	10
brca	uc003olb.1-uc003ola.2	C6orf81	No driver	9
brca	uc001aez.2-uc001aew.2	MXRA8	No driver	14
brca	uc004azf.2-uc004azg.2	ALG2	No driver	14
brca	uc003kbs.3-uc003kbt.3	MCCC2	No driver	14
brca	uc001rrx.2-uc001rru.2	C12orf41	No driver	13
brca	uc001nkx.1-uc001nky.1	ZDHHC5	No driver	14
brca	uc003mhv.2-uc003mhw.2	FAM193B	No driver	6
brca	uc004anh.3-uc011lsx.1	HNRNPK	No driver	10
brca	uc010rfj.1-uc001mxh.2	TTC17	No driver	11
brca	uc001cxg.2-uc001cxe.2	SSBP3	No driver	9
brca	uc002bjz.3-uc010bmt.1	ADAMTSL3	No driver	14
brca	uc003xbt.2-uc011kzj.1	PPP3CC	No driver	9
brca	uc002skk.2-uc010yrp.1	MTHFD2	No driver	14
brca	uc002vny.2-uc010fwy.1	CUL3	No driver	14
brca	uc004awc.2-uc004awd.2	SLC35D2	No driver	11
brca	uc001gis.2-uc001git.2	FASLG	No driver	14
brca	uc009wco.2-uc010osb.1	DDAH1	No driver	14
brca	uc001eoc.1-uc001eod.1	PIAS3	No driver	14
brca	uc001mrl.2-uc009yii.2	LIN7C	No driver	13
brca	uc003wid.2-uc003wie.2	KCNH2	No driver	11
brca	uc002mby.2-uc010xin.1	PTPRS	No driver	11
brca	uc010axa.2-uc010tyk.1	AKT1	Interaction between drivers	9
brca	uc003zwi.2-uc003zwk.2	STOML2	No driver	14
brca	uc001mqb.2-uc010rdn.1	PRMT3	No driver	13
brca	uc010pvb.1-uc010puz.1	TP53BP2	No driver	14
brca	uc010rfo.1-uc001mya.2	EXT2	No driver	10
brca	uc001nqn.2-uc001nqo.2	SLC15A3	No driver	14
brca	uc001aof.2-uc010nzu.1	DNAJC11	No driver	12
brca	uc003gcp.2-uc003gcr.1	LOC100130872	No driver	14
brca	uc003dip.1-uc003diq.2	ASB14	No driver	14
brca	uc003epr.2-uc003epq.2	CDV3	No driver	13
brca	uc002xty.2-uc010ghy.2	CSE1L	No driver	11
brca	uc001ouw.2-uc001oux.2	PPME1	No driver	14
brca	uc003zal.3-uc003zak.3	PARP10	No driver	7
brca	uc003xps.2-uc003xpu.2	FNTA	No driver	14
brca	uc011ktj.1-uc003wdi.1	FAM115C	No driver	5
brca	uc003lvc.2-uc011dda.1	FAM114A2	No driver	12
brca	uc002mnb.1-uc002mmz.1	PPAN	No driver	8
brca	uc010zrz.1-uc002wqp.3	C20orf12	No driver	6
brca	uc002xtw.1-uc002xtv.1	PREX1	No driver	13
brca	uc010pwa.1-uc001htu.2	GALNT2	No driver	14
brca	uc011dbf.1-uc003llp.2	PCDH1	No driver	8
brca	uc001wso.2-uc010tpq.1	SRP54	No driver	12
brca	uc002eiy.2-uc002eiw.2	AMFR	No driver	13
brca	uc002oig.3-uc002oif.3	CATSPERG	No driver	11
brca	uc002bjm.2-uc010uoo.1	C15orf40	No driver	14
brca	uc002leb.2-uc002ldz.2	MYO5B	No driver	13
brca	uc001xxj.2-uc010atj.2	TTC8	No driver	13
brca	uc001wmd.2-uc001wmb.3	DCAF11	No driver	10
brca	uc001zql.2-uc001zqj.2	CDAN1	No driver	14
brca	uc002wxp.2-uc010ztu.1	POFUT1	No driver	12
brca	uc001hnl.2-uc001hnm.2	MIA3	No driver	13
brca	uc002ssc.2-uc002ssb.2	RGPD1	No driver	11
brca	uc004chf.1-uc011mdv.1	DNLZ	No driver	12
brca	uc002zir.1-uc002zio.1	MCM3AP	No driver	12
brca	uc002tpi.1-uc002tpg.1	WDR33	No driver	13
brca	uc001sky.2-uc001skw.2	PAN2	No driver	13
brca	uc003kqw.3-uc010jch.2	PGGT1B	No driver	11
brca	uc001eai.1-uc009wfz.1	CEPT1	No driver	12
brca	uc001tao.2-uc001tap.2	C12orf29	No driver	12
brca	uc001rhk.3-uc001rhj.3	C12orf11	No driver	10
brca	uc001vrf.2-uc001vrg.2	ING1	No driver	10
brca	uc003ilf.2-uc003ili.2	ARHGAP10	Interaction with driver	13
brca	uc003bcu.2-uc003bcv.2	POLDIP3	No driver	7
brca	uc002nas.2-uc002nar.2	BRD4	No driver	13
brca	uc003cbn.2-uc011awg.1	RAB5A	No driver	13
brca	uc011bhy.1-uc003dzo.2	GTPBP8	No driver	7
brca	uc003cfp.2-uc011axp.1	FBXL2	Interaction with driver	13
brca	uc002zmw.2-uc002zna.2	BCL2L13	No driver	13
brca	uc010ecx.2-uc010ecy.2	ZNF257	No driver	13
brca	uc001mdi.2-uc010raj.1	TRIM3	No driver	12
brca	uc002hyl.1-uc002hym.1	CNP	No driver	13
brca	uc001xui.2-uc001xuj.2	ADCK1	No driver	7
brca	uc001ujx.1-uc001ujt.2	EP400NL	No driver	7
brca	uc001qca.2-uc010sbf.1	EI24	No driver	13
brca	uc010tyn.1-uc001yqi.2	NUDT14	No driver	13
brca	uc001yac.3-uc010twl.1	ATXN3	No driver	6
brca	uc010lqg.1-uc011kvm.1	GALNT11	No driver	13
brca	uc003tkb.2-uc003tkd.2	AEBP1	No driver	13
brca	uc001yaz.1-uc001yba.1	GOLGA5	No driver	13
brca	uc001caz.2-uc001cba.1	GRIK3	No driver	13
brca	uc002fhi.2-uc002fhh.2	MBTPS1	No driver	12
brca	uc002bpv.2-uc002bpy.2	FES	No driver	8
brca	uc001ztp.2-uc001ztq.2	CASC4	No driver	13
brca	uc001jlo.2-uc010qij.1	TMEM26	No driver	12
brca	uc002vsg.1-uc010fxy.1	COPS7B	No driver	9
brca	uc001xnm.2-uc001xnl.2	ZFYVE1	No driver	13
brca	uc003kff.1-uc011csz.1	WDR41	No driver	13
brca	uc001gku.1-uc009wwv.2	RFWD2	No driver	9
brca	uc010qgy.1-uc001jij.2	AGAP8	No driver	5
brca	uc002boq.3-uc002bos.3	AP3S2	No driver	7
brca	uc003cyg.2-uc003cyh.2	RBM5	No driver	13
brca	uc011bam.1-uc010hjl.2	PRSS45	No driver	7
brca	uc003ewu.1-uc011bnq.1	HPS3	No driver	13
brca	uc011dqi.1-uc003ocg.2	TAP1	No driver	13
brca	uc002kat.3-uc010dic.2	NPLOC4	No driver	13
brca	uc003obp.3-uc011dqc.1	HLA-DRB1	No driver	12
brca	uc002rqg.2-uc002rqh.2	QPCT	No driver	12
brca	uc003dna.3-uc010hob.2	SUCLG2	No driver	13
brca	uc001vrn.2-uc001vrp.1	ANKRD10	No driver	5
brca	uc003jqf.2-uc010ivx.2	SLC38A9	No driver	6
brca	uc001jvp.1-uc001jvr.1	CAMK2G	No driver	8
brca	uc001ljb.3-uc001ljd.3	BCCIP	No driver	10
brca	uc002muh.1-uc002muf.1	DHPS	No driver	11
brca	uc009wtt.2-uc010pjv.1	F11R	Interaction with driver	10
brca	uc001rew.2-uc009zir.2	PYROXD1	No driver	11
brca	uc003mxn.2-uc003mxo.2	RIOK1	No driver	12
brca	uc002xto.2-uc010zyd.1	SULF2	No driver	12
brca	uc001dib.3-uc001dif.1	NEXN	No driver	9
brca	uc003vej.2-uc011klz.1	BCAP29	No driver	8
brca	uc009zlk.2-uc001rvc.3	NCKAP5L	No driver	12
brca	uc001juc.2-uc001jud.2	ZMYND17	No driver	6
brca	uc001sws.2-uc009zru.1	TMEM19	No driver	12
brca	uc001fyv.2-uc001fyx.2	NDUFS2	No driver	12
brca	uc002ate.2-uc002atb.1	THSD4	No driver	12
brca	uc003dcn.2-uc010hly.2	ABHD14B	No driver	12
brca	uc003okh.1-uc003okg.1	SCUBE3	No driver	8
brca	uc001aer.3-uc002quu.2	DVL1	No driver	12
brca	uc010pqp.1-uc010pqq.1	SOX13	No driver	12
brca	uc010qcb.1-uc001ioc.1	ITGA8	No driver	12
brca	uc004byf.1-uc011mbt.1	ASB6	No driver	10
brca	uc002xfv.2-uc002xfu.2	SLA2	No driver	8
brca	uc010zvi.1-uc002xdb.1	SPAG4	No driver	11
brca	uc001exr.2-uc010pcw.1	PI4KB	No driver	12
brca	uc002xvl.2-uc010zys.1	PTPN1	No driver	12
brca	uc002jvw.2-uc010wtv.1	CYTH1	No driver	11
brca	uc002nbc.2-uc002nbb.3	WIZ	No driver	7
brca	uc003axx.2-uc003axy.2	SMCR7L	No driver	10
brca	uc001obh.2-uc001obg.2	MAP4K2	No driver	12
brca	uc002boz.2-uc002bpa.2	SEMA4B	No driver	10
brca	uc010xfo.1-uc010xfn.1	LOC100130522	No driver	6
brca	uc002jhc.2-uc010dex.1	ARSG	No driver	6
brca	uc004epc.1-uc011msu.1	CAPN6	No driver	12
brca	uc001knf.2-uc001kne.2	RRP12	No driver	12
brca	uc001tyq.3-uc001typ.3	RNF10	No driver	12
brca	uc002ygp.3-uc011abi.1	LIME1	No driver	11
brca	uc001leh.1-uc001lej.1	TIAL1	No driver	11
brca	uc001ufw.1-uc001ufy.1	CCDC92	No driver	11
brca	uc002tfk.2-uc010fju.2	MALL	No driver	12
brca	uc003dzb.3-uc003dza.3	BTLA	No driver	9
brca	uc003zis.2-uc010mhl.1	RCL1	No driver	12
brca	uc003ewy.3-uc003eww.3	CP	No driver	7
brca	uc002iin.2-uc002iiq.2	FMNL1	Interaction with driver	6
brca	uc001kvl.1-uc001kvk.2	FBXL15	No driver	12
brca	uc003ung.1-uc011kib.1	COL1A2	No driver	12
brca	uc003ykz.3-uc011lhl.1	ATP6V1C1	No driver	12
brca	uc004bxc.2-uc004bxf.2	DOLPP1	No driver	12
brca	uc004cyv.3-uc004cyu.3	PHKA2	No driver	10
brca	uc003xkt.3-uc011lbk.1	ASH2L	No driver	11
brca	uc001gos.1-uc001goq.1	MR1	No driver	11
brca	uc002wdc.2-uc002wde.1	C20orf96	No driver	8
brca	uc010wha.1-uc002ibm.3	CNTD1	No driver	12
brca	uc001odb.2-uc009yqc.2	SYVN1	No driver	10
brca	uc002eyo.2-uc010vlx.1	DDX19B	No driver	6
brca	uc001rdc.3-uc001rdd.3	STRAP	No driver	12
brca	uc001iyw.3-uc001iyv.3	CCNY	No driver	10
brca	uc003efw.3-uc010hrm.2	DIRC2	No driver	12
brca	uc001dyb.1-uc001dye.1	AMPD2	No driver	11
brca	uc003djj.2-uc003djm.2	FLNB	No driver	9
brca	uc003swc.2-uc011jyz.1	GPNMB	No driver	6
brca	uc002uwh.2-uc002uwj.2	PPIL3	No driver	9
brca	uc002fts.2-uc002ftu.2	DPH1	No driver	5
brca	uc003fkr.2-uc011bqk.1	FXR1	No driver	5
brca	uc001hxq.2-uc009xge.2	GPR137B	No driver	11
brca	uc001bbo.2-uc001bbn.2	KIAA0090	No driver	7
brca	uc002gre.2-uc002grg.2	NT5M	No driver	5
brca	uc002eoq.2-uc002eop.1	BEAN	No driver	10
brca	uc010thw.1-uc001vjx.1	LMO7	No driver	11
brca	uc002fib.2-uc002fic.2	KIAA1609	No driver	11
brca	uc001zub.3-uc010uej.1	PATL2	No driver	7
brca	uc011lab.1-uc003xdz.2	ADAMDEC1	No driver	8
brca	uc001ljg.1-uc001lje.1	DHX32	No driver	11
brca	uc002xoh.1-uc010zxb.1	PIGT	No driver	5
brca	uc001whm.1-uc001whn.1	PRMT5	No driver	11
brca	uc001wuz.3-uc001wuy.3	CTAGE5	No driver	6
brca	uc001cgn.1-uc009vwf.1	SLFNL1	No driver	6
brca	uc003ccg.2-uc010hfc.2	UBE2E2	Interaction with driver	11
brca	uc003xwt.2-uc003xwu.2	SGK3	No driver	9
brca	uc001dah.3-uc001daf.3	KANK4	No driver	10
brca	uc003fle.2-uc003flf.2	MCCC1	No driver	10
brca	uc003nqh.2-uc011dmk.1	GNL1	No driver	11
brca	uc002mgh.2-uc002mgj.1	ARHGEF18	No driver	10
brca	uc001vcq.2-uc001vcn.2	FNDC3A	No driver	7
brca	uc001kzc.3-uc001kzb.2	SMNDC1	No driver	10
brca	uc011drk.1-uc003oey.2	ITPR3	No driver	11
brca	uc002iud.2-uc010dbz.2	TOM1L1	No driver	8
brca	uc002ews.3-uc010cfi.2	CIRH1A	No driver	11
brca	uc001hok.2-uc010pvd.1	NVL	No driver	8
brca	uc001ffk.2-uc001ffj.2	ADAR	No driver	11
brca	uc002mdc.2-uc002mdd.2	DUS3L	No driver	6
brca	uc003gav.2-uc003gat.2	MYL5	No driver	11
brca	uc002fhd.2-uc002fhe.2	NECAB2	No driver	9
brca	uc001gdh.1-uc010pkz.1	ALDH9A1	No driver	11
brca	uc003syy.2-uc003syx.2	HOXA11	No driver	7
brca	uc001osk.2-uc010rqy.1	CLPB	No driver	5
brca	uc002bpg.1-uc002bpf.1	NGRN	No driver	11
brca	uc003vtt.2-uc003vtu.2	DGKI	No driver	6
brca	uc001bvn.2-uc001bvm.2	ZBTB8A	No driver	11
brca	uc001kzu.2-uc010qrj.1	ACSL5	No driver	8
brca	uc003lac.1-uc011cxv.1	TXNDC15	No driver	10
brca	uc001vqt.1-uc001vqu.1	MYO16	No driver	9
brca	uc001jvk.2-uc010qks.1	NDST2	No driver	9
brca	uc003vrk.2-uc011kpq.1	EXOC4	No driver	9
brca	uc001gqt.3-uc001gqu.3	TSEN15	No driver	11
brca	uc011mre.1-uc004egn.2	XKRX	No driver	6
brca	uc002jyg.1-uc002jyf.2	?	No driver	11
brca	uc003lrl.2-uc011dcd.1	CSF1R	No driver	10
brca	uc002jyt.1-uc002jyu.1	RPTOR	No driver	11
brca	uc002yms.2-uc002ymu.2	RWDD2B	No driver	10
brca	uc001hqw.1-uc009xet.1	ZNF678	No driver	11
brca	uc003dga.3-uc003dgb.3	MUSTN1	No driver	11
brca	uc004dyw.1-uc004dyv.1	IL2RG	Interaction with driver	9
brca	uc001nei.2-uc010rhg.1	ACP2	No driver	6
brca	uc002bld.2-uc010upb.1	ZNF592	No driver	10
brca	uc002dfl.1-uc010bvz.1	ARL6IP1	No driver	11
brca	uc003ajk.1-uc010gwe.1	SMTN	No driver	10
brca	uc001pyo.2-uc009zbc.2	HSPA8	No driver	11
brca	uc001gfz.1-uc001gga.1	C1orf114	No driver	6
brca	uc001vpb.2-uc010agb.2	ITGBL1	No driver	7
brca	uc003gww.3-uc011bza.1	GUF1	No driver	11
brca	uc002sky.2-uc002skt.1	DCTN1	Interaction with driver	11
brca	uc003yqr.2-uc003yqq.2	FBXO32	No driver	11
brca	uc001gjf.3-uc009wwg.2	CENPL	No driver	9
brca	uc003nhp.2-uc011dke.1	BTN3A2	No driver	8
brca	uc002hgr.2-uc010cst.2	UTP6	No driver	10
brca	uc001qbt.2-uc010sax.1	TMEM218	No driver	9
brca	uc002eth.2-uc010cej.2	FAM65A	No driver	7
brca	uc002nsj.2-uc002nsk.2	C19orf12	No driver	9
brca	uc002hbe.1-uc010crl.1	SARM1	No driver	7
brca	uc003puc.2-uc003pud.2	DDO	No driver	9
brca	uc003imz.2-uc011cij.1	ARFIP1	No driver	6
brca	uc002eyy.2-uc002eyz.2	FUK	No driver	9
brca	uc001mnp.2-uc009yhe.2	TPH1	No driver	6
brca	uc001lyv.2-uc009yeg.2	STIM1	No driver	10
brca	uc001aib.1-uc009vkm.1	SLC35E2	No driver	5
brca	uc001axl.3-uc010obq.1	ZBTB17	No driver	7
brca	uc002hrg.2-uc002hri.2	PLXDC1	No driver	7
brca	uc003opl.2-uc010jxf.2	APOBEC2	No driver	6
brca	uc001kvv.2-uc010qqo.1	ACTR1A	No driver	9
brca	uc002fbm.1-uc010vml.1	KIAA0174	No driver	10
brca	uc001pdg.2-uc009yvz.2	CHORDC1	No driver	10
brca	uc001grl.2-uc001grj.2	IVNS1ABP	No driver	9
brca	uc002mss.2-uc002msr.2	ZNF439	No driver	9
brca	uc003kqj.3-uc003kql.3	MCC	No driver	10
brca	uc002lqe.2-uc010drw.1	MED16	No driver	8
brca	uc002jmw.1-uc010dga.1	ARMC7	No driver	5
brca	uc009xaf.2-uc001gye.2	SYT2	No driver	5
brca	uc002hne.2-uc002hnf.2	MRM1	No driver	10
brca	uc001zpc.2-uc001zpb.2	VPS39	No driver	9
brca	uc002nhn.3-uc010ebh.2	JAK3	Interaction between drivers	10
brca	uc002xbt.2-uc010zuw.1	PROCR	No driver	10
brca	uc001tws.2-uc001twt.2	VSIG10	No driver	10
brca	uc003nyn.1-uc011dov.1	SKIV2L	No driver	10
brca	uc001sow.1-uc001sox.1	DTX3	No driver	8
brca	uc004cfv.3-uc010nat.2	MRPS2	No driver	10
brca	uc002nfe.2-uc002nff.2	HAUS8	No driver	8
brca	uc010ebx.2-uc002nkj.2	LASS1	No driver	9
brca	uc010lyz.2-uc010lyy.1	C8orf34	No driver	8
brca	uc002kdu.2-uc002kdv.1	FASN	No driver	10
brca	uc002hfu.2-uc002hfv.2	C17orf42	No driver	10
brca	uc003xlc.2-uc003xld.2	DDHD2	No driver	8
brca	uc003snr.2-uc010kst.2	LOC389458	No driver	6
brca	uc010ggi.2-uc002xkg.2	PTPRT	No driver	10
brca	uc003hya.2-uc010ilt.1	NPNT	No driver	10
brca	uc002efx.2-uc002efw.2	HEATR3	No driver	10
brca	uc001gti.3-uc009wyx.2	CFH	No driver	8
brca	uc001wyi.2-uc001wym.2	NIN	No driver	5
brca	uc003yjw.2-uc011lhg.1	YWHAZ	No driver	10
brca	uc002lus.2-uc002luq.1	MKNK2	No driver	6
brca	uc001gwx.2-uc001gwu.2	NAV1	No driver	10
brca	uc002lwm.2-uc002lwl.2	ZNF554	No driver	10
brca	uc010vtp.1-uc002gew.2	ACADVL	No driver	6
brca	uc004eng.2-uc004enf.2	TSC22D3	No driver	10
brca	uc004cuy.2-uc004cux.2	MSL3	No driver	7
brca	uc003xry.2-uc011ldx.1	LYPLA1	No driver	5
brca	uc002ddd.2-uc010uzo.1	NTAN1	No driver	9
brca	uc010cho.2-uc002fix.2	KIAA0182	No driver	7
brca	uc001uxn.2-uc010tfb.1	SLC25A15	No driver	10
brca	uc002yxx.1-uc002yxw.1	LCA5L	No driver	7
brca	uc002lvy.2-uc010dtc.1	LMNB2	No driver	10
brca	uc003etf.3-uc011bmv.1	COPB2	No driver	10
brca	uc001sxs.2-uc009zsb.1	GLIPR1	No driver	10
brca	uc003kdh.1-uc003kdi.1	GFM2	No driver	8
brca	uc003jez.3-uc011cmw.1	DAP	No driver	10
brca	uc003kxq.1-uc011cxg.1	CCNI2	No driver	6
brca	uc011dbx.1-uc003loq.1	JAKMIP2	No driver	5
brca	uc003dwc.2-uc003dwa.2	CBLB	Interaction between drivers	8
brca	uc002tux.1-uc010fnj.1	DARS	No driver	10
brca	uc003ncb.2-uc011djc.1	CAP2	No driver	5
brca	uc010ppn.1-uc009wzl.1	KIF21B	No driver	10
brca	uc001zmy.2-uc001zmz.2	PPP1R14D	No driver	5
brca	uc001fpl.2-uc001fpm.2	GPATCH4	No driver	10
brca	uc002ldc.2-uc002lde.3	KIAA0427	No driver	8
brca	uc010xcp.1-uc002lbl.1	SIGLEC15	No driver	10
brca	uc003lhr.1-uc003lhs.2	PCDHA8	No driver	5
brca	uc003qjk.1-uc003qjj.2	ADAT2	No driver	9
brca	uc001wsk.2-uc001wsl.2	BAZ1A	No driver	9
brca	uc002chv.1-uc002cia.1	C16orf13	No driver	9
brca	uc002ryo.2-uc010yox.1	MTIF2	No driver	9
brca	uc002abh.2-uc010ufz.1	SCG3	No driver	6
brca	uc001xuc.1-uc001xud.1	ALKBH1	No driver	9
brca	uc002isl.2-uc002isn.2	ABCC3	No driver	9
brca	uc001hny.3-uc001hnz.2	SUSD4	No driver	9
brca	uc002zdk.2-uc002zdl.2	RRP1B	No driver	9
brca	uc001gdt.1-uc010plf.1	POGK	No driver	9
brca	uc002rji.2-uc010eyw.2	CAD	No driver	9
brca	uc002tdm.2-uc002tdo.2	UXS1	No driver	9
brca	uc003bcz.2-uc010gzc.1	CYB5R3	No driver	7
brca	uc001ikw.3-uc009xix.2	ECHDC3	No driver	9
brca	uc002jfh.2-uc002jfi.2	AXIN2	No driver	9
brca	uc001wpm.2-uc001wpj.2	SDR39U1	No driver	7
brca	uc010zqz.1-uc002wmg.2	CHGB	No driver	5
brca	uc001fmg.2-uc010pgq.1	SYT11	No driver	8
brca	uc003puk.1-uc011eba.1	AMD1	No driver	7
brca	uc004fel.2-uc004fek.2	CD99L2	No driver	6
brca	uc003mtm.2-uc003mtn.2	FOXF2	No driver	9
brca	uc002ixu.3-uc010woj.1	TMEM49	No driver	9
brca	uc010dtl.1-uc002lxz.2	C19orf28	No driver	6
brca	uc001tbm.2-uc001tbn.2	LUM	Driver	9
brca	uc003gqx.2-uc003gqv.2	DHX15	Interaction with driver	5
brca	uc003zxw.2-uc003zxx.1	GBA2	No driver	9
brca	uc001dgj.2-uc001dgm.2	CRYZ	No driver	7
brca	uc001cfb.2-uc010ojf.1	PPT1	No driver	8
brca	uc002kls.2-uc002klr.2	MYL12A	No driver	9
brca	uc004aur.2-uc011luh.1	HIATL1	No driver	9
brca	uc002kbf.2-uc002kbe.2	ARL16	No driver	9
brca	uc001fnt.2-uc001fns.1	BGLAP	No driver	6
brca	uc010cig.1-uc002fmr.1	ACSF3	No driver	9
brca	uc004elj.2-uc010nox.2	PLP1	No driver	6
brca	uc003woy.2-uc003wpa.2	FBXO25	No driver	8
brca	uc004duh.1-uc004dui.3	FAM104B	No driver	9
brca	uc003nrg.3-uc003nrf.3	MDC1	Interaction between drivers	9
brca	uc002lwp.1-uc002lwq.2	ZNF556	No driver	5
brca	uc001hza.2-uc001hzc.2	OPN3	No driver	9
brca	uc010pnq.1-uc010pnr.1	STX6	No driver	6
brca	uc003opx.2-uc011dud.1	TREML1	Interaction with driver	6
brca	uc003ikd.2-uc011cic.1	SMAD1	No driver	9
brca	uc002sze.2-uc010fil.2	MGAT4A	No driver	5
brca	uc002gez.1-uc010vtr.1	DVL2	No driver	9
brca	uc001gyo.1-uc001gym.1	KLHL12	No driver	9
brca	uc003lzx.2-uc011deo.1	RARS	No driver	9
brca	uc001ajm.1-uc010nza.1	PANK4	No driver	9
brca	uc002rhp.1-uc010ylc.1	C2orf18	No driver	9
brca	uc002dgh.2-uc002dgi.2	GDE1	No driver	9
brca	uc004fii.2-uc011mzd.1	PLXNB3	No driver	9
brca	uc001kum.2-uc009xxa.2	PPRC1	No driver	9
brca	uc002pji.2-uc002pjj.3	CYTH2	No driver	9
brca	uc002uvq.3-uc010zhc.1	SPATS2L	No driver	5
brca	uc002gsr.1-uc002gsq.1	FLII	Interaction with driver	8
brca	uc011mjp.1-uc010nfq.2	YY2	No driver	9
brca	uc001qsr.2-uc001qst.2	CLSTN3	No driver	9
brca	uc004brb.1-uc004brg.1	LRSAM1	No driver	6
brca	uc003woe.3-uc010lqv.2	WDR60	No driver	8
brca	uc003pja.3-uc011dyt.1	ELOVL4	No driver	9
brca	uc001fyq.1-uc001fyo.1	B4GALT3	No driver	9
brca	uc003bkr.2-uc010hax.2	MAPK11	No driver	9
brca	uc010cxr.2-uc010wfw.1	KLHL10	No driver	5
brca	uc002slg.2-uc010yrs.1	INO80B	No driver	6
brca	uc002dya.1-uc002dxz.1	ZNF48	No driver	7
brca	uc004eay.3-uc010nll.2	PHKA1	No driver	7
brca	uc003pnm.2-uc010kcg.2	LYRM2	No driver	9
brca	uc003gtb.2-uc003gtd.2	TBC1D1	No driver	6
brca	uc003jqx.2-uc003jqy.2	C5orf35	No driver	9
brca	uc003lzb.2-uc011del.1	CCNG1	No driver	9
brca	uc004asl.1-uc004ask.1	IPPK	No driver	9
brca	uc001vtm.1-uc010tka.1	LAMP1	No driver	9
brca	uc001twr.2-uc010sza.1	WSB2	No driver	6
