GeneId	Symbol	Normal_transcript	Tumor_transcript	MS	M	S	N	p.me
100008586	GAGE12F	None	None	0	0	0	3598	1
100009676	LOC100009676	None	None	0	1	0	3597	1
10000	AKT3	uc001iab.1	uc001hzz.1	0	29	0	3569	1
10001	MED6	uc001xmf.2	uc010tti.1	0	9	2	3587	0.995002783957912
10001	MED6	uc001xmf.2	uc010tth.1	0	9	0	3589	1
10002	NR2E3	None	None	0	6	0	3592	1
100033413	SNORD116-1	None	None	0	0	0	3598	1
100033414	SNORD116-2	None	None	0	0	0	3598	1
100033415	SNORD116-3	None	None	0	0	0	3598	1
100033416	SNORD116-4	uc001yxh.1	uc001yxj.1	0	0	1	3597	1
100033416	SNORD116-4	uc001yxh.1	uc001yxm.1	0	0	1	3597	1
100033417	SNORD116-5	None	None	0	0	0	3598	1
100033420	SNORD116-8	None	None	0	0	0	3598	1
100033422	SNORD116-10	None	None	0	0	0	3598	1
100033423	SNORD116-11	None	None	0	0	0	3598	1
100033424	SNORD116-12	None	None	0	0	0	3598	1
100033425	SNORD116-13	None	None	0	0	0	3598	1
100033426	SNORD116-14	None	None	0	0	0	3598	1
100033427	SNORD116-15	None	None	0	0	0	3598	1
100033428	SNORD116-16	None	None	0	0	0	3598	1
100033430	SNORD116-18	None	None	0	0	0	3598	1
100033431	SNORD116-20	None	None	0	0	0	3598	1
100033433	SNORD116-22	None	None	0	0	0	3598	1
100033434	SNORD116-23	None	None	0	0	0	3598	1
100033435	SNORD116-24	None	None	0	0	0	3598	1
100033436	SNORD116-25	None	None	0	0	0	3598	1
100033437	SNORD115-2	None	None	0	0	0	3598	1
100033438	SNORD116-26	None	None	0	0	0	3598	1
100033439	SNORD116-27	None	None	0	0	0	3598	1
100033440	SNORD115-3	None	None	0	0	0	3598	1
100033441	SNORD115-4	None	None	0	0	0	3598	1
100033442	SNORD115-5	None	None	0	0	0	3598	1
100033443	SNORD115-6	None	None	0	0	0	3598	1
100033444	SNORD115-7	None	None	0	0	0	3598	1
100033445	SNORD115-8	None	None	0	0	0	3598	1
100033446	SNORD115-9	None	None	0	0	0	3598	1
100033447	SNORD115-10	None	None	0	0	0	3598	1
100033448	SNORD115-11	None	None	0	0	0	3598	1
100033450	SNORD115-13	None	None	0	0	0	3598	1
100033451	SNORD115-14	None	None	0	0	0	3598	1
100033454	SNORD115-16	None	None	0	0	0	3598	1
100033455	SNORD115-17	None	None	0	0	0	3598	1
100033460	SNORD115-20	None	None	0	0	0	3598	1
100033799	SNORD115-22	None	None	0	0	0	3598	1
100033801	SNORD115-25	None	None	0	0	0	3598	1
100033802	SNORD115-26	None	None	0	0	0	3598	1
100033804	SNORD115-30	None	None	0	0	0	3598	1
100033805	SNORD115-31	None	None	0	0	0	3598	1
100033806	SNORD115-32	None	None	0	0	0	3598	1
100033807	SNORD115-33	None	None	0	0	0	3598	1
100033809	SNORD115-35	None	None	0	0	0	3598	1
100033811	SNORD115-37	None	None	0	0	0	3598	1
100033812	SNORD115-38	None	None	0	0	0	3598	1
100033813	SNORD115-39	None	None	0	0	0	3598	1
100033814	SNORD115-40	None	None	0	0	0	3598	1
100033815	SNORD115-41	None	None	0	0	0	3598	1
100033818	SNORD115-44	None	None	0	0	0	3598	1
100033820	SNORD116-28	None	None	0	0	0	3598	1
100033821	SNORD116-29	None	None	0	0	0	3598	1
100033822	SNORD115-48	None	None	0	0	0	3598	1
100036519	FOXD4L2	None	None	0	6	0	3592	1
100036563	HBII-52-24	None	None	0	0	0	3598	1
100036564	HBII-52-27	None	None	0	0	0	3598	1
100036565	HBII-52-28	None	None	0	0	0	3598	1
100036566	HBII-52-45	None	None	0	0	0	3598	1
100036567	HBII-52-46	None	None	0	0	0	3598	1
100037417	DDTL	uc011aji.1	uc002zyy.3	0	1	7	3590	0.998054474708171
100038246	TLX1NB	None	None	0	1	0	3597	1
10003	NAALAD2	uc001pdf.3	uc009yvx.2	0	50	2	3546	0.972396087592603
10003	NAALAD2	uc009yvx.2	uc009yvy.2	0	50	1	3547	0.986103390772652
10003	NAALAD2	uc001pdf.3	uc009yvy.2	0	50	1	3547	0.986103390772652
100048912	CDKN2BAS	uc010miz.2	uc010mix.1	0	0	1	3597	1
100049587	SIGLEC14	None	None	0	23	0	3575	1
10004	NAALADL1	uc001ocn.2	uc009ypz.2	0	28	3	3567	0.976828517459085
10004	NAALADL1	uc001ocn.2	uc010rnw.1	0	28	6	3564	0.954175206469915
10005	ACOT8	uc002xqc.1	uc010zxe.1	0	5	1	3592	0.998610339077265
10006	ABI1	uc001isz.2	uc001isy.2	0	13	12	3573	0.95743006695544
10006	ABI1	uc010qdk.1	uc010qdh.1	0	13	1	3584	0.99638688160089
10006	ABI1	uc001ita.2	uc001ite.2	0	13	3	3582	0.98919676924915
10006	ABI1	uc001ita.2	uc001isz.2	3	10	32	3553	0.999994954101395
10006	ABI1	uc001isz.2	uc001ita.2	0	13	23	3562	0.919883480756582
10006	ABI1	uc001ita.2	uc010qdh.1	0	13	2	3583	0.992785816974586
10006	ABI1	uc001isz.2	uc010qdi.1	0	13	0	3585	1
10006	ABI1	uc001ita.2	uc010qdg.1	0	13	34	3551	0.883700185106439
10006	ABI1	uc001isz.2	uc010qdj.1	0	13	1	3584	0.99638688160089
10006	ABI1	uc001isz.2	uc010qdk.1	0	13	2	3583	0.992785816974586
10006	ABI1	uc001isz.2	uc001itc.2	0	13	0	3585	1
10006	ABI1	uc001ita.2	uc010qdj.1	0	13	8	3577	0.971430500782167
10006	ABI1	uc010qdg.1	uc010qdh.1	0	13	1	3584	0.99638688160089
10006	ABI1	uc001itc.2	uc010qdg.1	0	13	1	3584	0.99638688160089
10006	ABI1	uc001isz.2	uc010qdg.1	0	13	18	3567	0.936778320208875
10006	ABI1	uc001isz.2	uc010qdh.1	1	12	5	3580	0.999820663676294
10006	ABI1	uc001itc.2	uc001ite.2	0	13	5	3580	0.982054577525677
10006	ABI1	uc001itc.2	uc001isy.2	0	13	1	3584	0.99638688160089
100073347	MIMT1	None	None	0	0	0	3598	1
10007	GNPDA1	uc010jgh.2	uc003lmh.3	0	6	71	3521	0.887215905358372
10008	KCNE3	uc001ovc.2	uc001ovd.2	0	4	2	3592	0.997777469736917
10008	KCNE3	uc001ovd.2	uc001ovc.2	0	4	1	3593	0.998888271261812
100093630	SNHG8	None	None	0	0	0	3598	1
10009	ZBTB33	None	None	0	26	0	3572	1
1000	CDH2	uc010xbn.1	uc002kwg.2	1	63	9	3525	0.987213769125531
1000	CDH2	uc002kwg.2	uc010xbn.1	0	64	2	3532	0.964736224044402
100101116	TTTY1B	None	None	0	0	0	3598	1
100101266	LOC100101266	None	None	0	0	0	3598	1
100101267	POM121C	uc003udk.3	uc010lde.1	0	29	0	3569	1
100101267	POM121C	uc003udl.1	uc010lde.1	0	29	1	3568	0.991939966648138
100101467	ZNF397OS	uc002kym.2	uc002kyo.1	0	10	2	3586	0.994448310408757
100101467	ZNF397OS	uc002kym.2	uc002kyn.1	0	10	1	3587	0.99722067815453
100101467	ZNF397OS	uc002kyl.2	uc002kyn.1	0	10	1	3587	0.99722067815453
100101467	ZNF397OS	uc002kym.2	uc010xce.1	1	9	3	3585	0.999958399077405
100101467	ZNF397OS	uc002kyl.2	uc002kyo.1	0	10	5	3583	0.986172777212742
100101490	PSIMCT-1	None	None	0	0	0	3598	1
100101629	GAGE8	None	None	0	15	0	3583	1
100101938	LOC100101938	None	None	0	0	0	3598	1
10010	TANK	uc002ubs.2	uc002ubr.1	0	16	10	3572	0.956356733425405
10010	TANK	uc002ubr.1	uc002ubs.2	0	16	1	3581	0.995553085047249
100113378	SNORD119	None	None	0	0	0	3598	1
100113379	SNORD121A	None	None	0	0	0	3598	1
100113380	SNORD125	None	None	0	0	0	3598	1
100113381	SNORD19B	None	None	0	0	0	3598	1
100113382	SNORD105B	None	None	0	0	0	3598	1
100113384	SNORD123	None	None	0	0	0	3598	1
100113385	SNORD121B	None	None	0	0	0	3598	1
100113386	UCKL1AS	None	None	0	1	0	3597	1
100113389	SNORD127	None	None	0	0	0	3598	1
100113390	SNORD124	None	None	0	0	0	3598	1
100113391	SNORD126	None	None	0	0	0	3598	1
100113392	SNORD11B	None	None	0	0	0	3598	1
100113393	SNORD12B	None	None	0	0	0	3598	1
100113402	SNORD111B	None	None	0	0	0	3598	1
100113407	TMEM170B	None	None	0	6	0	3592	1
10011	SRA1	uc003lfz.2	uc003lga.2	0	11	18	3569	0.946252629993093
100124412	FAM138E	None	None	0	0	0	3598	1
100124516	SNORD58C	None	None	0	0	0	3598	1
100124533	SCARNA27	None	None	0	0	0	3598	1
100124534	SNORA84	None	None	0	0	0	3598	1
100124535	SNORA36C	None	None	0	0	0	3598	1
100124536	SNORA38B	None	None	0	0	0	3598	1
100124537	SNORA70B	None	None	0	0	0	3598	1
100124538	SNORA70C	None	None	0	0	0	3598	1
100124539	SNORA11B	None	None	0	0	0	3598	1
100124540	SNORA11C	None	None	0	0	0	3598	1
100124541	SNORA11D	None	None	0	0	0	3598	1
100124542	SNORA11E	None	None	0	0	0	3598	1
100124692	LOC100124692	None	None	0	0	0	3598	1
100124700	HOTAIR	None	None	0	0	0	3598	1
100125288	ZGLP1	None	None	0	7	0	3591	1
100125556	LOC100125556	uc003eid.3	uc003eie.3	0	1	1	3596	0.999722067815453
100126270	ASFMR1	None	None	0	0	0	3598	1
100126780	SNAR-G1	None	None	0	0	0	3598	1
100126781	SNAR-F	None	None	0	0	0	3598	1
100126784	LOC100126784	None	None	0	4	0	3594	1
100126791	EGOT	None	None	0	0	0	3598	1
100126793	GHRLOS	uc011auc.1	uc011auk.1	0	0	1	3597	1
100126793	GHRLOS	uc011auk.1	uc011auh.1	0	0	1	3597	1
100126793	GHRLOS	uc011auh.1	uc011aui.1	0	0	1	3597	1
100126793	GHRLOS	uc010hdn.2	uc011aud.1	0	0	1	3597	1
100126793	GHRLOS	uc010hdn.2	uc011aue.1	0	0	2	3596	1
100126793	GHRLOS	uc011auk.1	uc011auj.1	0	0	2	3596	1
100126793	GHRLOS	uc011aty.1	uc011auk.1	0	0	1	3597	1
100126793	GHRLOS	uc010hdn.2	uc011auk.1	0	0	5	3593	1
100126793	GHRLOS	uc011auh.1	uc011auk.1	0	0	1	3597	1
100126793	GHRLOS	uc010hdn.2	uc011auj.1	0	0	5	3593	1
100126793	GHRLOS	uc011aui.1	uc011atw.1	0	0	1	3597	1
100126793	GHRLOS	uc011aue.1	uc011auk.1	0	0	2	3596	1
100126793	GHRLOS	uc011aud.1	uc010hdn.2	0	0	1	3597	1
100126793	GHRLOS	uc011aud.1	uc011aty.1	0	0	1	3597	1
100126793	GHRLOS	uc011aui.1	uc011auk.1	0	0	0	3598	1
100126793	GHRLOS	uc011aua.1	uc011aug.1	0	0	1	3597	1
100126793	GHRLOS	uc011auh.1	uc011auj.1	0	0	1	3597	1
100126793	GHRLOS	uc011aug.1	uc010hdn.2	0	0	1	3597	1
100126793	GHRLOS	uc011auk.1	uc010hdn.2	0	0	6	3592	1
100126793	GHRLOS	uc011aty.1	uc011auj.1	0	0	1	3597	1
100126793	GHRLOS	uc011aui.1	uc010hdn.2	0	0	1	3597	1
100126793	GHRLOS	uc011aua.1	uc011aue.1	0	0	1	3597	1
100126793	GHRLOS	uc010hdn.2	uc011auh.1	0	0	1	3597	1
100126793	GHRLOS	uc011auk.1	uc011aua.1	0	0	0	3598	1
100126799	SNAR-A2	None	None	0	0	0	3598	1
100127888	LOC100127888	None	None	0	1	0	3597	1
100127889	C10orf131	None	None	0	4	0	3594	1
100128023	LOC100128023	None	None	0	0	0	3598	1
100128076	LOC100128076	None	None	0	0	0	3598	1
100128124	HGC6.3	None	None	0	24	0	3574	1
100128164	LOC100128164	None	None	0	0	0	3598	1
100128191	LOC100128191	None	None	0	1	0	3597	1
100128239	LOC100128239	None	None	0	0	0	3598	1
100128285	DNM1P35	uc002bay.1	uc002baz.2	0	0	23	3575	1
100128285	DNM1P35	uc002baz.2	uc002bay.1	0	0	1	3597	1
100128288	LOC100128288	None	None	0	0	0	3598	1
100128292	LOC100128292	None	None	0	0	0	3598	1
100128327	BET3L	uc011ebh.1	uc003pwx.2	0	7	2	3589	0.996112194662867
100128327	BET3L	uc003pwx.2	uc003pww.2	0	7	17	3574	0.967364367125206
100128327	BET3L	uc003pww.2	uc011ebh.1	0	7	2	3589	0.996112194662867
100128327	BET3L	uc003pwx.2	uc011ebh.1	0	7	7	3584	0.986449315379343
100128327	BET3L	uc003pww.2	uc003pwx.2	0	7	14	3577	0.973056325888079
100128327	BET3L	uc011ebh.1	uc003pww.2	0	7	2	3589	0.996112194662867
100128378	C3orf74	None	None	0	2	0	3596	1
100128385	C9orf110	None	None	0	0	0	3598	1
100128542	LOC100128542	None	None	0	1	0	3597	1
100128553	CTAGE4	uc010lpc.2	uc010lpe.2	0	2	1	3595	0.999444135630906
100128554	LOC100128554	None	None	0	0	0	3598	1
100128569	C19orf71	None	None	0	5	0	3593	1
100128573	LOC100128573	None	None	0	0	0	3598	1
100128640	LOC100128640	None	None	0	0	0	3598	1
100128675	LOC100128675	None	None	0	1	0	3597	1
100128731	OST4	None	None	0	1	0	3597	1
100128782	C9orf130	uc004avs.2	uc004avr.2	0	0	0	3598	1
100128782	C9orf130	uc004avp.3	uc004avs.2	0	0	1	3597	1
100128782	C9orf130	uc004avs.2	uc004avp.3	0	0	6	3592	1
100128782	C9orf130	uc004avp.3	uc004avr.2	0	0	1	3597	1
100128788	LOC100128788	uc002cri.1	uc010uwg.1	0	0	6	3592	1
100128788	LOC100128788	uc010uwg.1	uc002cri.1	0	0	4	3594	1
100128811	LOC100128811	None	None	0	7	0	3591	1
100128822	LOC100128822	None	None	0	0	0	3598	1
100128842	LOC100128842	None	None	0	0	0	3598	1
100128927	ZBTB42	None	None	0	6	0	3592	1
100128977	LOC100128977	None	None	0	0	0	3598	1
100129034	LOC100129034	None	None	0	0	0	3598	1
100129055	LOC100129055	None	None	0	0	0	3598	1
100129066	LOC100129066	None	None	0	0	0	3598	1
100129075	C14orf33	uc001xbz.2	uc001xca.2	0	0	13	3585	1
100129075	C14orf33	uc010aop.2	uc001xca.2	0	0	1	3597	1
100129075	C14orf33	uc001xbz.2	uc010aop.2	0	0	1	3597	1
100129075	C14orf33	uc001xca.2	uc010aop.2	0	0	1	3597	1
100129128	KHDC1L	None	None	0	4	0	3594	1
100129239	CXorf51	None	None	0	2	0	3596	1
100129271	C1orf68	None	None	0	8	0	3590	1
100129354	NRADDP	None	None	0	0	0	3598	1
100129387	LOC100129387	uc001zyh.3	uc001zyj.2	0	0	8	3590	1
100129387	LOC100129387	uc001zyh.3	uc001zyi.2	0	0	16	3582	1
100129396	FAM106C	None	None	0	0	0	3598	1
100129405	MSTO2P	uc010pgo.1	uc010pgn.1	0	2	0	3596	1
100129405	MSTO2P	uc010pgp.1	uc010pgn.1	0	2	1	3595	0.999444135630906
100129424	RPL19P12	None	None	0	0	0	3598	1
100129482	ZNF37B	uc001jaa.3	uc001jac.3	0	0	8	3590	1
100129534	LOC100129534	None	None	0	0	0	3598	1
100129550	LOC100129550	None	None	0	0	0	3598	1
100129583	FAM47E	uc003hjv.2	uc003hjw.2	0	6	2	3590	0.996667131818669
100129583	FAM47E	uc003hjv.2	uc010ijf.2	0	6	0	3592	1
100129583	FAM47E	uc003hjv.2	uc003hjx.2	0	6	1	3591	0.998332406892718
100129583	FAM47E	uc003hjx.2	uc003hjv.2	0	6	15	3577	0.975228326615508
100129637	LOC100129637	uc002fkg.2	uc002fke.2	0	0	1	3597	1
100129716	LOC100129716	None	None	0	0	0	3598	1
100129726	LOC100129726	None	None	0	0	0	3598	1
100129792	CCDC152	uc003jmx.3	uc011cpr.1	0	6	6	3586	0.990029160317912
100129792	CCDC152	uc011cpr.1	uc003jmx.3	0	6	17	3575	0.971964421458388
100129842	ZNF737	None	None	0	33	0	3565	1
100129935	LOC100129935	None	None	0	0	0	3598	1
100130015	LOC100130015	uc002fql.2	uc010cjd.2	0	2	6	3590	0.996667131818668
100130017	FTLP10	None	None	0	1	0	3597	1
100130086	HSFX2	uc010nta.2	uc004fdl.2	0	0	2	3596	1
100130086	HSFX2	uc004fdl.2	uc010nta.2	0	0	8	3590	1
100130093	LOC100130093	uc001hqx.3	uc001hqy.3	0	7	4	3587	0.992237352267654
100130093	LOC100130093	uc001hqy.3	uc001hqx.3	0	7	3	3588	0.994173155351789
100130148	LOC100130148	None	None	0	0	0	3598	1
100130238	LOC100130238	None	None	0	0	0	3598	1
100130264	LOC100130264	None	None	0	0	0	3598	1
100130274	LOC100130274	None	None	0	3	0	3595	1
100130302	FAM48B1	None	None	0	35	0	3563	1
100130311	C17orf107	uc002fzl.3	uc010ckr.2	0	7	1	3590	0.998054474708171
100130331	LOC100130331	None	None	0	2	0	3596	1
100130386	LOC100130386	None	None	0	0	0	3598	1
100130417	FLJ39609	uc010nxz.1	uc010nxy.1	0	0	3	3595	1
100130417	FLJ39609	uc010nxy.1	uc010nxz.1	0	0	3	3595	1
100130418	CECR7	None	None	0	0	0	3598	1
100130449	PP14571	uc002vyx.1	uc002vyy.1	0	0	1	3597	1
100130522	LOC100130522	uc010xfo.1	uc002lnx.2	0	0	7	3591	1
100130522	LOC100130522	uc010xfo.1	uc010xfn.1	0	0	9	3589	1
100130522	LOC100130522	uc010xfn.1	uc010xfo.1	0	0	1	3597	1
100130557	LOC100130557	None	None	0	0	0	3598	1
100130581	LOC100130581	uc010czf.2	uc010wie.1	0	0	1	3597	1
100130581	LOC100130581	uc010wic.1	uc010czf.2	0	0	1	3597	1
100130581	LOC100130581	uc010czf.2	uc010wid.1	0	0	1	3597	1
100130581	LOC100130581	uc010wie.1	uc010wic.1	0	0	1	3597	1
100130581	LOC100130581	uc010czf.2	uc010wib.1	0	0	2	3596	1
100130613	CXorf64	None	None	0	5	0	3593	1
100130691	LOC100130691	uc002ulk.1	uc002ulj.1	0	0	1	3597	1
100130691	LOC100130691	uc002ulj.1	uc002ulk.1	0	0	6	3592	1
100130717	CECR4	uc011agh.1	uc002zmi.3	0	0	38	3560	1
100130717	CECR4	uc002zmi.3	uc011agh.1	0	0	3	3595	1
100130733	LRRC70	None	None	0	10	0	3588	1
100130742	LRRC69	uc003yev.1	uc010mal.1	0	8	5	3585	0.988925910425177
100130742	LRRC69	uc010mal.1	uc003yev.1	0	8	1	3589	0.997776542523624
100130771	EFCAB10	uc003vdb.2	uc003vdc.3	0	2	3	3593	0.998332870499364
100130771	EFCAB10	uc003vdc.3	uc003vdb.2	0	2	5	3591	0.997222223510018
100130776	LOC100130776	None	None	0	6	0	3592	1
100130872	LOC100130872	uc003gcp.2	uc003gcr.1	0	0	19	3579	1
100130889	PSORS1C3	None	None	0	0	0	3598	1
100130932	LOC100130932	None	None	0	0	0	3598	1
100130933	LOC100130933	None	None	0	1	0	3597	1
100130958	SYCE1L	uc002ffb.3	uc010vnh.1	0	10	12	3576	0.967103719742075
100130987	LOC100130987	None	None	0	0	0	3598	1
100130988	C7orf72	None	None	0	12	0	3586	1
100131137	BSPH1	None	None	0	6	0	3592	1
100131187	TSTD1	uc010pjx.1	uc009wtw.2	0	1	8	3589	0.997776542523624
100131187	TSTD1	uc001fxh.3	uc009wtw.2	0	1	9	3588	0.997498610339077
100131193	LOC100131193	None	None	0	3	0	3595	1
100131211	TMEM194B	uc010zgf.1	uc010zgg.1	0	7	1	3590	0.998054474708171
100131213	C10orf41	uc010qlf.1	uc010qlg.1	0	0	14	3584	1
100131213	C10orf41	uc010qlg.1	uc010qlf.1	0	0	11	3587	1
100131390	SP9	None	None	0	4	0	3594	1
100131434	LOC100131434	uc011mxk.1	uc011mxl.1	0	0	1	3597	1
100131439	CD300LD	None	None	0	6	0	3592	1
100131454	ELP2P	None	None	0	0	0	3598	1
100131496	LOC100131496	None	None	0	0	0	3598	1
100131551	LOC100131551	None	None	0	0	0	3598	1
100131561	FKSG29	None	None	0	0	0	3598	1
100131691	LOC100131691	None	None	0	0	0	3598	1
100131726	LOC100131726	uc003yqb.1	uc003yqa.1	0	0	3	3595	1
100131814	C6orf217	uc010kgo.2	uc010kgm.2	0	0	3	3595	1
100131814	C6orf217	uc010kgo.2	uc003qgn.2	0	0	1	3597	1
100131814	C6orf217	uc010kgl.2	uc003qgn.2	0	0	1	3597	1
100131814	C6orf217	uc003qgn.2	uc003qgm.2	0	0	1	3597	1
100131814	C6orf217	uc010kgo.2	uc003qgm.2	0	0	4	3594	1
100131814	C6orf217	uc010kgo.2	uc010kgl.2	0	0	1	3597	1
100131816	UBE2DNL	None	None	0	0	0	3598	1
100131827	ZNF717	uc011bgi.1	uc003dpw.3	0	34	7	3557	0.935645953446414
100131897	FAM196B	None	None	0	12	0	3586	1
100131902	KRTAP25-1	None	None	0	6	0	3592	1
100131998	RRN3P3	uc010vbu.1	uc002dkp.2	0	0	9	3589	1
100131998	RRN3P3	uc002dkp.2	uc010vbu.1	0	0	64	3534	1
100132103	FAM66E	None	None	0	0	0	3598	1
100132111	LOC100132111	None	None	0	0	0	3598	1
100132215	LOC100132215	None	None	0	1	0	3597	1
100132247	LOC100132247	uc010bxg.2	uc010bxi.2	0	18	1	3579	0.994997220678155
100132247	LOC100132247	uc010vbv.1	uc010bxk.2	0	18	2	3578	0.990018085295278
100132247	LOC100132247	uc010vbw.1	uc010bxk.2	0	18	1	3579	0.994997220678155
100132247	LOC100132247	uc010bxk.2	uc010vbv.1	0	18	3	3577	0.985062488650307
100132247	LOC100132247	uc010bxi.2	uc010vbv.1	0	18	1	3579	0.994997220678155
100132247	LOC100132247	uc010bxk.2	uc010bxg.2	0	18	1	3579	0.994997220678155
100132247	LOC100132247	uc010bxg.2	uc010bxk.2	0	18	1	3579	0.994997220678155
100132247	LOC100132247	uc010bxk.2	uc010bxi.2	0	18	6	3574	0.970335885706154
100132247	LOC100132247	uc010bxi.2	uc010bxk.2	0	18	4	3576	0.980130325981126
100132287	LOC100132287	uc001aav.3	uc001aau.2	0	0	0	3598	1
100132288	LOC100132288	uc002zka.1	uc010gqn.1	0	1	13	3584	0.99638688160089
100132341	KIAA0664P3	uc002ecm.3	uc002ecl.3	0	0	2	3596	1
100132341	KIAA0664P3	uc002ecl.3	uc002eck.3	0	0	5	3593	1
100132341	KIAA0664P3	uc002ecl.3	uc002ecm.3	0	0	3	3595	1
100132341	KIAA0664P3	uc002eck.3	uc002ecl.3	0	0	2	3596	1
100132354	LOC100132354	None	None	0	0	0	3598	1
100132386	KRTAP4-9	None	None	0	41	0	3557	1
100132399	GAGE12D	None	None	0	1	0	3597	1
100132403	FAM157B	None	None	0	9	0	3589	1
100132406	NBPF10	uc010oyj.1	uc009wir.2	0	154	1	3443	0.957198443579767
100132406	NBPF10	uc010oyo.1	uc001enc.2	0	154	2	3442	0.916217470460143
100132406	NBPF10	uc010oyk.1	uc009wir.2	0	154	0	3444	1
100132406	NBPF10	uc001enc.2	uc010oym.1	0	154	1	3443	0.957198443579767
100132406	NBPF10	uc010oyp.1	uc010oyi.1	0	154	1	3443	0.957198443579767
100132406	NBPF10	uc001end.3	uc010oyj.1	1	153	1	3443	0.99817941669939
100132406	NBPF10	uc010oyj.1	uc001enc.2	0	154	1	3443	0.957198443579767
100132406	NBPF10	uc010oyi.1	uc010oyo.1	0	154	1	3443	0.957198443579767
100132406	NBPF10	uc010oym.1	uc010oyq.1	0	154	1	3443	0.957198443579767
100132406	NBPF10	uc010oyj.1	uc010oyk.1	0	154	1	3443	0.957198443579767
100132406	NBPF10	uc010oyj.1	uc010oym.1	0	154	1	3443	0.957198443579767
100132406	NBPF10	uc001enc.2	uc010oyr.1	0	154	1	3443	0.957198443579767
100132406	NBPF10	uc010oym.1	uc001enc.2	0	154	1	3443	0.957198443579767
100132406	NBPF10	uc001emp.3	uc010oyr.1	0	154	0	3444	1
100132406	NBPF10	uc010oyr.1	uc010oyo.1	0	154	1	3443	0.957198443579767
100132406	NBPF10	uc010oyp.1	uc001end.3	0	154	1	3443	0.957198443579767
100132406	NBPF10	uc010oyk.1	uc010oyi.1	0	154	1	3443	0.957198443579767
100132406	NBPF10	uc010oyn.1	uc010oyp.1	0	154	0	3444	1
100132406	NBPF10	uc010oyi.1	uc001enc.2	0	154	0	3444	1
100132406	NBPF10	uc010oyq.1	uc010oyi.1	0	154	1	3443	0.957198443579767
100132406	NBPF10	uc010oyq.1	uc001enc.2	0	154	0	3444	1
100132406	NBPF10	uc010oyo.1	uc010oyl.1	0	154	1	3443	0.957198443579767
100132406	NBPF10	uc010oyl.1	uc010oyr.1	1	153	0	3444	1
100132406	NBPF10	uc010oyr.1	uc010oyp.1	0	154	1	3443	0.957198443579767
100132417	FCGR1C	uc010pbh.1	uc010pbg.1	0	0	0	3598	1
100132417	FCGR1C	uc010pbh.1	uc009wkz.1	0	0	3	3595	1
100132417	FCGR1C	uc009wkz.1	uc010pbh.1	0	0	1	3597	1
100132464	FAM99B	None	None	0	0	0	3598	1
100132476	KRTAP4-7	None	None	0	34	0	3564	1
100132565	GOLGA8F	None	None	0	5	0	3593	1
100132707	LOC100132707	uc003wlo.2	uc011kvr.1	0	2	2	3594	0.998888425797361
100132707	LOC100132707	uc003wlo.2	uc003wln.2	0	2	5	3591	0.997222223510018
100132707	LOC100132707	uc011kvr.1	uc003wln.2	0	2	1	3595	0.999444135630906
100132707	LOC100132707	uc011kvr.1	uc003wlo.2	0	2	0	3596	1
100132708	C2orf14	None	None	0	0	0	3598	1
100132724	LOC100132724	None	None	0	0	0	3598	1
100132831	LOC100132831	None	None	0	0	0	3598	1
100132832	LOC100132832	None	None	0	0	0	3598	1
100132911	DPH3B	None	None	0	0	0	3598	1
100132923	FAM66D	uc011kxp.1	uc011kxo.1	0	0	3	3595	1
100132923	FAM66D	uc011kxo.1	uc011kxp.1	0	0	55	3543	1
100132929	FAM25B	uc010qge.1	uc010qgj.1	0	0	1	3597	1
100132929	FAM25B	uc010qgj.1	uc010qfw.1	0	0	1	3597	1
100132948	FAM27C	None	None	0	0	0	3598	1
100132979	GOLGA8DP	None	None	0	17	0	3581	1
100132994	CXorf49B	None	None	0	3	0	3595	1
100133036	FAM95B1	uc004ach.2	uc004acg.2	0	0	1	3597	1
100133036	FAM95B1	uc004acg.2	uc004ach.2	0	0	1	3597	1
100133050	LOC100133050	None	None	0	0	0	3598	1
100133121	FAM27B	None	None	0	0	0	3598	1
100133144	?	uc010unu.1	uc010uoa.1	0	0	6	3592	1
100133161	LOC100133161	uc001lnw.2	uc009ybr.2	0	0	1	3597	1
100133161	LOC100133161	uc009ybr.2	uc001lnw.2	0	0	1	3597	1
100133171	SPANXB2	None	None	0	1	0	3597	1
100133172	FAM66A	None	None	0	0	0	3598	1
100133205	C6orf41	None	None	0	0	0	3598	1
100133234	SBF1P1	None	None	0	0	0	3598	1
100133308	LOC100133308	None	None	0	0	0	3598	1
100133331	LOC100133331	uc009vjm.2	uc001abe.3	0	0	2	3596	1
100133331	LOC100133331	uc002khh.2	uc001abe.3	0	0	2	3596	1
100133331	LOC100133331	uc001abe.3	uc002khh.2	0	0	1	3597	1
100133469	LOC100133469	None	None	0	0	0	3598	1
100133545	LOC100133545	None	None	0	0	0	3598	1
100133612	LOC100133612	uc001alh.3	uc010nzo.1	0	0	4	3594	1
100133612	LOC100133612	uc010nzo.1	uc001alh.3	0	0	1	3597	1
100133669	LOC100133669	uc011ljz.1	uc003yxl.3	0	0	9	3589	1
100133893	LOC100133893	None	None	0	9	0	3589	1
100133920	LOC100133920	None	None	0	0	0	3598	1
100133941	CD24	None	None	0	2	0	3596	1
100133957	LOC100133957	uc011mls.1	uc011mlt.1	0	2	13	3583	0.992785816974587
100133957	LOC100133957	uc011mlt.1	uc011mls.1	0	2	2	3594	0.998888425797361
