Normal_transcript	Tumor_transcript	Origin
uc001bra.2	uc001bqz.2	Tumor
uc001brb.2	uc001bqz.2	Tumor
uc001brc.2	uc001brd.2	Tumor
uc001brc.2	uc001bre.2	Tumor
uc001brc.2	uc010ofx.1	Stroma
uc001bre.2	uc001brd.2	Tumor
uc001bre.2	uc010ofx.1	Tumor
uc001brg.1	uc001brl.1	Tumor
uc001brj.1	uc001bri.1	Tumor
uc001brj.1	uc001brk.2	Tumor
uc001brj.1	uc001brl.1	Immune&Stroma
uc001brj.1	uc001brm.1	Tumor
uc001brj.1	uc009vtl.1	Tumor
uc001brk.2	uc001brh.1	Tumor
uc001bro.2	uc010ofy.1	Tumor
uc001brq.1	uc001brp.1	Tumor
uc001brq.1	uc001brr.1	Tumor
uc001brr.1	uc010ofz.1	Tumor
uc001brw.2	uc001brx.2	Stroma
uc001brw.2	uc009vtr.2	Tumor
uc001brx.2	uc001brw.2	Tumor
uc001bsf.1	uc001bsi.1	Tumor
uc001bsh.1	uc001bsf.1	Tumor
uc001bsi.1	uc001bsf.1	Tumor
uc001bsi.1	uc001bsg.1	Tumor
uc001bsj.1	uc001bsf.1	Tumor
uc001bsj.1	uc001bsg.1	Tumor
uc001bsj.1	uc010oga.1	Tumor
uc001bsn.2	uc010ogc.1	Tumor
uc001bso.2	uc009vtt.2	Tumor
uc001bsp.1	uc009vtu.1	Tumor
uc001bsp.1	uc009vtv.1	Tumor
uc001bta.2	uc001bsz.2	Tumor
uc001btb.2	uc001btd.2	Tumor
uc001btb.2	uc010ogl.1	Tumor
uc001bth.1	uc001btf.1	Tumor
uc001bth.1	uc001btg.1	Tumor
uc001bti.1	uc001btj.1	Tumor
uc001bti.1	uc001btk.1	Tumor
uc001btk.1	uc001bti.1	Stroma
uc001btm.2	uc001bto.2	Tumor
uc001btt.2	uc001btr.1	Tumor
uc001btt.2	uc001btu.2	Tumor
uc001btt.2	uc001btv.2	Tumor
uc001btt.2	uc001btw.1	Tumor
uc001bty.1	uc010ogs.1	Tumor
uc001bue.3	uc010ogv.1	Tumor
uc001buf.3	uc010ogw.1	Tumor
uc001bug.2	uc010ogy.1	Tumor
uc001buk.2	uc001bul.1	Tumor
uc001bul.1	uc001buk.2	Stroma
uc001bum.2	uc009vua.2	Tumor
uc001bum.2	uc010ogz.1	Tumor
uc001buq.3	uc001buo.3	Tumor
uc001buq.3	uc001bup.3	Tumor
uc001buq.3	uc009vub.1	Tumor
uc001but.2	uc001buv.3	Tumor
uc001but.2	uc010ohb.1	Tumor
uc001bux.2	uc001buy.2	Immune
uc001bux.2	uc001buz.2	Immune
uc001bux.2	uc001bva.2	Immune
uc001buy.2	uc001bva.2	Immune
uc001bva.2	uc001buy.2	Immune
uc001bvb.1	uc001bvc.1	Tumor
uc001bvb.1	uc010ohf.1	Stroma
uc001bvh.3	uc010ohi.1	Immune
uc001bvj.2	uc010ohi.1	Tumor
uc001bvn.2	uc001bvk.2	Tumor
uc001bvn.2	uc001bvm.2	Stroma
uc001bvp.2	uc001bvq.2	Tumor
uc001bvt.2	uc010ohl.1	Stroma
uc001bvy.1	uc001bvw.1	Tumor
uc001bwa.1	uc001bwb.1	Tumor
uc001bwc.2	uc001bwd.2	Tumor
uc001bwd.2	uc001bwc.2	Tumor
uc001bwe.2	uc001bwf.1	Tumor
uc001bwe.2	uc001bwg.2	Tumor
uc001bwf.1	uc001bwe.2	Tumor
uc001bwo.1	uc009vud.1	Tumor
uc001bwp.1	uc001bwo.1	Tumor
uc001bwp.1	uc009vud.1	Tumor
uc001bws.2	uc001bwu.2	Tumor
uc001bws.2	uc009vue.2	Tumor
uc001bwu.2	uc001bwv.2	Tumor
uc001bwy.1	uc009vuf.1	Tumor
uc001bwz.1	uc001bwt.1	Tumor
uc001bxj.3	uc009vui.2	Tumor
uc001bxv.1	uc001bxw.3	Tumor
uc001bxx.2	uc001bxy.2	Tumor
uc001bxy.2	uc001bxx.2	Tumor
uc001bxz.3	uc001bxy.2	Tumor
uc001byh.2	uc001byj.2	Tumor
uc001byh.2	uc001byk.2	Tumor
uc001byh.2	uc010oht.1	Stroma
uc001byi.2	uc001byk.2	Tumor
uc001byj.2	uc001byf.1	Tumor
uc001byj.2	uc001byi.2	Tumor
uc001byj.2	uc001byk.2	Tumor
uc001byk.2	uc001byj.2	Tumor
uc001bym.2	uc001byn.2	Tumor
uc001bym.2	uc009vut.2	Tumor
uc001byr.2	uc001bys.2	Tumor
uc001bys.2	uc001byr.2	Tumor
uc001byt.2	uc001byu.2	Tumor
uc001byw.2	uc001byx.2	Tumor
uc001byx.2	uc001byw.2	Immune&Stroma
uc001bza.2	uc001bzc.2	Tumor
uc001bzb.2	uc001bzc.2	Tumor
uc001bzc.2	uc001bza.2	Tumor
uc001bzf.1	uc010ohz.1	Tumor
uc001bzg.1	uc001bzf.1	Tumor
uc001bzi.2	uc009vux.2	Tumor
uc001bzl.2	uc009vuy.2	Tumor
uc001bzp.2	uc001bzn.1	Tumor
uc001bzp.2	uc001bzo.2	Tumor
uc001bzp.2	uc001bzq.2	Tumor
uc001bzq.2	uc001bzp.2	Tumor
uc001bzr.2	uc001bzs.2	Tumor
uc001bzs.2	uc001bzr.2	Tumor
uc001bzt.2	uc001bzu.2	Tumor
uc001bzv.1	uc001bzw.1	Stroma
uc001bzz.2	uc001cac.2	Tumor
uc001caa.2	uc001cac.2	Tumor
uc001caa.2	uc001cad.2	Tumor
uc001cad.2	uc001cab.2	Tumor
uc001cad.2	uc001cac.2	Tumor
uc001cai.1	uc001caj.1	Tumor
uc001caj.1	uc001cai.1	Tumor
uc001cak.1	uc009vva.1	Tumor
uc001cam.1	uc001cak.1	Tumor
uc001cam.1	uc001cal.1	Tumor
uc001cam.1	uc009vva.1	Tumor
uc001cap.2	uc001car.2	Tumor
uc001caq.2	uc001car.2	Tumor
uc001cau.1	uc001cat.1	Tumor
uc001cau.1	uc001caw.1	Tumor
uc001caw.1	uc001cat.1	Tumor
uc001caw.1	uc009vvc.1	Tumor
uc001cax.1	uc001caw.1	Tumor
uc001cay.1	uc001cav.1	Tumor
uc001caz.2	uc001cba.1	Tumor
uc001cbb.3	uc001cbc.1	Stroma
uc001cbc.1	uc001cbb.3	Tumor
uc001cbg.1	uc001cbe.1	Tumor
uc001cbh.1	uc001cbe.1	Tumor
uc001cbh.1	uc001cbf.1	Tumor
uc001cbi.2	uc010oid.1	Tumor
uc001cbj.2	uc010oie.1	Tumor
uc001cbl.1	uc009vvf.1	Tumor
uc001cbo.2	uc001cbn.2	Tumor
uc001cbo.2	uc010oig.1	Tumor
uc001cbp.2	uc001cbn.2	Tumor
uc001cbr.2	uc001cbs.2	Tumor
uc001cbs.2	uc001cbr.2	Tumor
uc001cbx.2	uc001cbz.2	Tumor
uc001cby.2	uc001cbx.2	Tumor
uc001cby.2	uc001cbz.2	Tumor
uc001ccf.1	uc001ccg.1	Tumor
uc001ccf.1	uc009vvk.1	Tumor
uc001ccg.1	uc009vvk.1	Tumor
uc001cci.2	uc010oik.1	Tumor
uc001ccj.2	uc001cck.2	Tumor
uc001ccj.2	uc001ccm.2	Tumor
uc001ccl.2	uc001cck.2	Tumor
uc001ccn.3	uc001cco.3	Tumor
uc001ccn.3	uc009vvm.2	Tumor
uc001ccq.2	uc010oim.1	Tumor
uc001ccu.1	uc001ccv.2	Tumor
uc001ccu.1	uc010oin.1	Tumor
uc001ccw.2	uc010oip.1	Tumor
uc001ccw.2	uc010oiq.1	Tumor
uc001ccx.2	uc001ccy.2	Tumor
uc001cde.1	uc001cdf.1	Tumor
uc001cde.1	uc010ois.1	Tumor
uc001cdf.1	uc001cde.1	Tumor
uc001cdf.1	uc001cdh.2	Tumor
uc001cdf.1	uc010ois.1	Tumor
uc001cdh.2	uc010ois.1	Tumor
uc001cdj.1	uc001cdk.2	Tumor
uc001cdk.2	uc001cdj.1	Tumor
uc001cdl.2	uc001cdm.2	Tumor
uc001cdl.2	uc010oiv.1	Tumor
uc001cdm.2	uc001cdl.2	Tumor
uc001cdp.2	uc010oiw.1	Stroma
uc001cdr.2	uc010oix.1	Tumor
uc001cds.1	uc001cdt.1	Tumor
uc001cds.1	uc001cdv.2	Tumor
uc001cds.1	uc010oiy.1	Tumor
uc001cdt.1	uc001cds.1	Tumor
uc001ceb.1	uc009vvu.1	Tumor
uc001cee.3	uc001ceh.3	Tumor
uc001ceg.3	uc001cen.2	Tumor
uc001ceh.3	uc001cei.3	Tumor
uc001ceh.3	uc009vvx.2	Tumor
uc001cei.3	uc001cel.2	Tumor
uc001cel.2	uc001ced.3	Tumor
uc001cel.2	uc001cep.2	Tumor
uc001cem.2	uc009vvx.2	Tumor
uc001cen.2	uc001ceg.3	Tumor
uc001cer.1	uc001ces.1	Tumor
uc001cer.1	uc001cet.1	Tumor
uc001ceu.2	uc001cex.2	Tumor
uc001cev.2	uc009vvy.2	Tumor
uc001cey.3	uc010oje.1	Tumor
uc001cez.3	uc001cey.3	Tumor
uc001cez.3	uc010oje.1	Tumor
uc001cfa.3	uc001cey.3	Tumor
uc001cfa.3	uc001cez.3	Tumor
uc001cfa.3	uc009vvz.2	Tumor
uc001cfa.3	uc010oje.1	Tumor
uc001cfb.2	uc010ojf.1	Tumor
uc001cfb.2	uc010ojg.1	Tumor
uc001cfc.3	uc001cfd.3	Immune&Stroma
uc001cfh.1	uc001cfi.1	Tumor
uc001cfj.2	uc001cfk.2	Tumor
uc001cfj.2	uc010ojj.1	Immune&Stroma
uc001cfl.1	uc001cfn.1	Tumor
uc001cfm.1	uc001cfl.1	Tumor
uc001cfn.1	uc001cfl.1	Tumor
uc001cfo.2	uc010ojk.1	Tumor
uc001cfq.2	uc001cfr.2	Tumor
uc001cfq.2	uc001cfs.2	Tumor
uc001cfu.1	uc001cfv.1	Tumor
uc001cfv.1	uc001cfu.1	Tumor
uc001cfz.2	uc001cge.2	Tumor
uc001cgb.2	uc001cgd.3	Tumor
uc001cgb.2	uc001cge.2	Tumor
uc001cgb.2	uc010ojn.1	Tumor
uc001cgd.3	uc009vwd.2	Tumor
uc001cgh.1	uc001cgi.1	Stroma
uc001cgi.1	uc001cgh.1	Tumor
uc001cgk.3	uc009vwe.2	Tumor
uc001cgk.3	uc010ojq.1	Tumor
uc001cgl.3	uc001cgk.3	Tumor
uc001cgl.3	uc009vwe.2	Tumor
uc001cgl.3	uc010ojq.1	Tumor
uc001cgm.1	uc001cgn.1	Tumor
uc001cgm.1	uc009vwf.1	Tumor
uc001cgn.1	uc009vwf.1	Tumor
uc001cgo.2	uc001cgp.2	Tumor
uc001cgo.2	uc001cgt.2	Tumor
uc001cgo.2	uc010ojr.1	Tumor
uc001cgr.2	uc001cgs.2	Tumor
uc001cgs.2	uc001cgp.2	Tumor
uc001cgs.2	uc001cgq.2	Tumor
uc001cgs.2	uc010ojr.1	Tumor
uc001cgt.2	uc010ojr.1	Tumor
uc001cgv.2	uc001cgx.2	Tumor
uc001cgw.2	uc001cgx.2	Tumor
uc001cgx.2	uc001cgv.2	Tumor
uc001cgx.2	uc001cgw.2	Tumor
uc001cgx.2	uc009vwi.2	Tumor
uc001cgx.2	uc009vwj.2	Tumor
uc001cgy.2	uc001chb.1	Tumor
uc001chb.1	uc001cgy.2	Tumor
uc001chb.1	uc001cgz.3	Tumor
uc001chb.1	uc001cha.3	Tumor
uc001chf.2	uc001chg.2	Tumor
uc001chg.2	uc001chf.2	Tumor
uc001chj.2	uc010ojt.1	Tumor
uc001chk.2	uc001chl.2	Tumor
uc001chl.2	uc001chk.2	Tumor
uc001chm.2	uc001chn.2	Tumor
uc001chm.2	uc001chp.2	Tumor
uc001chm.2	uc009vwk.1	Tumor
uc001chn.2	uc001chp.2	Tumor
uc001chn.2	uc009vwk.1	Tumor
uc001chu.2	uc010ojv.1	Tumor
uc001chv.2	uc001chw.2	Tumor
uc001chv.2	uc001chx.3	Tumor
uc001cic.1	uc001cid.1	Tumor
uc001cic.1	uc001cie.1	Tumor
uc001cic.1	uc001cif.1	Tumor
uc001cig.2	uc001cih.2	Tumor
uc001cin.2	uc001cim.2	Tumor
uc001cin.2	uc010ojx.1	Tumor
uc001cip.1	uc010ojz.1	Tumor
uc001cir.2	uc001cis.2	Tumor
uc001cis.2	uc001cir.2	Tumor
uc001ciu.2	uc010oke.1	Tumor
uc001ciu.2	uc010okg.1	Tumor
uc001ciw.2	uc009vwr.2	Tumor
uc001cix.2	uc001ciy.2	Tumor
uc001ciy.2	uc001cix.2	Tumor
uc001cjb.2	uc010okh.1	Tumor
uc001cje.1	uc001cjf.3	Tumor
uc001cje.1	uc001cjg.3	Tumor
uc001cjg.3	uc001cje.1	Tumor
uc001cjg.3	uc001cjf.3	Tumor
uc001cjh.2	uc001cji.1	Tumor
uc001cji.1	uc001cjh.2	Tumor
uc001cjk.1	uc001cjl.1	Tumor
uc001cjl.1	uc001cjk.1	Tumor
uc001cjm.2	uc001cjo.2	Tumor
uc001cjm.2	uc001cjp.2	Tumor
uc001cjo.2	uc001cjn.2	Tumor
uc001cjo.2	uc001cjp.2	Tumor
uc001cjs.2	uc001cjr.2	Tumor
uc001cjs.2	uc001cju.2	Tumor
uc001cjs.2	uc001cjw.2	Tumor
uc001cjx.2	uc010oki.1	Tumor
uc001cjz.2	uc001ckf.2	Tumor
uc001cjz.2	uc009vww.2	Tumor
uc001cka.2	uc009vxa.2	Tumor
uc001ckb.2	uc009vwx.2	Tumor
uc001ckc.2	uc001cjz.2	Tumor
uc001cki.2	uc001ckj.2	Tumor
uc001ckk.2	uc001ckj.2	Tumor
uc001ckl.2	uc001ckn.2	Tumor
uc001ckl.2	uc009vxb.2	Tumor
uc001cko.2	uc001cke.2	Tumor
uc001cko.2	uc001ckn.2	Tumor
uc001ckt.2	uc001ckw.2	Tumor
uc001cku.2	uc001cks.2	Tumor
uc001ckw.2	uc001cks.2	Tumor
uc001ckw.2	uc001ckt.2	Tumor
uc001ckw.2	uc001cku.2	Tumor
uc001ckw.2	uc001ckv.2	Tumor
uc001ckx.2	uc001cky.2	Tumor
uc001ckz.2	uc001cla.2	Tumor
uc001ckz.2	uc001clb.2	Immune
uc001ckz.2	uc010okk.1	Tumor
uc001cld.2	uc001cle.2	Tumor
uc001clj.2	uc009vxc.2	Tumor
uc001cll.2	uc010oko.1	Tumor
uc001cln.2	uc009vxd.2	Tumor
uc001cln.2	uc010okn.1	Tumor
uc001cln.2	uc010oko.1	Immune&Stroma
uc001clq.1	uc010okr.1	Tumor
uc001clr.1	uc001clq.1	Tumor
uc001clr.1	uc001cls.1	Tumor
uc001clr.1	uc010okr.1	Tumor
uc001clr.1	uc010oks.1	Tumor
uc001clr.1	uc010okt.1	Tumor
uc001cls.1	uc001clq.1	Tumor
uc001clt.2	uc001clu.2	Tumor
uc001clt.2	uc010okv.1	Tumor
uc001clu.2	uc010okw.1	Tumor
uc001cly.1	uc010okz.1	Tumor
uc001clz.1	uc001clx.1	Tumor
uc001cmc.2	uc001cmb.1	Tumor
uc001cmc.2	uc001cmd.2	Tumor
uc001cmc.2	uc010ola.1	Tumor
uc001cmg.3	uc010olc.1	Tumor
uc001cmn.2	uc001cmo.2	Tumor
uc001cmo.2	uc001cmn.2	Tumor
uc001cmt.1	uc001cmw.2	Tumor
uc001cmy.3	uc001cmx.3	Tumor
uc001cna.1	uc001cnb.1	Tumor
uc001cnf.2	uc001cni.2	Tumor
uc001cng.2	uc009vxo.2	Tumor
uc001cnh.2	uc009vxo.2	Tumor
uc001cni.2	uc001cnf.2	Tumor
uc001cni.2	uc001cnj.2	Tumor
uc001cni.2	uc001cnl.2	Tumor
uc001cnj.2	uc009vxo.2	Tumor
uc001cnk.2	uc001cnn.2	Tumor
uc001cnk.2	uc001cno.2	Tumor
uc001cnk.2	uc009vxn.2	Tumor
uc001cnk.2	uc010oll.1	Tumor
uc001cnl.2	uc001cno.2	Tumor
uc001cnm.2	uc001cnn.2	Tumor
uc001cnn.2	uc009vxn.2	Tumor
uc001cno.2	uc001cnh.2	Tumor
uc001cno.2	uc001cni.2	Tumor
uc001cno.2	uc001cnn.2	Tumor
uc001cns.1	uc009vxr.1	Tumor
uc001cns.1	uc009vxs.1	Tumor
uc001cns.1	uc010olo.1	Tumor
uc001cnv.2	uc001cnw.2	Tumor
uc001cnv.2	uc009vxt.1	Tumor
uc001cnv.2	uc009vxu.1	Tumor
uc001cnw.2	uc001cnt.2	Tumor
uc001cnw.2	uc001cnv.2	Tumor
uc001cob.2	uc001cnz.2	Tumor
uc001cod.2	uc001cof.2	Tumor
uc001cod.2	uc001cog.2	Tumor
uc001coe.2	uc001cod.2	Tumor
uc001coe.2	uc001cog.2	Tumor
uc001cog.2	uc001cof.2	Tumor
uc001coh.1	uc001col.1	Tumor
uc001coj.1	uc001coi.1	Stroma
uc001coj.1	uc001col.1	Tumor
uc001com.3	uc001con.3	Tumor
uc001com.3	uc009vxz.2	Tumor
uc001coq.2	uc001coo.2	Tumor
uc001cou.2	uc001cos.3	Tumor
uc001cov.2	uc001cow.2	Tumor
uc001cov.2	uc001coz.1	Tumor
uc001cov.2	uc001cpa.2	Stroma
uc001cpb.3	uc009vyb.2	Tumor
uc001cpb.3	uc009vyc.2	Tumor
uc001cpb.3	uc010olv.1	Tumor
uc001cpm.1	uc001cpl.2	Tumor
uc001cpr.1	uc001cpt.1	Tumor
uc001cpr.1	uc009vyf.1	Tumor
uc001cpr.1	uc009vyg.1	Tumor
uc001cpr.1	uc010omc.1	Tumor
uc001cpu.2	uc001cpv.2	Tumor
uc001cpx.2	uc001cpw.2	Tumor
uc001cqc.2	uc009vyi.2	Tumor
uc001cqc.2	uc010omd.1	Tumor
uc001cqc.2	uc010ome.1	Tumor
uc001cqc.2	uc010omf.1	Tumor
uc001cqf.3	uc001cqe.3	Tumor
uc001cqg.2	uc001cqi.2	Tumor
uc001cqh.2	uc001cqg.2	Tumor
uc001cqh.2	uc010omg.1	Tumor
uc001cqj.2	uc010omi.1	Tumor
uc001cqm.3	uc001cqn.3	Tumor
uc001cqm.3	uc010omk.1	Tumor
uc001cqn.3	uc001cqm.3	Tumor
uc001cqn.3	uc009vym.2	Tumor
uc001cqn.3	uc010omk.1	Tumor
uc001cqo.1	uc009vyn.1	Tumor
uc001cqs.2	uc001cqt.2	Tumor
uc001cqt.2	uc001cqs.2	Tumor
uc001cqy.2	uc001crb.1	Tumor
uc001cqy.2	uc009vyq.2	Tumor
uc001crb.1	uc001cqx.2	Tumor
uc001crc.1	uc001crd.1	Tumor
uc001crc.1	uc010omo.1	Tumor
uc001crd.1	uc010omn.1	Tumor
uc001cri.2	uc010omp.1	Tumor
uc001cri.2	uc010omq.1	Tumor
uc001crn.2	uc010omu.1	Tumor
uc001crp.2	uc009vyt.1	Tumor
uc001crr.1	uc001crs.1	Tumor
uc001crr.1	uc010omv.1	Tumor
uc001crs.1	uc010omv.1	Tumor
uc001cru.2	uc010omx.1	Tumor
uc001crw.3	uc001crx.3	Tumor
uc001crx.3	uc001crw.3	Tumor
uc001crz.3	uc010omz.1	Tumor
uc001csa.3	uc001crz.3	Tumor
uc001csb.2	uc010omz.1	Tumor
uc001csf.2	uc001csg.2	Tumor
uc001csg.2	uc001csf.2	Tumor
uc001csj.2	uc010ond.1	Tumor
uc001csl.2	uc009vyy.1	Tumor
uc001csl.2	uc010ond.1	Tumor
uc001csq.1	uc001csp.3	Tumor
uc001csq.1	uc009vyz.1	Tumor
uc001cst.2	uc001csw.2	Tumor
uc001cst.2	uc001csy.2	Tumor
uc001cst.2	uc001csz.2	Tumor
uc001cst.2	uc001cta.2	Tumor
uc001csu.2	uc001cta.2	Tumor
uc001csv.2	uc001csy.2	Tumor
uc001csv.2	uc001csz.2	Tumor
uc001csv.2	uc001cta.2	Tumor
uc001csv.2	uc001ctb.2	Tumor
uc001csw.2	uc001cta.2	Tumor
uc001csy.2	uc001csz.2	Tumor
uc001csy.2	uc001cta.2	Tumor
uc001csy.2	uc001ctb.2	Tumor
uc001csz.2	uc001csy.2	Tumor
uc001ctb.2	uc001csy.2	Tumor
uc001ctd.3	uc009vzb.2	Stroma
uc001ctk.2	uc001ctl.2	Tumor
uc001ctk.2	uc001ctm.2	Tumor
uc001ctk.2	uc010onh.1	Tumor
uc001cto.2	uc001ctn.2	Tumor
uc001ctr.2	uc001ctq.1	Tumor
uc001ctt.2	uc001ctu.2	Tumor
uc001ctt.2	uc009vzd.2	Tumor
uc001ctu.2	uc001ctt.2	Tumor
uc001ctu.2	uc009vzd.2	Tumor
uc001ctx.2	uc001ctz.2	Tumor
uc001ctz.2	uc001ctx.2	Tumor
uc001ctz.2	uc001cty.2	Tumor
uc001ctz.2	uc001cua.1	Tumor
uc001ctz.2	uc001cub.2	Tumor
uc001cua.1	uc001cty.2	Tumor
uc001cuf.2	uc001cug.1	Tumor
uc001cuf.2	uc001cuh.2	Tumor
uc001cuj.2	uc009vzg.2	Tumor
uc001cuk.2	uc001cul.2	Tumor
uc001cun.2	uc001cuo.3	Tumor
uc001cuo.3	uc001cun.2	Tumor
uc001cuo.3	uc010onl.1	Tumor
uc001cuo.3	uc010onn.1	Tumor
uc001cup.3	uc001cun.2	Tumor
uc001cup.3	uc001cuo.3	Tumor
uc001cup.3	uc010onl.1	Tumor
uc001cup.3	uc010onm.1	Tumor
uc001cup.3	uc010onn.1	Tumor
uc001cur.1	uc001cuq.1	Tumor
uc001cur.1	uc001cut.1	Tumor
uc001cur.1	uc001cuu.1	Tumor
uc001cur.1	uc010ono.1	Tumor
uc001cur.1	uc010onp.1	Tumor
uc001cut.1	uc001cur.1	Tumor
uc001cuv.2	uc010onr.1	Tumor
uc001cuv.2	uc010ons.1	Immune&Stroma
uc001cux.2	uc001cuy.2	Tumor
uc001cuy.2	uc001cux.2	Tumor
uc001cvc.2	uc001cvd.2	Tumor
uc001cvd.2	uc001cvc.2	Tumor
uc001cvi.1	uc001cvj.1	Tumor
uc001cvl.1	uc001cvh.1	Tumor
uc001cvs.2	uc001cvt.2	Tumor
uc001cvs.2	uc009vzk.2	Tumor
uc001cvs.2	uc010onu.1	Tumor
uc001cvs.2	uc010onv.1	Tumor
uc001cvt.2	uc001cvs.2	Tumor
uc001cvt.2	uc010onv.1	Tumor
uc001cvu.2	uc001cvv.2	Tumor
uc001cvu.2	uc001cvy.2	Tumor
uc001cvv.2	uc001cvu.2	Tumor
uc001cvv.2	uc001cvx.2	Tumor
uc001cvx.2	uc001cvu.2	Tumor
uc001cvx.2	uc001cvv.2	Tumor
uc001cvx.2	uc001cvw.2	Tumor
uc001cvx.2	uc001cvy.2	Tumor
uc001cvy.2	uc001cvu.2	Tumor
uc001cwb.2	uc001cwe.2	Tumor
uc001cwb.2	uc001cwf.2	Tumor
uc001cwb.2	uc009vzl.2	Tumor
uc001cwb.2	uc010onx.1	Tumor
uc001cwd.2	uc001cwb.2	Tumor
uc001cwd.2	uc009vzl.2	Tumor
uc001cwe.2	uc001cwb.2	Tumor
uc001cwe.2	uc009vzl.2	Tumor
uc001cwf.2	uc009vzl.2	Tumor
uc001cwg.2	uc001cwb.2	Tumor
uc001cwj.1	uc001cwk.1	Tumor
uc001cwk.1	uc001cwj.1	Tumor
uc001cwk.1	uc001cwl.1	Tumor
uc001cwm.1	uc009vzn.1	Tumor
uc001cwm.1	uc010ooa.1	Tumor
uc001cwp.2	uc001cwq.2	Tumor
uc001cwp.2	uc001cwr.2	Tumor
uc001cww.2	uc009vzo.2	Tumor
uc001cwx.3	uc009vzo.2	Tumor
uc001cwy.3	uc001cwx.3	Tumor
uc001cxa.3	uc001cxc.3	Stroma
uc001cxd.2	uc001cxg.2	Tumor
uc001cxg.2	uc001cxd.2	Immune
uc001cxg.2	uc001cxe.2	Tumor
uc001cxg.2	uc001cxf.2	Tumor
uc001cxj.1	uc001cxl.1	Tumor
uc001cxl.1	uc001cxj.1	Tumor
uc001cxm.1	uc001cxj.1	Tumor
uc001cxr.1	uc009vzr.1	Tumor
uc001cxt.1	uc010oof.1	Tumor
uc001cxx.3	uc001cxv.2	Tumor
uc001cxx.3	uc001cxw.3	Tumor
uc001cxz.3	uc009vzt.1	Tumor
uc001cya.3	uc001cyb.3	Tumor
uc001cyb.3	uc001cya.3	Tumor
uc001cyc.1	uc010ooi.1	Immune&Stroma
uc001cyf.1	uc010oom.1	Tumor
uc001cym.3	uc001cyl.2	Stroma
uc001cym.3	uc009vzu.1	Tumor
uc001cyp.2	uc010oon.1	Tumor
uc001cyq.1	uc001cyr.1	Tumor
uc001cyr.1	uc001cyq.1	Tumor
uc001cyr.1	uc009vzx.1	Tumor
uc001czc.2	uc001czd.2	Tumor
uc001czc.2	uc009wab.1	Tumor
uc001czi.3	uc001czj.3	Tumor
uc001czi.3	uc001czk.3	Tumor
uc001czi.3	uc001czl.3	Tumor
uc001czi.3	uc001czm.3	Tumor
uc001czl.3	uc001czm.3	Tumor
uc001czm.3	uc001czi.3	Tumor
uc001czm.3	uc001czj.3	Tumor
uc001czm.3	uc001czk.3	Tumor
uc001czm.3	uc009wac.2	Tumor
uc001czp.2	uc010oor.1	Tumor
uc001czs.1	uc001czr.1	Tumor
uc001czv.2	uc009wae.2	Tumor
uc001czw.2	uc001czv.2	Tumor
uc001czw.2	uc009wae.2	Tumor
uc001czx.2	uc001czw.2	Tumor
uc001czx.2	uc009wae.2	Tumor
uc001czy.2	uc001czv.2	Tumor
uc001dab.2	uc009waf.1	Tumor
uc001dab.2	uc010oot.1	Tumor
uc001dac.2	uc001daa.2	Tumor
uc001dac.2	uc009waf.1	Tumor
uc001dac.2	uc010oot.1	Tumor
uc001dac.2	uc010oou.1	Tumor
uc001daf.3	uc001dah.3	Tumor
uc001dah.3	uc001daf.3	Tumor
uc001dak.1	uc001daj.1	Tumor
uc001dak.1	uc001dal.1	Tumor
uc001dal.1	uc001dak.1	Tumor
uc001dao.2	uc001dam.2	Tumor
uc001dao.2	uc001daq.2	Tumor
uc001dao.2	uc001dar.1	Tumor
uc001dao.2	uc009wah.1	Tumor
uc001dat.2	uc001dau.2	Tumor
uc001dau.2	uc001dat.2	Tumor
uc001daz.2	uc010oow.1	Tumor
uc001dba.1	uc001dbb.1	Tumor
uc001dba.1	uc001dbc.1	Tumor
uc001dba.1	uc001dbd.1	Tumor
uc001dbc.1	uc001dba.1	Tumor
uc001dbh.2	uc010ooy.1	Tumor
uc001dbj.2	uc001dbi.3	Tumor
uc001dbo.1	uc001dbp.1	Tumor
uc001dbo.1	uc001dbq.1	Tumor
uc001dbo.1	uc010opa.1	Tumor
uc001dbs.1	uc010opb.1	Stroma
uc001dbt.1	uc001dbs.1	Tumor
uc001dbt.1	uc010opb.1	Tumor
uc001dbu.1	uc009wam.1	Tumor
uc001dca.2	uc001dby.2	Tumor
uc001dca.2	uc001dbz.2	Tumor
uc001dca.2	uc009wan.2	Tumor
uc001dcd.1	uc001dce.1	Tumor
uc001dcd.1	uc010opc.1	Tumor
uc001dce.1	uc001dcd.1	Tumor
uc001dcj.2	uc001dck.2	Tumor
uc001dck.2	uc001dch.2	Tumor
uc001dck.2	uc001dcj.2	Tumor
uc001dck.2	uc009wao.2	Tumor
uc001dcq.2	uc001dcp.2	Tumor
uc001dcq.2	uc009war.2	Tumor
uc001dcq.2	uc009was.2	Tumor
uc001dct.2	uc001dcu.2	Tumor
uc001dcu.2	uc001dct.2	Tumor
uc001dcv.2	uc009wau.2	Tumor
uc001dcv.2	uc009wav.2	Tumor
uc001dcx.2	uc001dcz.2	Tumor
uc001dcx.2	uc009waw.2	Tumor
uc001dcx.2	uc009wax.2	Tumor
uc001dde.2	uc001ddc.2	Tumor
uc001dde.2	uc009way.2	Tumor
uc001ddi.2	uc001ddj.1	Tumor
uc001ddj.1	uc001dde.2	Tumor
