GeneId	Symbol	Normal_transcript	Tumor_transcript	MS	M	S	N	p.o	OR	eOR
8291	DYSF	uc010fek.2	uc010yqy.1	1	12	0	14	0.481481481481482	Inf	3.48
8291	DYSF	uc010fek.2	uc010yqz.1	0	12	1	14	1	0	0.386666666666667
8292	COLQ	uc003bzz.2	uc010heo.2	0	3	1	24	1	0	2.33333333333333
83539	CHST9	uc002kwe.2	uc002kwc.2	1	9	1	17	0.595238095238095	1.84397632369107	1.84210526315789
83548	COG3	uc001vak.2	uc010aci.2	0	11	2	61	1	0	1.0695652173913
83549	UCK1	uc004cay.2	uc010mzk.2	0	1	1	26	1	0	5.88888888888889
83660	TLN2	uc002alc.3	uc002alb.3	0	11	1	16	1	0	0.478260869565217
83854	ANGPTL6	uc002mmx.1	uc002mmy.1	0	4	5	63	1	0	1.28282828282828
83882	TSPAN10	uc010die.2	uc002kaw.1	0	1	1	26	1	0	5.88888888888889
83989	FAM172A	uc010jbd.2	uc011cuj.1	1	17	1	9	0.880952380952381	0.542306312262354	0.542857142857143
840	CASP7	uc001laq.2	uc010qsb.1	0	10	3	60	1	0	0.82312925170068
84250	ANKRD32	uc003kkr.3	uc003kks.2	0	5	1	22	1	0	1.36363636363636
84253	GARNL3	uc011mad.1	uc010mxi.2	0	2	1	25	1	0	3.4
84256	FLYWCH1	uc002csd.2	uc002cse.2	0	8	2	61	1	0	1.44705882352941
84293	C10orf58	uc001kcc.3	uc001kce.3	0	2	1	25	1	0	3.4
842	CASP9	uc001awn.2	uc001awo.2	0	2	1	25	1	0	3.4
84315	MON1A	uc003cxz.2	uc003cya.2	0	3	2	69	1	0	3.97142857142857
8440	NCK2	uc002tdg.2	uc002tdi.2	0	6	1	21	1	0	1.1025641025641
8443	GNPAT	uc001hup.3	uc009xfp.2	0	2	2	24	1	0	1.96
84450	ZNF512	uc002rla.2	uc002rlc.2	0	4	1	23	1	0	1.74074074074074
8449	DHX16	uc003nqz.2	uc003nqy.2	1	4	4	65	0.302335486447005	3.93745733805377	4.85185185185185
84529	C15orf41	uc001zjd.2	uc010uci.1	0	8	1	19	1	0	0.764705882352941
8454	CUL1	uc003wey.2	uc003wez.2	0	9	2	17	1	0	0.368421052631579
84645	C22orf23	uc003auj.1	uc003auk.1	1	2	2	69	0.118304948784401	15.3166697871167	16.68
8470	SORBS2	uc003iyp.2	uc003iyc.2	1	11	0	16	0.428571428571429	Inf	4.30434782608696
8473	OGT	uc004eaa.1	uc004ead.2	0	2	1	25	1	0	3.4
84861	KLHL22	uc002zsl.1	uc011ahr.1	0	13	2	59	1	0	0.881481481481482
84881	RPUSD4	uc001qde.2	uc010sbl.1	0	2	1	25	1	0	3.4
84938	ATG4C	uc001dau.2	uc001dat.2	0	4	1	23	1	0	1.74074074074074
8496	PPFIBP1	uc001ria.2	uc001rif.1	2	35	1	35	0.510418676442215	1.98174846074241	1.66666666666667
84971	ATG4D	uc002mov.2	uc010xlh.1	0	2	1	25	1	0	3.4
84983	MGC14436	uc001tpe.2	uc010sxs.1	1	3	0	24	0.142857142857143	Inf	21
85004	RERG	uc001rct.2	uc001rcs.2	3	22	1	48	0.108940698367671	6.36864259634926	5.02962962962963
85015	USP45	uc003pqa.2	uc003ppx.2	0	3	1	24	1	0	2.33333333333333
85378	TUBGCP6	uc003bkb.1	uc010has.1	0	8	1	18	1	0	0.725490196078431
85378	TUBGCP6	uc003bkb.1	uc003bkd.1	0	8	1	18	1	0	0.725490196078431
8539	API5	uc001mxf.2	uc010rfi.1	1	2	1	24	0.206349206349206	10.0000351684634	9.8
8563	THOC5	uc003afu.2	uc003afq.2	0	5	1	22	1	0	1.36363636363636
8567	MADD	uc001new.2	uc009yln.1	0	6	1	21	1	0	1.1025641025641
8573	CASK	uc004dfn.3	uc004dfk.3	1	13	0	13	0.518518518518518	Inf	3
8573	CASK	uc004dfn.3	uc004dfj.3	1	38	1	33	0.786529680365297	0.870107483865637	0.87012987012987
8603	FAM193A	uc010ick.2	uc003gfd.2	1	8	1	18	0.547619047619047	2.17948541528121	2.17647058823529
8608	RDH16	uc009zpa.2	uc001smi.3	0	3	1	24	1	0	2.33333333333333
8621	CDK13	uc003thi.3	uc003thk.2	0	13	3	12	1	0	0.132275132275132
8631	SKAP1	uc002ini.1	uc002inj.1	0	20	1	7	1	0	0.121951219512195
8663	EIF3C	uc002dpg.3	uc002dph.3	0	12	1	15	1	0	0.413333333333333
8674	VAMP4	uc001ghw.1	uc001ghv.1	0	1	3	24	1	0	2.33333333333333
868	CBLB	uc011bhi.1	uc003dwa.2	0	11	1	16	1	0	0.478260869565217
8754	ADAM9	uc003xmr.2	uc003xms.2	2	40	2	75	0.442675510162704	1.86456323242712	1.8641975308642
8780	RIOK3	uc002kui.3	uc010xat.1	1	3	4	66	0.248668985404467	5.26821753964174	6.33333333333333
8792	TNFRSF11A	uc010dpv.2	uc002lin.2	0	6	1	20	1	0	1.05128205128205
8792	TNFRSF11A	uc002lin.2	uc010dpv.2	0	17	2	54	1	0	0.622857142857143
8803	SUCLA2	uc001vbs.2	uc010tgb.1	1	34	2	82	0.652018304062173	1.20388819102373	1.43478260869565
8831	SYNGAP1	uc010juy.2	uc010juz.2	0	3	1	24	1	0	2.33333333333333
8879	SGPL1	uc001jrm.2	uc009xqk.2	1	1	0	26	0.0714285714285715	Inf	53
8888	MCM3AP	uc002zir.1	uc002zio.1	1	6	3	64	0.333858264979237	3.46257843705256	4.25274725274725
8899	PRPF4B	uc011dhv.1	uc003mvw.2	0	2	2	24	1	0	1.96
88	ACTN2	uc001hyh.2	uc010pxu.1	0	6	1	21	1	0	1.1025641025641
8900	CCNA1	uc001uvs.3	uc010teo.1	0	3	1	24	1	0	2.33333333333333
8935	SKAP2	uc003syc.2	uc011jzj.1	3	78	1	37	0.617813101053036	1.41913489501452	1.11464968152866
89797	NAV2	uc009yhx.2	uc010rdm.1	1	21	0	6	0.785714285714286	Inf	0.906976744186046
89876	C3orf15	uc011bjd.1	uc010hra.1	0	1	1	26	1	0	5.88888888888889
90102	PHLDB2	uc003dyc.2	uc003dyd.2	1	9	0	16	0.384615384615385	Inf	5.21052631578947
90102	PHLDB2	uc003dyc.2	uc003dyg.2	3	31	0	39	0.0962119750466267	Inf	8.77777777777778
901	CCNG2	uc011ccc.1	uc003hkn.3	0	1	3	24	1	0	2.33333333333333
9069	CLDN12	uc003ukr.2	uc003uks.2	1	11	3	104	0.350110587776899	3.10597538654643	3.8944099378882
90806	ANGEL2	uc001hjz.2	uc001hka.2	0	4	3	65	1	0	2.07936507936508
9122	SLC16A4	uc001dzo.1	uc001dzq.1	0	2	2	70	1	0	5.64
9138	ARHGEF1	uc002orx.2	uc002ose.2	0	1	1	26	1	0	5.88888888888889
9139	CBFA2T2	uc002wze.1	uc002wzj.1	1	27	2	44	0.765827471306924	0.817035400661812	0.970909090909091
91445	RNF185	uc003akb.2	uc003ake.2	0	4	1	23	1	0	1.74074074074074
91624	NEXN	uc001dif.1	uc001dib.3	0	4	1	23	1	0	1.74074074074074
91687	CENPL	uc001gjf.3	uc009wwg.2	0	1	1	26	1	0	5.88888888888889
9179	AP4M1	uc011kjh.1	uc011kjg.1	0	1	1	26	1	0	5.88888888888889
91833	WDR20	uc001ykz.2	uc001yld.2	0	4	1	23	1	0	1.74074074074074
9209	LRRFIP2	uc003cgt.3	uc003cgs.3	0	5	5	18	1	0	0.305785123966942
9221	NOLC1	uc001kuq.2	uc001kuo.2	0	1	1	25	1	0	5.66666666666667
9221	NOLC1	uc001kuo.2	uc001kur.2	0	1	1	25	1	0	5.66666666666667
9227	LRAT	uc003iom.1	uc003ion.1	0	4	1	23	1	0	1.74074074074074
9236	CCPG1	uc002acz.1	uc002acv.1	0	5	1	22	1	0	1.36363636363636
92667	C20orf72	uc002wqh.2	uc010gcp.2	0	4	1	23	1	0	1.74074074074074
92689	FAM114A1	uc011byh.1	uc003gtn.2	0	3	1	24	1	0	2.33333333333333
92745	SLC38A5	uc004djk.3	uc010nid.2	2	4	7	60	0.156467163701122	4.15829345818076	4.48148148148148
9289	GPR56	uc002emc.2	uc010vhs.1	0	5	1	22	1	0	1.36363636363636
9295	SFRS11	uc001des.2	uc001det.2	0	3	1	24	1	0	2.33333333333333
93099	DMKN	uc002nzl.3	uc002nzi.3	0	1	1	26	1	0	5.88888888888889
93611	FBXO44	uc001asm.2	uc001asn.2	0	1	1	26	1	0	5.88888888888889
9369	NRXN3	uc001xur.3	uc001xun.2	2	68	0	4	0.894113291373565	Inf	0.328467153284672
94104	GCFC1	uc002yqn.2	uc002yql.2	0	1	1	26	1	0	5.88888888888889
94120	SYTL3	uc003qrr.2	uc003qrp.2	0	8	1	19	1	0	0.764705882352941
9429	ABCG2	uc003hrg.2	uc003hrf.2	0	12	2	32	1	0	0.52
9468	PCYT1B	uc004dbj.2	uc004dbi.2	3	16	2	52	0.107026315127214	4.74491646495455	4.45454545454545
9468	PCYT1B	uc004dbj.2	uc004dbk.3	0	2	1	22	1	0	3
9497	SLC4A7	uc010hfm.2	uc011axa.1	0	5	1	22	1	0	1.36363636363636
9611	NCOR1	uc010coy.2	uc002gpr.2	0	8	1	19	1	0	0.764705882352941
9631	NUP155	uc003jku.1	uc003jkt.1	0	6	1	21	1	0	1.1025641025641
9632	SEC24C	uc001jux.2	uc010qkq.1	0	1	1	26	1	0	5.88888888888889
9645	MICAL2	uc001mkc.2	uc010rcj.1	1	10	1	16	0.64021164021164	1.57243725398763	1.57142857142857
9662	CEP135	uc003hbi.2	uc003hbj.2	0	10	3	61	1	0	0.836734693877551
9666	DZIP3	uc003dxd.2	uc011bhm.1	0	5	1	22	1	0	1.36363636363636
9681	DEPDC5	uc003alu.2	uc011alx.1	0	9	1	18	1	0	0.649122807017544
9688	NUP93	uc002eka.2	uc002ekb.2	0	3	1	24	1	0	2.33333333333333
9706	ULK2	uc002gwm.3	uc002gwn.2	1	21	4	81	0.691449915710461	0.964596770466748	1.26356589147287
9732	DOCK4	uc003vfx.2	uc003vfv.2	2	17	0	9	0.452380952380953	Inf	2.71428571428571
9772	KIAA0195	uc002jnz.3	uc002job.3	1	10	1	62	0.276934468715291	5.95897517375099	5.95238095238095
9818	NUPL1	uc001uqi.2	uc001uqj.2	1	13	5	54	0.735314842493633	0.832782495876816	1.1010101010101
9820	CUL7	uc003otq.2	uc010jyh.2	0	2	2	69	1	0	5.56
9820	CUL7	uc003otq.2	uc010jyg.2	0	1	1	25	1	0	5.66666666666667
9839	ZEB2	uc002tvu.2	uc010zbm.1	0	7	1	19	1	0	0.866666666666667
9839	ZEB2	uc002tvu.2	uc010fnp.2	0	7	1	19	1	0	0.866666666666667
9853	RUSC2	uc003zww.2	uc003zwx.3	0	5	1	22	1	0	1.36363636363636
9873	FCHSD2	uc009ytl.2	uc001oth.3	2	10	2	14	0.582905982905983	1.38300580537193	1.38095238095238
9898	UBAP2L	uc001fep.3	uc001feq.2	2	13	1	55	0.110838946723821	8.11118042516379	6.85185185185185
9898	UBAP2L	uc009wot.2	uc001fer.2	0	11	2	60	1	0	1.05217391304348
9918	NCAPD2	uc001qoo.2	uc010sfd.1	0	8	3	63	1	0	1.0672268907563
9924	PAN2	uc001sky.2	uc001skw.2	0	4	3	67	1	0	2.14285714285714
9931	HELZ	uc002jfx.3	uc010wqk.1	1	11	0	16	0.428571428571429	Inf	4.30434782608696
9941	EXOG	uc003cih.2	uc011ayq.1	0	3	1	24	1	0	2.33333333333333
9961	MVP	uc002duj.2	uc010vea.1	0	2	1	25	1	0	3.4
9980	DOPEY2	uc002yvg.2	uc011aeb.1	1	27	5	40	0.952152744093049	0.300445000435861	0.401652892561983
9988	DMTF1	uc003uih.2	uc011khb.1	0	3	1	24	1	0	2.33333333333333
9989	PPP4R1	uc002kod.1	uc002koe.1	0	3	1	23	1	0	2.23809523809524
10006	ABI1	uc001ita.2	uc001isz.2	5	23	5	57	0.156841002464381	2.45053405965832	2.4468085106383
10006	ABI1	uc001ita.2	uc010qdg.1	0	11	1	33	1	0	0.971014492753623
10007	GNPDA1	uc010jgh.2	uc003lmh.3	0	1	2	43	1	0	5.8
100129387	LOC100129387	uc001zyh.3	uc001zyi.2	0	5	2	84	1	0	3.07272727272727
100129583	FAM47E	uc003hjx.2	uc003hjv.2	1	2	0	43	0.0652173913043478	Inf	52.2
100130093	LOC100130093	uc001hqy.3	uc001hqx.3	0	1	1	44	1	0	9.88888888888889
100130771	EFCAB10	uc003vdc.3	uc003vdb.2	0	2	1	43	1	0	5.8
100132406	NBPF10	uc010oyo.1	uc010oyl.1	1	42	0	3	0.934782608695652	Inf	0.247058823529412
10013	HDAC6	uc004dks.1	uc011mmi.1	0	1	1	43	1	0	9.66666666666667
10013	HDAC6	uc004dks.1	uc004dkx.1	0	1	1	43	1	0	9.66666666666667
100170229	SRRM5	uc010xwr.1	uc002oxb.2	0	5	4	82	1	0	1.66666666666667
100271836	LOC100271836	uc002diu.1	uc002diz.1	0	5	1	40	1	0	2.45454545454545
10040	TOM1L1	uc002iud.2	uc002iuc.2	0	4	1	41	1	0	3.07407407407407
10043	TOM1	uc003ann.2	uc011aml.1	0	10	1	35	1	0	1.12698412698413
10060	ABCC9	uc001rfj.1	uc001rfh.2	1	18	0	27	0.41304347826087	Inf	4.45945945945946
10062	NR1H3	uc009ylm.2	uc001nep.2	0	3	1	37	1	0	3.57142857142857
10062	NR1H3	uc009ylm.2	uc001nek.2	0	8	6	76	1	0	0.692307692307692
10069	RWDD2B	uc002yms.2	uc002ymu.2	0	10	4	111	1	0	1.17989417989418
1008	CDH10	uc003jgr.1	uc011cnu.1	0	29	1	16	1	0	0.186440677966102
10096	ACTR3	uc002tkx.1	uc010yyd.1	0	8	2	36	1	0	0.858823529411765
10112	KIF20A	uc003lcj.2	uc011cyo.1	0	2	2	42	1	0	3.4
10113	PREB	uc002rix.1	uc002riy.1	0	1	1	44	1	0	9.88888888888889
10123	ARL4C	uc002vvn.2	uc002vvm.3	0	1	1	44	1	0	9.88888888888889
10124	ARL4A	uc003ssr.2	uc003sss.2	0	1	1	44	1	0	9.88888888888889
10129	FRY	uc010tdx.1	uc001uty.2	0	20	1	25	1	0	0.414634146341463
10137	RBM12	uc002xdr.2	uc002xds.2	0	2	2	42	1	0	3.4
10150	MBNL2	uc001vna.2	uc001vnb.2	1	18	0	27	0.41304347826087	Inf	4.45945945945946
10156	RASA4	uc011kld.1	uc011klb.1	1	14	0	31	0.326086956521739	Inf	6.51724137931035
10159	ATP6AP2	uc004det.2	uc004deu.1	0	1	2	43	1	0	5.8
10164	CHST4	uc002fan.2	uc002fao.2	0	1	1	44	1	0	9.88888888888889
10168	ZNF197	uc003cnn.2	uc003cnm.2	0	1	1	44	1	0	9.88888888888889
101	ADAM8	uc010quz.1	uc009ybi.2	0	3	1	42	1	0	4.04761904761905
1021	CDK6	uc011khw.1	uc010lez.2	4	48	1	37	0.293213302210176	3.05004575992526	2.31958762886598
1021	CDK6	uc010lez.2	uc011khw.1	0	19	1	22	1	0	0.384615384615385
10221	TRIB1	uc011lis.1	uc010mdn.2	0	2	2	42	1	0	3.4
10231	RCAN2	uc003oyc.1	uc003oyb.1	0	21	1	24	1	0	0.37984496124031
10236	HNRNPR	uc001bgs.3	uc001bgo.2	0	5	2	39	1	0	1.43636363636364
10238	DCAF7	uc002jbc.2	uc002jbb.2	2	11	2	75	0.0982177450600542	6.58310228262281	6.56521739130435
10239	AP3S2	uc002boq.3	uc010bnt.2	0	6	1	39	1	0	2.02564102564103
10242	KCNMB2	uc011bqa.1	uc003fjd.2	1	29	0	16	0.652173913043478	Inf	1.67796610169492
10251	SPRY3	uc004fnq.1	uc010nvl.1	1	2	4	39	0.297760210803689	4.6075453064638	5.26666666666667
10257	ABCC4	uc001vmd.3	uc010tih.1	1	22	0	23	0.5	Inf	3.13333333333333
10272	FSTL3	uc002lpk.1	uc010drt.1	0	1	1	44	1	0	9.88888888888889
10277	UBE4B	uc001aqr.3	uc001aqu.2	1	16	2	27	0.759288537549407	0.846836197609218	1
10280	SIGMAR1	uc003zvb.2	uc003zva.3	0	1	1	44	1	0	9.88888888888889
10296	MAEA	uc003gda.2	uc010ibt.2	0	7	1	38	1	0	1.71111111111111
10299	MARCH6	uc003jet.1	uc003jeu.1	0	10	2	34	1	0	0.657142857142857
10312	TCIRG1	uc001one.2	uc001ong.2	0	1	1	43	1	0	9.66666666666667
10312	TCIRG1	uc001one.2	uc009ysd.2	0	1	1	43	1	0	9.66666666666667
10332	CLEC4M	uc010xjw.1	uc002mia.2	0	2	1	43	1	0	5.8
10335	MRVI1	uc001miw.2	uc010rcb.1	1	12	0	33	0.282608695652174	Inf	8.04
103	ADAR	uc001ffk.2	uc001ffj.2	0	5	1	40	1	0	2.45454545454545
10425	ARIH2	uc010hkl.2	uc003cvf.2	0	6	1	39	1	0	2.02564102564103
10458	BAIAP2	uc002jzd.2	uc002jzf.2	0	10	1	35	1	0	1.12698412698413
10469	TIMM44	uc002miz.2	uc002mja.2	0	2	1	43	1	0	5.8
10474	TADA3	uc003bsx.1	uc010hcn.1	0	1	1	44	1	0	9.88888888888889
10479	SLC9A6	uc004ezk.2	uc004ezj.2	1	12	1	32	0.489855072463768	2.60177846280172	2.6
10480	EIF3M	uc001mtu.2	uc010ref.1	0	2	1	43	1	0	5.8
10487	CAP1	uc001cfa.3	uc010oje.1	0	1	1	44	1	0	9.88888888888889
10491	CRTAP	uc003cfl.3	uc003cfm.2	0	4	1	41	1	0	3.07407407407407
10492	SYNCRIP	uc003pla.2	uc003pkz.2	1	15	2	73	0.44417006214759	2.40322845980144	2.84516129032258
10513	APPBP2	uc002iys.1	uc010ddl.1	0	9	2	35	1	0	0.747368421052632
10514	MYBBP1A	uc002fxz.3	uc010vsa.1	0	2	1	42	1	0	5.66666666666667
10514	MYBBP1A	uc002fxz.3	uc002fya.3	0	2	1	42	1	0	5.66666666666667
10526	IPO8	uc001rjd.2	uc010sjt.1	2	10	0	34	0.0637681159420289	Inf	16.4285714285714
10559	SLC35A1	uc011dzj.1	uc011dzi.1	0	8	2	54	1	0	1.28235294117647
10560	SLC19A2	uc001gge.3	uc001ggf.3	0	1	2	43	1	0	5.8
10579	TACC2	uc001lgb.2	uc001lfx.2	1	23	1	21	0.776811594202899	0.914856289873867	0.914893617021277
10585	POMT1	uc011mcj.1	uc011mck.1	0	3	1	42	1	0	4.04761904761905
10605	PAIP1	uc003joa.2	uc003joc.2	1	5	0	40	0.130434782608696	Inf	22.0909090909091
10612	TRIM3	uc001mdi.2	uc010raj.1	0	7	1	38	1	0	1.71111111111111
10623	POLR3C	uc001eoh.2	uc001eog.2	0	5	2	57	1	0	2.09090909090909
10625	IVNS1ABP	uc001grl.2	uc001gri.2	0	2	1	43	1	0	5.8
10635	RAD51AP1	uc001qmu.2	uc001qmv.2	0	2	1	43	1	0	5.8
10640	EXOC5	uc001xct.2	uc001xcs.2	1	8	0	37	0.195652173913043	Inf	13.2352941176471
10650	SLMO1	uc002kra.2	uc010wzu.1	1	2	2	39	0.195107218363032	8.71316865675877	9.48
10664	CTCF	uc002etl.2	uc002etm.1	0	9	2	35	1	0	0.747368421052632
10681	GNB5	uc002abr.1	uc002abs.1	0	6	1	39	1	0	2.02564102564103
10737	RFPL3S	uc003amk.2	uc003aml.2	0	2	3	73	1	0	4.2
10753	CAPN9	uc001htz.1	uc009xfg.1	0	8	2	36	1	0	0.858823529411765
10755	GIPC1	uc002myt.2	uc002myy.2	0	2	1	43	1	0	5.8
10758	TRAF3IP2	uc003pvf.2	uc011ebb.1	0	3	1	42	1	0	4.04761904761905
10776	ARPP19	uc002acd.1	uc002ace.1	0	4	1	41	1	0	3.07407407407407
10780	ZNF234	uc002oym.2	uc002oyl.3	0	1	1	44	1	0	9.88888888888889
107	ADCY1	uc003tne.3	uc003tnd.2	3	51	6	31	0.97838383801101	0.308064919960312	0.329350261389096
10802	SEC24A	uc003kzs.2	uc011cxu.1	1	20	1	69	0.41025641025641	3.3910842404125	3.39024390243902
10806	SDCCAG8	uc001hzw.2	uc001hzx.2	4	54	1	30	0.427258334742311	2.20493597198982	1.67889908256881
10808	HSPH1	uc001utj.2	uc010tds.1	0	4	1	41	1	0	3.07407407407407
10811	NOXA1	uc004cmv.2	uc004cmu.2	0	2	2	42	1	0	3.4
1082	CGB	uc002plv.1	uc002plu.1	0	12	1	33	1	0	0.893333333333333
10844	TUBGCP2	uc001lmg.1	uc001lmf.1	0	7	1	38	1	0	1.71111111111111
10846	PDE10A	uc003quo.2	uc011egj.1	1	29	0	15	0.666666666666667	Inf	1.57627118644068
10855	HPSE	uc003hoj.3	uc011ccs.1	1	5	0	40	0.130434782608696	Inf	22.0909090909091
10865	ARID5A	uc002swe.2	uc002swf.2	0	1	1	44	1	0	9.88888888888889
10892	MALT1	uc002lhm.1	uc002lhn.1	0	17	2	71	1	0	0.817142857142857
10911	UTS2	uc001aos.2	uc001aor.2	0	14	1	30	1	0	0.701149425287356
10911	UTS2	uc001aor.2	uc001aos.2	0	14	1	30	1	0	0.701149425287356
10913	EDAR	uc002teq.3	uc010yws.1	0	33	3	55	1	0	0.236673773987207
10914	PAPOLA	uc001yfq.2	uc010twv.1	0	5	1	38	1	0	2.33333333333333
10914	PAPOLA	uc001yfq.2	uc001yfp.2	0	17	4	69	1	0	0.441269841269841
10916	MAGED2	uc004dtl.1	uc004dtk.1	0	2	1	42	1	0	5.66666666666667
10928	RALBP1	uc002koc.2	uc002kob.2	1	8	2	69	0.30434518013632	4.18778482945697	4.90588235294118
10940	POP1	uc003yij.3	uc003yik.2	0	8	1	37	1	0	1.47058823529412
10942	PRSS21	uc002crr.2	uc002crs.2	0	1	1	44	1	0	9.88888888888889
10982	MAPRE2	uc002kyg.2	uc010xcb.1	1	16	0	29	0.369565217391304	Inf	5.36363636363636
10994	ILVBL	uc002nam.2	uc010dzw.2	0	7	2	81	1	0	2.17333333333333
1101	CHAD	uc010dbs.2	uc010dbr.2	0	1	1	40	1	0	9
1101	CHAD	uc010dbr.2	uc010dbs.2	0	3	6	81	1	0	1.79120879120879
11026	LILRA3	uc002qfd.2	uc010erk.2	0	1	1	44	1	0	9.88888888888889
11044	PAPD7	uc003jdx.1	uc010itl.1	2	20	1	68	0.14387784500144	6.61787842360654	5.56910569105691
11100	HNRNPUL1	uc010ehn.2	uc010eho.2	0	5	1	40	1	0	2.45454545454545
11112	HIBADH	uc003szf.2	uc003szg.2	0	9	1	36	1	0	1.28070175438596
11122	PTPRT	uc010ggi.2	uc002xkg.2	1	45	1	17	0.924107142857143	0.384480949983193	0.384615384615385
11127	KIF3A	uc003kxo.2	uc003kxm.2	0	7	2	82	1	0	2.2
11136	SLC7A9	uc002ntt.3	uc002ntv.3	0	10	1	35	1	0	1.12698412698413
11142	PKIG	uc002xmh.2	uc002xmi.2	1	28	4	58	0.860852006919423	0.521166111339512	0.684210526315789
11147	HHLA3	uc001dfb.2	uc001dfc.2	0	1	1	44	1	0	9.88888888888889
1114	CHGB	uc002wmg.2	uc010zqz.1	1	6	2	82	0.215672716796312	6.54792218331211	7.61538461538461
11154	AP4S1	uc010amh.2	uc001wqw.3	0	7	1	38	1	0	1.71111111111111
11167	FSTL1	uc003eds.2	uc011bjh.1	0	12	1	33	1	0	0.893333333333333
11171	STRAP	uc001rdc.3	uc001rdd.3	0	3	1	42	1	0	4.04761904761905
11177	BAZ1A	uc001wsk.2	uc001wsl.2	1	12	0	33	0.282608695652174	Inf	8.04
11188	NISCH	uc011beg.1	uc003dec.1	0	5	2	39	1	0	1.43636363636364
11194	ABCB8	uc003wik.3	uc003wij.3	0	3	1	42	1	0	4.04761904761905
11196	SEC23IP	uc001leu.1	uc009xzk.1	0	4	1	41	1	0	3.07407407407407
111	ADCY5	uc003egh.1	uc003egg.1	1	26	0	19	0.58695652173913	Inf	2.20754716981132
11218	DDX20	uc001ebs.2	uc010owf.1	0	1	3	42	1	0	4.04761904761905
11219	TREX2	uc010nud.1	uc011myp.1	0	1	1	43	1	0	9.66666666666667
11219	TREX2	uc011myp.1	uc010nue.1	0	1	1	43	1	0	9.66666666666667
11230	PRAF2	uc004dmi.2	uc004dmh.2	0	4	1	41	1	0	3.07407407407407
11237	RNF24	uc002wkj.2	uc002wki.2	0	10	1	35	1	0	1.12698412698413
112609	MRAP2	uc010kbo.2	uc003pkg.3	0	11	1	34	1	0	1
11269	DDX19B	uc002eyo.2	uc010vlx.1	0	7	1	38	1	0	1.71111111111111
11276	SYNRG	uc002hoa.2	uc002hob.2	0	16	2	28	1	0	0.345454545454545
11279	KLF8	uc011mop.1	uc004dur.2	0	14	1	31	1	0	0.724137931034483
112	ADCY6	uc001rsj.3	uc001rsi.3	0	6	5	87	1	0	1.22377622377622
11314	CD300A	uc002jkw.2	uc010dfr.2	1	5	0	38	0.136363636363636	Inf	21
113174	SAAL1	uc001mnr.2	uc001mns.2	1	2	0	43	0.0652173913043478	Inf	52.2
113251	LARP4	uc001rwm.2	uc001rws.1	0	9	1	36	1	0	1.28070175438596
11325	DDX42	uc002jbv.2	uc010wps.1	0	8	2	36	1	0	0.858823529411765
113277	TMEM106A	uc010whz.1	uc002idn.1	0	1	1	44	1	0	9.88888888888889
113835	ZNF257	uc010ecy.2	uc010ecx.2	0	15	1	30	1	0	0.655913978494624
113878	DTX2	uc003uff.3	uc003ufn.3	0	10	1	35	1	0	1.12698412698413
114134	SLC2A13	uc010skm.1	uc001rmf.2	1	24	0	21	0.543478260869565	Inf	2.63265306122449
114299	PALM2	uc004beh.3	uc004beg.2	1	25	0	19	0.577777777777778	Inf	2.29411764705882
114801	TMEM200A	uc010kfi.2	uc003qca.2	1	17	0	28	0.391304347826087	Inf	4.88571428571429
114803	MYSM1	uc009wab.1	uc001czc.2	0	9	2	80	1	0	1.69473684210526
114804	RNF157	uc002jra.2	uc002jqz.2	1	12	2	30	0.65045806906272	1.2436152568158	1.464
114804	RNF157	uc002jqz.2	uc002jra.2	0	13	2	62	1	0	0.925925925925926
114836	SLAMF6	uc010pjh.1	uc009wtm.1	1	10	0	35	0.239130434782609	Inf	10.1428571428571
114879	OSBPL5	uc001lxk.2	uc009ydx.2	0	12	1	33	1	0	0.893333333333333
114882	OSBPL8	uc001syf.1	uc001sye.1	2	51	1	37	0.62386302835741	1.44527600256067	1.21359223300971
114897	C1QTNF1	uc002jwp.2	uc002jwq.2	0	7	1	38	1	0	1.71111111111111
114908	TMEM123	uc001pha.2	uc009yxc.2	0	3	1	42	1	0	4.04761904761905
115019	SLC26A9	uc001hdq.2	uc001hdn.2	0	5	1	39	1	0	2.39393939393939
115019	SLC26A9	uc001hdm.2	uc001hdn.2	0	5	1	39	1	0	2.39393939393939
115111	SLC26A7	uc003yfa.2	uc003yey.2	0	31	1	14	1	0	0.153439153439153
115196	ZNF554	uc002lwm.2	uc002lwl.2	0	3	1	42	1	0	4.04761904761905
115290	FBXO17	uc002okg.1	uc002okf.1	0	3	1	42	1	0	4.04761904761905
115294	PCMTD1	uc003xqx.3	uc011ldo.1	0	10	1	35	1	0	1.12698412698413
115426	UHRF2	uc003zjy.2	uc003zkb.2	0	8	1	37	1	0	1.47058823529412
115509	ZNF689	uc002dyx.2	uc010bzy.2	0	1	2	43	1	0	5.8
115948	CCDC151	uc002mrs.2	uc010dxz.2	0	4	1	41	1	0	3.07407407407407
116071	BATF2	uc001ocf.1	uc001oce.1	0	1	1	44	1	0	9.88888888888889
116412	ZNF837	uc002qsm.2	uc002qsl.3	0	6	3	82	1	0	1.81318681318681
116443	GRIN3A	uc004bbo.1	uc004bbp.1	1	25	0	20	0.565217391304348	Inf	2.41176470588235
116969	ART5	uc001lyc.1	uc001lyd.2	0	2	1	43	1	0	5.8
