GeneId	Symbol	Normal_transcript	Tumor_transcript	MS	M	S	N	p.o	OR	eOR
1000	CDH2	uc010xbn.1	uc002kwg.2	0	65	2	73	1	0	0.224427480916031
100129482	ZNF37B	uc001jaa.3	uc001jac.3	0	7	1	87	1	0	3.88888888888889
100130522	LOC100130522	uc010xfo.1	uc002lnx.2	0	4	1	89	1	0	6.62962962962963
100130522	LOC100130522	uc010xfo.1	uc010xfn.1	0	4	1	89	1	0	6.62962962962963
100131814	C6orf217	uc010kgo.2	uc010kgm.2	1	34	0	60	0.368421052631579	Inf	5.26086956521739
100132923	FAM66D	uc011kxo.1	uc011kxp.1	1	47	2	45	0.882852292020374	0.482328786967158	0.574736842105263
100190939	LOC100190939	uc001vae.2	uc010tfr.1	0	3	3	89	1	0	3.6530612244898
10025	MED16	uc002lqe.2	uc010drw.1	0	9	1	85	1	0	3
100288778	LOC100288778	uc010sdg.1	uc010sdd.1	0	12	1	82	1	0	2.2
100302692	NCRNA00182	uc010nlq.1	uc004ebr.1	0	39	1	55	1	0	0.468354430379747
10042	HMGXB4	uc003anl.2	uc003ank.2	1	10	1	83	0.219260918253079	7.96089445390821	7.95238095238095
10043	TOM1	uc003ann.2	uc011ami.1	0	10	1	84	1	0	2.68253968253968
10049	DNAJB6	uc003wnk.2	uc011kvz.1	0	26	4	111	1	0	0.467505241090147
10066	SCAMP2	uc002azb.1	uc002aza.1	0	19	6	161	1	0	0.637080867850099
10068	IL18BP	uc001orf.1	uc001ori.2	0	2	3	135	1	0	7.74285714285714
10099	TSPAN3	uc002bcj.2	uc010bkx.2	0	4	2	135	1	0	6.02222222222222
100	ADA	uc002xmj.2	uc010ggt.2	0	4	1	90	1	0	6.7037037037037
1010	CDH12	uc011cno.1	uc010iuc.2	1	78	0	16	0.831578947368421	Inf	0.630573248407643
10121	ACTR1A	uc001kvv.2	uc010qqo.1	0	4	3	134	1	0	4.26984126984127
10129	FRY	uc001uty.2	uc001utx.2	0	22	1	72	1	0	1.07407407407407
10131	TRAP1	uc002cvt.3	uc002cvs.2	0	10	1	84	1	0	2.68253968253968
10146	G3BP1	uc003lun.2	uc003luq.2	0	4	1	90	1	0	6.7037037037037
10164	CHST4	uc002fao.2	uc002fan.2	0	1	1	93	1	0	20.7777777777778
10166	SLC25A15	uc001uxn.2	uc010tfb.1	1	9	3	128	0.257368626045377	4.64586986769729	5.79699248120301
10171	RCL1	uc003zis.2	uc010mhl.1	0	14	1	80	1	0	1.85057471264368
1018	CDK3	uc010dgt.2	uc002jqg.3	0	6	1	88	1	0	4.53846153846154
10193	RNF41	uc001skf.1	uc001skg.1	0	8	3	158	1	0	2.66386554621849
10196	PRMT3	uc001mqb.2	uc010rdn.1	1	20	2	72	0.531669255499765	1.78723300793711	2.1219512195122
10207	INADL	uc001dab.2	uc009waf.1	1	51	0	43	0.547368421052632	Inf	2.53398058252427
10227	MFSD10	uc003gfz.2	uc003ggb.1	0	1	1	93	1	0	20.7777777777778
10230	NBR2	uc010czb.1	uc002idg.2	0	7	1	87	1	0	3.88888888888889
10239	AP3S2	uc002boq.3	uc002bos.3	1	21	3	122	0.480965823583409	1.92592481059631	2.44186046511628
10241	CALCOCO2	uc002iof.2	uc010wlq.1	0	11	1	83	1	0	2.42028985507246
10242	KCNMB2	uc003fjd.2	uc003fjf.2	0	47	1	47	1	0	0.333333333333333
10260	DENND4A	uc002aph.2	uc002api.2	2	38	0	100	0.0801644398766701	Inf	13.0519480519481
10270	AKAP8	uc002nav.2	uc010dzy.2	0	9	2	130	1	0	2.74736842105263
10276	NET1	uc001iib.2	uc001iia.2	1	6	0	87	0.074468085106383	Inf	40.3846153846154
10276	NET1	uc001iib.2	uc010qar.1	0	12	3	125	1	0	1.43428571428571
10285	SMNDC1	uc001kzc.3	uc001kzb.2	0	3	1	91	1	0	8.71428571428571
10309	CCNO	uc003jpw.2	uc003jpv.2	0	1	1	93	1	0	20.7777777777778
10311	DSCR3	uc002ywf.1	uc011aeh.1	0	6	1	88	1	0	4.53846153846154
10318	TNIP1	uc003ltj.2	uc011dcn.1	0	18	5	146	1	0	0.71990171990172
10322	SMYD5	uc002siw.2	uc002six.1	1	2	0	92	0.031578947368421	Inf	111
10329	TMEM5	uc001srs.1	uc001srq.1	0	4	1	90	1	0	6.7037037037037
10390	CEPT1	uc001eai.1	uc009wfz.1	0	12	4	151	1	0	1.34666666666667
103910	MYL12B	uc010wyv.1	uc002klt.3	0	3	1	91	1	0	8.71428571428571
10393	ANAPC10	uc003ijv.3	uc003ijw.3	0	17	1	76	1	0	1.45714285714286
10393	ANAPC10	uc003ijw.3	uc003ijv.3	0	18	2	108	1	0	1.17297297297297
10397	NDRG1	uc003yug.2	uc003yue.1	0	28	7	205	1	0	0.480701754385965
10427	SEC24B	uc011cfr.1	uc003hzl.2	0	17	1	77	1	0	1.47619047619048
10434	LYPLA1	uc003xry.2	uc003xrz.2	0	15	3	123	1	0	1.13824884792627
10439	OLFM1	uc004cfl.3	uc010nar.2	0	21	2	117	1	0	1.09302325581395
10443	N4BP2L2	uc001uuk.3	uc010abe.1	1	19	1	73	0.382063601006634	3.77038447240533	3.76923076923077
10443	N4BP2L2	uc001uuk.3	uc001uul.1	1	21	1	88	0.358558558558559	4.11732842946073	4.11627906976744
10447	FAM3C	uc010lkm.2	uc003vjx.2	0	9	3	127	1	0	1.91729323308271
10457	GPNMB	uc003swc.2	uc003swa.2	2	19	2	116	0.108286025985342	5.97995051201191	5.97435897435897
10457	GPNMB	uc003swc.2	uc011jyz.1	0	11	2	105	1	0	1.83478260869565
10461	MERTK	uc002thk.1	uc002thl.1	1	41	5	120	0.829506319446094	0.586983963992448	0.791894852135816
10466	COG5	uc003vec.2	uc003ved.2	0	37	1	57	1	0	0.511111111111111
10491	CRTAP	uc003cfl.3	uc003cfn.2	0	3	1	91	1	0	8.71428571428571
10522	DEAF1	uc001lqq.1	uc009ycf.1	0	9	1	85	1	0	3
10524	KAT5	uc001ofi.2	uc001ofk.2	0	1	1	91	1	0	20.3333333333333
10524	KAT5	uc001ofi.2	uc010roo.1	0	1	1	91	1	0	20.3333333333333
10524	KAT5	uc001ofi.2	uc001ofj.2	0	1	1	91	1	0	20.3333333333333
10531	PITRM1	uc001igt.1	uc001igs.1	1	13	3	123	0.347072643376889	3.11476102229137	3.92063492063492
10531	PITRM1	uc001igt.1	uc009xhv.1	0	7	1	86	1	0	3.84444444444444
10533	ATG7	uc003bwc.2	uc011aum.1	0	35	1	59	1	0	0.55868544600939
10544	PROCR	uc002xbt.2	uc010zuw.1	0	1	3	91	1	0	8.71428571428571
10553	HTATIP2	uc009yia.1	uc009yib.1	0	4	1	90	1	0	6.7037037037037
10556	RPP30	uc010qnj.1	uc009xtx.2	0	3	1	91	1	0	8.71428571428571
10574	CCT7	uc002siz.2	uc002sja.2	0	2	1	92	1	0	12.3333333333333
10575	CCT4	uc002sbo.2	uc010ypr.1	0	8	1	86	1	0	3.3921568627451
10587	TXNRD2	uc002zqj.1	uc002zqn.1	0	12	2	98	1	0	1.576
10587	TXNRD2	uc002zqj.1	uc011ahc.1	0	11	1	82	1	0	2.39130434782609
10622	POLR3G	uc011cuc.1	uc003kjq.2	3	12	13	122	0.202764456627439	2.32896099290335	2.54074074074074
10627	MYL12A	uc002kls.2	uc002klr.2	0	2	1	92	1	0	12.3333333333333
10636	RGS14	uc003mgh.2	uc003mgf.2	0	2	1	92	1	0	12.3333333333333
10637	LEFTY1	uc010pvj.1	uc001hpo.2	0	5	1	67	1	0	4.09090909090909
10637	LEFTY1	uc001hpo.2	uc010pvj.1	5	8	36	89	0.331875695858858	1.53994572880531	1.58662369057212
10650	SLMO1	uc010wzu.1	uc002kra.2	0	8	3	127	1	0	2.14285714285714
10666	CD226	uc002lkm.3	uc010dqo.2	0	15	1	79	1	0	1.70967741935484
10682	EBP	uc004djx.3	uc004djz.2	0	5	2	133	1	0	4.85454545454545
10694	CCT8	uc002ynb.2	uc010glm.2	0	1	1	93	1	0	20.7777777777778
10715	LASS1	uc010ebx.2	uc002nkj.2	0	7	1	87	1	0	3.88888888888889
10767	HBS1L	uc003qez.2	uc011ecz.1	0	13	1	81	1	0	2.01234567901235
10806	SDCCAG8	uc001hzy.1	uc010pyk.1	0	31	1	62	1	0	0.661375661375661
10806	SDCCAG8	uc001hzy.1	uc010pyl.1	0	31	1	62	1	0	0.661375661375661
10813	UTP14A	uc004euz.2	uc011mup.1	0	4	2	135	1	0	6.02222222222222
10826	C5orf4	uc003lvs.3	uc011dde.1	0	8	8	125	1	0	0.868512110726644
10827	FAM114A2	uc003lvc.2	uc011dda.1	0	15	2	124	1	0	1.60645161290323
10874	NMU	uc010igw.1	uc010igv.1	0	9	1	85	1	0	3
10879	SMR3B	uc011cas.1	uc003hfh.2	0	6	1	88	1	0	4.53846153846154
10892	MALT1	uc002lhn.1	uc002lhm.1	0	18	2	120	1	0	1.3027027027027
10901	DHRS4	uc001wla.2	uc010akz.2	0	5	1	87	1	0	5.3030303030303
10901	DHRS4	uc001wla.2	uc001wlb.2	0	5	2	87	1	0	3.18181818181818
10908	PNPLA6	uc002mgs.2	uc002mgt.1	0	3	3	115	1	0	4.71428571428571
10916	MAGED2	uc004dtk.1	uc004dtn.1	0	8	6	126	1	0	1.1447963800905
10930	APOBEC2	uc010jxf.2	uc003opl.2	0	3	1	91	1	0	8.71428571428571
10943	MSL3	uc004cuy.2	uc004cux.2	0	3	1	90	1	0	8.61904761904762
10943	MSL3	uc004cuy.2	uc004cuw.2	0	3	1	90	1	0	8.61904761904762
10965	ACOT2	uc001xon.3	uc001xom.2	0	2	2	137	1	0	11
10994	ILVBL	uc002nam.2	uc010xof.1	0	2	3	135	1	0	7.74285714285714
11010	GLIPR1	uc001sxs.2	uc009zsb.1	0	4	1	90	1	0	6.7037037037037
11021	RAB35	uc001txm.1	uc010szg.1	0	2	1	92	1	0	12.3333333333333
11024	LILRA1	uc010yfh.1	uc002qgh.1	0	2	1	92	1	0	12.3333333333333
11047	ADRM1	uc002ycn.2	uc002yco.2	0	2	2	125	1	0	10.04
11069	RAPGEF4	uc002uhw.3	uc002uhv.3	2	66	1	71	0.47842173466196	2.14015801030315	1.79197994987469
11078	TRIOBP	uc003atv.2	uc010gxh.2	0	6	1	86	1	0	4.43589743589744
11078	TRIOBP	uc003atw.2	uc003atv.2	0	43	5	137	1	0	0.28735632183908
11100	HNRNPUL1	uc010ehn.2	uc002oqe.3	0	9	1	85	1	0	3
11108	PRDM4	uc001tmp.2	uc010sww.1	0	5	1	89	1	0	5.42424242424242
11112	HIBADH	uc003szf.2	uc003szh.2	0	15	2	78	1	0	1.01290322580645
11117	EMILIN1	uc002rii.3	uc002rik.3	0	3	3	135	1	0	5.53061224489796
11118	BTN3A2	uc003nhp.2	uc011dke.1	0	3	1	91	1	0	8.71428571428571
11124	FAF1	uc009vyx.1	uc010onc.1	1	87	1	51	0.863720452209661	0.588580338643114	0.588571428571429
11126	CD160	uc001eol.1	uc001eom.1	0	4	2	89	1	0	3.97777777777778
1113	CHGA	uc010aum.2	uc001ybc.3	0	1	1	93	1	0	20.7777777777778
11145	PLA2G16	uc009you.1	uc001nxh.2	0	7	2	86	1	0	2.30666666666667
1114	CHGB	uc010zqz.1	uc002wmg.2	0	4	2	89	1	0	3.97777777777778
11155	LDB3	uc009xta.1	uc010qmm.1	0	5	1	89	1	0	5.42424242424242
11168	PSIP1	uc003zlw.3	uc003zlz.3	0	5	3	87	1	0	2.27272727272727
1116	CHI3L1	uc001gzi.2	uc001gzl.3	0	2	1	92	1	0	12.3333333333333
11177	BAZ1A	uc001wsl.2	uc001wsk.2	1	18	1	93	0.309260429835651	5.05596862945526	5.05405405405405
11179	ZNF277	uc003vge.2	uc003vgg.2	0	14	2	79	1	0	1.09655172413793
1119	CHKA	uc001onj.2	uc001onk.2	0	10	1	84	1	0	2.68253968253968
11209	MST1P2	uc010ocg.1	uc009vow.2	0	1	1	93	1	0	20.7777777777778
11221	DUSP10	uc001hmy.1	uc001hmz.1	0	7	1	87	1	0	3.88888888888889
11226	GALNT6	uc001ryk.2	uc001ryj.1	0	23	3	141	1	0	0.860182370820669
11232	POLG2	uc002jei.2	uc010deg.1	0	2	1	92	1	0	12.3333333333333
112398	EGLN2	uc002opg.3	uc002opi.2	0	8	3	118	1	0	1.99159663865546
11244	ZHX1	uc003yqe.2	uc003yqg.2	0	7	1	87	1	0	3.88888888888889
11261	CHP	uc001znl.2	uc010bcd.1	0	11	6	138	1	0	0.926421404682274
11269	DDX19B	uc002eyo.2	uc002eyq.2	1	18	0	76	0.2	Inf	12.4054054054054
11272	PRR4	uc001qyz.3	uc009zhp.2	0	34	1	60	1	0	0.584541062801932
112770	C1orf85	uc001foh.2	uc001foj.2	0	2	3	135	1	0	7.74285714285714
11282	MGAT4B	uc003mks.2	uc003mkp.2	0	4	4	161	1	0	3.98765432098765
11314	CD300A	uc002jkv.2	uc010dfs.2	0	12	3	125	1	0	1.43428571428571
11315	PARK7	uc001aox.3	uc001aou.3	0	2	2	109	1	0	8.76
113178	SCAMP4	uc002luj.2	uc002luk.2	0	2	1	91	1	0	12.2
113178	SCAMP4	uc002luj.2	uc010dss.2	1	6	2	131	0.143603378167032	10.4306045565626	12.1384615384615
113201	CASC4	uc001ztp.2	uc001ztq.2	5	46	11	124	0.458823313656632	1.223865017544	1.2805049088359
11320	MGAT4A	uc002sze.2	uc010fil.2	0	15	1	78	1	0	1.68817204301075
11320	MGAT4A	uc002sze.2	uc010yvm.1	0	22	2	116	1	0	1.03555555555556
113540	CMTM1	uc002epi.3	uc002epk.3	0	1	1	93	1	0	20.7777777777778
113622	ADPRHL1	uc001vtp.1	uc001vtq.1	0	11	1	83	1	0	2.42028985507246
113691	MGC16703	uc002zty.3	uc010gss.1	0	2	1	91	1	0	12.2
113691	MGC16703	uc002zty.3	uc002ztx.3	0	2	1	91	1	0	12.2
114034	TOE1	uc009vxq.2	uc010olm.1	0	1	2	92	1	0	12.3333333333333
1140	CHRNB1	uc010vty.1	uc002ghb.2	0	9	3	157	1	0	2.36842105263158
114132	SIGLEC11	uc010ybi.1	uc010ybh.1	0	2	1	92	1	0	12.3333333333333
114299	PALM2	uc004beh.3	uc004bef.2	1	61	1	77	0.69136690647482	1.2601707918129	1.26016260162602
114327	EFHC1	uc003pap.3	uc011dww.1	0	17	1	77	1	0	1.47619047619048
114883	OSBPL9	uc001csz.2	uc001csy.2	0	25	1	67	1	0	0.882352941176471
114883	OSBPL9	uc001cst.2	uc001csy.2	0	25	1	67	1	0	0.882352941176471
114883	OSBPL9	uc001csv.2	uc001cta.2	0	25	1	67	1	0	0.882352941176471
114907	FBXO32	uc003yqr.2	uc003yqq.2	0	8	2	85	1	0	2.01176470588235
115273	RAB42	uc001bqv.2	uc001bqu.2	0	1	1	93	1	0	20.7777777777778
115948	CCDC151	uc010dxz.2	uc002mrr.2	0	6	1	88	1	0	4.53846153846154
115992	RNF166	uc002flk.2	uc002fll.2	0	3	4	134	1	0	4.26984126984127
116113	FOXP4	uc003oql.2	uc003oqm.2	0	8	1	86	1	0	3.3921568627451
116328	C8orf34	uc010lyz.2	uc010lyy.1	2	86	0	53	0.387841945288754	Inf	3.09248554913295
116461	TSEN15	uc001gqt.3	uc001gqu.3	0	5	4	160	1	0	3.24242424242424
116843	C6orf192	uc003qdw.1	uc010kgd.1	0	15	5	121	1	0	0.712609970674487
116985	ARAP1	uc010rre.1	uc001osr.2	0	22	2	105	1	0	0.937777777777778
116985	ARAP1	uc010rre.1	uc001oss.2	1	22	6	105	0.741238201534406	0.796725089087363	1.08205128205128
116	ADCYAP1	uc010dkg.2	uc010dkh.2	0	2	2	116	1	0	9.32
117153	MIA2	uc001wux.2	uc010amy.1	1	13	1	125	0.190647482014388	9.30260923764168	9.2962962962963
117157	SH2D1B	uc001gca.1	uc001gbz.1	0	6	3	132	1	0	2.91208791208791
117247	SLC16A10	uc003put.2	uc003pus.2	0	17	1	77	1	0	1.47619047619048
117608	ZNF354B	uc003mjm.2	uc003mjl.2	0	3	1	91	1	0	8.71428571428571
118426	LOH12CR1	uc001ral.2	uc009zhu.2	0	29	3	109	1	0	0.530266343825666
1186	CLCN7	uc002clv.2	uc002clu.2	0	4	1	90	1	0	6.7037037037037
118738	ZNF488	uc001jex.2	uc001jey.2	0	5	1	89	1	0	5.42424242424242
1188	CLCNKB	uc001axy.3	uc001axw.3	0	7	1	87	1	0	3.88888888888889
119710	C11orf74	uc001mwy.1	uc001mwz.1	0	15	2	78	1	0	1.01290322580645
1201	CLN3	uc002dpo.2	uc010vcv.1	0	7	1	86	1	0	3.84444444444444
1201	CLN3	uc002dpp.2	uc002dpm.2	0	7	1	86	1	0	3.84444444444444
120224	TMEM45B	uc001qfe.1	uc001qff.1	0	7	1	87	1	0	3.88888888888889
120534	C11orf46	uc001mso.1	uc001msp.2	0	4	3	134	1	0	4.26984126984127
121260	SLC15A4	uc001uhu.2	uc001uhv.2	0	11	3	161	1	0	2.00621118012422
122553	TRAPPC6B	uc001wut.1	uc001wuu.1	1	12	3	149	0.282093886812327	4.07816505073617	5.12571428571429
122616	C14orf79	uc001ypy.1	uc010tym.1	0	1	2	90	1	0	12.0666666666667
122616	C14orf79	uc001ypy.1	uc001ypz.1	0	1	2	90	1	0	12.0666666666667
122622	ADSSL1	uc001ypd.2	uc001ype.2	0	3	1	91	1	0	8.71428571428571
122773	KLHDC1	uc001www.2	uc010tqh.1	0	14	2	105	1	0	1.4551724137931
122809	SOCS4	uc001xbp.2	uc001xbo.2	0	3	1	91	1	0	8.71428571428571
122953	JDP2	uc001xrq.2	uc010tvb.1	0	3	4	86	1	0	2.74603174603175
122953	JDP2	uc001xrq.2	uc010tvc.1	0	3	2	86	1	0	4.94285714285714
123036	TC2N	uc001xzu.3	uc001xzt.3	0	19	1	75	1	0	1.29059829059829
123041	SLC24A4	uc010twn.1	uc001yai.2	0	33	1	61	1	0	0.611940298507463
123207	C15orf40	uc002bjm.2	uc010uoo.1	0	1	1	93	1	0	20.7777777777778
123264	OSTBETA	uc002aog.2	uc002aoh.2	0	3	1	91	1	0	8.71428571428571
1232	CCR3	uc003cpj.1	uc003cpg.1	0	13	1	81	1	0	2.01234567901235
123355	LRRC28	uc002bva.1	uc002bvb.1	0	18	1	76	1	0	1.37837837837838
123803	NTAN1	uc002ddd.2	uc010uzo.1	0	2	2	91	1	0	7.32
123811	C16orf63	uc002dec.1	uc002ded.1	1	3	0	91	0.0421052631578948	Inf	78.4285714285714
124056	NOXO1	uc002cnz.2	uc002coa.2	0	1	2	91	1	0	12.2
124056	NOXO1	uc002coa.2	uc002cnz.2	0	1	1	91	1	0	20.3333333333333
124221	PRSS30P	uc002crx.2	uc002crw.2	0	1	1	93	1	0	20.7777777777778
124460	SNX20	uc002egk.2	uc010vgp.1	0	4	3	134	1	0	4.26984126984127
124491	TMEM170A	uc002feb.2	uc002fee.1	0	4	2	135	1	0	6.02222222222222
124512	C17orf95	uc002jsr.2	uc002jsp.2	0	2	1	92	1	0	12.3333333333333
124583	CANT1	uc002jwj.2	uc002jwl.2	0	8	4	129	1	0	1.69281045751634
124599	CD300LB	uc002jkx.2	uc010wqz.1	0	1	1	93	1	0	20.7777777777778
124602	KIF19	uc002jkm.3	uc002jkl.2	1	11	0	83	0.126315789473684	Inf	21.7826086956522
124817	CNTD1	uc010wha.1	uc002ibm.3	1	8	12	190	0.442249033328967	1.97077969955128	2.68941176470588
124976	SPNS2	uc002fxx.2	uc002fxy.2	0	10	4	144	1	0	1.52910052910053
125144	NCRNA00188	uc002gqb.3	uc010vwg.1	1	12	4	124	0.38799589982902	2.55879679608453	3.32
125228	C18orf19	uc010dli.2	uc010dlj.2	0	17	1	77	1	0	1.47619047619048
126259	TMIGD2	uc002lzx.1	uc010dtv.1	0	6	4	144	1	0	2.47008547008547
126306	JSRP1	uc002lvi.1	uc002lvj.1	0	2	2	137	1	0	11
126321	C19orf28	uc010dtl.1	uc002lxz.2	0	7	1	86	1	0	3.84444444444444
126321	C19orf28	uc010dtl.1	uc002lxw.2	0	7	1	86	1	0	3.84444444444444
1263	PLK3	uc001cmo.2	uc001cmn.2	0	1	1	93	1	0	20.7777777777778
126432	RINL	uc002ojr.1	uc002ojq.2	0	3	1	91	1	0	8.71428571428571
126520	PLK5P	uc002ltf.2	uc002ltg.1	0	3	1	91	1	0	8.71428571428571
1267	CNP	uc002hyl.1	uc002hym.1	0	3	3	123	1	0	5.04081632653061
127002	ATXN7L2	uc001dxr.2	uc001dxt.2	0	3	1	91	1	0	8.71428571428571
127018	LYPLAL1	uc001hlq.3	uc001hlt.3	0	3	1	91	1	0	8.71428571428571
127435	PODN	uc001cuv.2	uc010ons.1	0	6	3	132	1	0	2.91208791208791
127495	LRRC39	uc001dsx.1	uc001dsy.1	0	6	1	88	1	0	4.53846153846154
127833	SYT2	uc009xaf.2	uc001gye.2	1	39	2	97	0.641888266600303	1.24160256365977	1.48101265822785
127833	SYT2	uc009xaf.2	uc010pqb.1	0	39	2	97	1	0	0.493670886075949
128061	C1orf131	uc001hul.2	uc001hum.2	0	3	1	91	1	0	8.71428571428571
128344	C1orf88	uc001eaw.2	uc001eax.2	0	2	1	92	1	0	12.3333333333333
128	ADH5	uc003hui.2	uc003huj.2	0	2	3	90	1	0	5.17142857142857
129138	ANKRD54	uc003auc.2	uc003aud.2	0	2	4	135	1	0	6.02222222222222
129303	TMEM150A	uc002spy.1	uc002spz.1	0	1	2	92	1	0	12.3333333333333
129401	NUP35	uc002upf.2	uc010zfs.1	0	10	1	84	1	0	2.68253968253968
129790	C7orf13	uc003wmm.2	uc003wmn.1	0	1	1	93	1	0	20.7777777777778
12	SERPINA3	uc001ydp.2	uc001yds.2	0	3	1	91	1	0	8.71428571428571
1302	COL11A2	uc010jul.1	uc003oda.2	0	5	1	89	1	0	5.42424242424242
1303	COL12A1	uc003pht.2	uc003phs.2	0	18	1	76	1	0	1.37837837837838
1307	COL16A1	uc001btk.1	uc001bti.1	1	19	2	146	0.317978500829666	3.79436838827757	4.50769230769231
130814	PQLC3	uc002rbc.2	uc010yjk.1	0	4	3	102	1	0	3.25396825396825
1308	COL17A1	uc001kxq.2	uc001kxr.2	0	11	1	83	1	0	2.42028985507246
130940	CCDC148	uc002tzr.2	uc010foj.1	0	37	1	56	1	0	0.502222222222222
130940	CCDC148	uc002tzq.2	uc010fok.1	0	37	1	56	1	0	0.502222222222222
131408	FAM131A	uc003foe.2	uc003foc.2	0	5	2	133	1	0	4.85454545454545
131450	CD200R1	uc003dzj.1	uc003dzk.1	0	11	1	83	1	0	2.42028985507246
132001	C3orf31	uc003bwj.2	uc003bwh.2	0	25	2	113	1	0	0.890196078431372
132014	IL17RE	uc003btw.2	uc003btx.2	0	2	2	91	1	0	7.32
133015	PACRGL	uc010iek.2	uc003gpv.2	0	10	1	84	1	0	2.68253968253968
133383	C5orf35	uc003jqx.2	uc003jqy.2	0	1	1	93	1	0	20.7777777777778
134145	FAM173B	uc003jeo.2	uc010itr.2	1	15	2	168	0.237671051135287	5.50304663497858	6.52258064516129
134285	TMEM171	uc003kcm.2	uc003kcn.3	0	3	2	90	1	0	5.17142857142857
134430	WDR36	uc003kpd.2	uc010jbu.2	0	3	1	91	1	0	8.71428571428571
1356	CP	uc003ewy.3	uc003ewx.3	0	8	2	131	1	0	3.09411764705882
135892	TRIM50	uc010lbd.1	uc003txz.1	0	1	1	93	1	0	20.7777777777778
136227	EMID2	uc003uyo.1	uc010lhy.1	0	38	1	56	1	0	0.489177489177489
136895	C7orf31	uc003sxn.1	uc003sxm.1	1	7	0	87	0.0842105263157896	Inf	35
137868	SGCZ	uc003wwq.2	uc010lss.2	1	80	0	14	0.852631578947368	Inf	0.540372670807453
138311	FAM69B	uc004cik.2	uc004cil.2	0	1	2	92	1	0	12.3333333333333
138649	ANKRD19	uc004ass.2	uc004asr.3	0	17	5	73	1	0	0.381818181818182
139065	SLITRK4	uc004fby.2	uc004fbx.2	0	1	1	93	1	0	20.7777777777778
1399	CRKL	uc002ztf.2	uc002ztg.1	0	19	4	136	1	0	0.777777777777778
140459	ASB6	uc004byf.1	uc011mbt.1	0	3	2	89	1	0	5.11428571428571
140459	ASB6	uc004byf.1	uc010myx.1	0	3	1	89	1	0	8.52380952380952
140461	ASB8	uc010slr.1	uc001rrh.2	0	3	1	91	1	0	8.71428571428571
140576	S100A16	uc001fcc.2	uc001fcd.1	0	2	4	135	1	0	6.02222222222222
140894	C20orf152	uc010gfp.1	uc002xes.1	1	8	0	85	0.095744680851064	Inf	30.1764705882353
140894	C20orf152	uc002xes.1	uc010gfp.1	0	8	1	85	1	0	3.35294117647059
140901	STK35	uc002wfw.3	uc010zpu.1	0	14	4	123	1	0	0.946360153256705
140	ADORA3	uc001ebh.3	uc001ebg.3	2	17	5	71	0.426253333346057	1.66039813869609	1.85714285714286
142686	ASB14	uc003dip.1	uc003diq.2	0	8	5	154	1	0	1.6524064171123
142689	ASB12	uc004dvq.1	uc004dvp.1	0	6	13	146	1	0	0.834757834757835
1429	CRYZ	uc001dgj.2	uc001dgl.2	0	6	1	88	1	0	4.53846153846154
1432	MAPK14	uc003olp.2	uc003olr.2	0	12	1	82	1	0	2.2
143458	LDLRAD3	uc001mwk.1	uc010rfa.1	0	23	1	71	1	0	1.01418439716312
143662	MUC15	uc001mqx.2	uc001mqw.2	0	1	1	93	1	0	20.7777777777778
144193	AMDHD1	uc009zth.1	uc001tel.1	1	5	11	124	0.419496110867233	2.23700932112265	2.95256916996047
144195	SLC2A14	uc001qto.2	uc001qtm.2	0	17	1	77	1	0	1.47619047619048
144347	FAM101A	uc001uge.1	uc001ugd.1	0	8	4	131	1	0	1.71895424836601
144404	TMEM120B	uc001ubc.3	uc009zxh.2	2	20	0	107	0.0279796511627907	Inf	26.219512195122
144423	GLT1D1	uc001uhy.1	uc001uhx.1	0	42	2	76	1	0	0.36
144811	C13orf31	uc001uzf.3	uc010acg.2	0	2	1	92	1	0	12.3333333333333
145376	C14orf50	uc001xhl.1	uc001xhm.1	0	4	1	90	1	0	6.7037037037037
1453	CSNK1D	uc002keg.1	uc002kei.2	1	14	11	160	0.647086088833919	1.03875273880788	1.44377811094453
145407	C14orf37	uc001xdc.2	uc010tro.1	7	74	2	57	0.185155407114499	2.67893487297537	2.31543624161074
145447	ABHD12B	uc010any.2	uc001wyq.2	0	5	1	89	1	0	5.42424242424242
1454	CSNK1E	uc003avk.2	uc003avq.1	1	43	1	95	0.531346351490236	2.19555617645363	2.19540229885057
145873	MESP2	uc010uqa.1	uc002bon.2	0	4	2	89	1	0	3.97777777777778
146225	CMTM2	uc010cdu.2	uc002ept.2	0	5	2	132	1	0	4.81818181818182
146225	CMTM2	uc002ept.2	uc010cdu.2	0	3	2	89	1	0	5.11428571428571
146227	BEAN	uc002eoq.2	uc002eop.1	0	16	4	155	1	0	1.04713804713805
146712	B3GNTL1	uc002kgg.1	uc002kgf.1	0	35	1	59	1	0	0.55868544600939
146722	CD300LF	uc002jlg.2	uc010wra.1	0	6	1	88	1	0	4.53846153846154
146754	DNAH2	uc010cnm.1	uc002giu.1	1	14	1	79	0.292273236282195	5.48599138640763	5.48275862068965
147372	CCBE1	uc002lib.2	uc010dpq.2	1	32	0	61	0.351063829787234	Inf	5.67692307692308
147372	CCBE1	uc002lia.2	uc010dpq.2	0	32	1	61	1	0	0.630769230769231
147645	VSIG10L	uc002pwd.2	uc002pwf.2	0	2	2	91	1	0	7.32
147650	NCRNA00085	uc002pxk.3	uc002pxl.3	0	1	1	93	1	0	20.7777777777778
147657	ZNF480	uc010ydl.1	uc010epn.2	0	7	1	87	1	0	3.88888888888889
