Tumor	GeneId	Symbol	Normal_transcript	Tumor_transcript	MS	M	S	N	p.o
thca	25894	PLEKHG4	uc002ess.3	uc010cef.2	NA	NA	NA	NA	NA
thca	25898	RCHY1	uc010iio.2	uc003hik.2	NA	NA	NA	NA	NA
thca	25900	IFFO1	uc001qpg.2	uc001qoz.1	NA	NA	NA	NA	NA
thca	25903	OLFML2B	uc001gbu.2	uc001gbt.2	NA	NA	NA	NA	NA
thca	25903	OLFML2B	uc001gbu.2	uc010pkq.1	NA	NA	NA	NA	NA
thca	25913	POT1	uc003vlm.2	uc003vlo.2	NA	NA	NA	NA	NA
thca	25913	POT1	uc003vlm.2	uc011koe.1	NA	NA	NA	NA	NA
thca	25917	THUMPD3	uc003brn.3	uc003bro.3	NA	NA	NA	NA	NA
thca	25917	THUMPD3	uc003bro.3	uc003brn.3	NA	NA	NA	NA	NA
thca	25926	NOL11	uc002jgd.1	uc010deu.1	NA	NA	NA	NA	NA
thca	25926	NOL11	uc002jgd.1	uc010wql.1	NA	NA	NA	NA	NA
thca	25929	GEMIN5	uc003lvx.3	uc011ddk.1	NA	NA	NA	NA	NA
thca	25934	NIPSNAP3A	uc004bch.1	uc011lvu.1	NA	NA	NA	NA	NA
thca	25936	NSL1	uc001hjn.2	uc001hjm.2	NA	NA	NA	NA	NA
thca	25939	SAMHD1	uc002xgh.1	uc010gft.1	NA	NA	NA	NA	NA
thca	25940	FAM98A	uc002rpa.1	uc010ynd.1	NA	NA	NA	NA	NA
thca	25941	C18orf10	uc002kzw.1	uc002kzx.1	NA	NA	NA	NA	NA
thca	25941	C18orf10	uc002kzw.1	uc010xci.1	NA	NA	NA	NA	NA
thca	25946	ZNF385A	uc001sfw.1	uc010sov.1	NA	NA	NA	NA	NA
thca	25950	RWDD3	uc009wdu.2	uc001drg.3	NA	NA	NA	NA	NA
thca	25950	RWDD3	uc009wdu.2	uc001dri.3	NA	NA	NA	NA	NA
thca	25950	RWDD3	uc009wdu.2	uc009wdv.2	NA	NA	NA	NA	NA
thca	25959	KANK2	uc002mqo.3	uc002mqm.2	NA	NA	NA	NA	NA
thca	25960	GPR124	uc003xkj.2	uc010lvy.2	NA	NA	NA	NA	NA
thca	25970	SH2B1	uc010vdc.1	uc002drj.2	NA	NA	NA	NA	NA
thca	25970	SH2B1	uc010vdc.1	uc010vdd.1	NA	NA	NA	NA	NA
thca	25977	NECAP1	uc001qtx.2	uc001qty.2	NA	NA	NA	NA	NA
thca	25983	NGDN	uc001wjy.2	uc001wka.2	NA	NA	NA	NA	NA
thca	25988	HINFP	uc001pvp.2	uc001pvq.2	NA	NA	NA	NA	NA
thca	25988	HINFP	uc001pvq.2	uc001pvp.2	NA	NA	NA	NA	NA
thca	25992	SNED1	uc002wah.1	uc002wal.2	NA	NA	NA	NA	NA
thca	25992	SNED1	uc002waj.1	uc002wah.1	NA	NA	NA	NA	NA
thca	25994	HIGD1A	uc003cmb.3	uc003cma.3	NA	NA	NA	NA	NA
thca	25999	CLIP3	uc002ocz.1	uc010eeq.1	NA	NA	NA	NA	NA
thca	26000	TBC1D10B	uc002dxt.2	uc002dxu.2	NA	NA	NA	NA	NA
thca	26000	TBC1D10B	uc002dxu.2	uc002dxt.2	NA	NA	NA	NA	NA
thca	26001	RNF167	uc002fzs.2	uc002fzy.2	NA	NA	NA	NA	NA
thca	26002	MOXD1	uc003qdf.2	uc003qde.2	NA	NA	NA	NA	NA
thca	26010	SPATS2L	uc002uvq.3	uc010fst.2	NA	NA	NA	NA	NA
thca	26013	L3MBTL	uc002xkn.1	uc010zwh.1	NA	NA	NA	NA	NA
thca	26022	TMEM98	uc002hhr.2	uc002hhq.2	NA	NA	NA	NA	NA
thca	26025	PCDHGA12	uc003lkt.1	uc011dba.1	NA	NA	NA	NA	NA
thca	26027	ACOT11	uc001cxl.1	uc001cxj.1	NA	NA	NA	NA	NA
thca	26033	ATRNL1	uc001lcf.2	uc009xyq.2	NA	NA	NA	NA	NA
thca	26037	SIPA1L1	uc010ttm.1	uc001xmv.2	NA	NA	NA	NA	NA
thca	26054	SENP6	uc003pie.3	uc003pid.3	NA	NA	NA	NA	NA
thca	26064	RAI14	uc010iur.2	uc003jir.2	NA	NA	NA	NA	NA
thca	26071	FAM127B	uc004eyf.2	uc004eyg.3	NA	NA	NA	NA	NA
thca	26073	POLDIP2	uc002haz.2	uc010wag.1	NA	NA	NA	NA	NA
thca	26085	KLK13	uc002pvn.2	uc010eoo.2	NA	NA	NA	NA	NA
thca	26085	KLK13	uc010eoo.2	uc010eon.2	NA	NA	NA	NA	NA
thca	26088	GGA1	uc003atc.2	uc003atd.2	NA	NA	NA	NA	NA
thca	26088	GGA1	uc003atc.2	uc003atf.2	NA	NA	NA	NA	NA
thca	26088	GGA1	uc003atd.2	uc003atf.2	NA	NA	NA	NA	NA
thca	26090	ABHD12	uc002wus.1	uc002wuu.1	NA	NA	NA	NA	NA
thca	26094	DCAF4	uc010ttr.1	uc001xni.2	NA	NA	NA	NA	NA
thca	26095	PTPN20B	uc001jfe.1	uc001jfm.1	NA	NA	NA	NA	NA
thca	26095	PTPN20B	uc001jfp.1	uc001jde.1	NA	NA	NA	NA	NA
thca	26097	C1orf77	uc001fcn.1	uc001fcm.1	NA	NA	NA	NA	NA
thca	26097	C1orf77	uc001fcn.1	uc001fcp.2	NA	NA	NA	NA	NA
thca	26099	C1orf144	uc001ayi.3	uc001ayk.3	NA	NA	NA	NA	NA
thca	26100	WIPI2	uc003sny.2	uc003soa.2	NA	NA	NA	NA	NA
thca	26108	PYGO1	uc002adf.1	uc010bfl.1	NA	NA	NA	NA	NA
thca	26135	SERBP1	uc001ddx.2	uc001ddv.2	NA	NA	NA	NA	NA
thca	26140	TTLL3	uc003btf.3	uc003btd.3	NA	NA	NA	NA	NA
thca	26140	TTLL3	uc003btf.3	uc003bth.3	NA	NA	NA	NA	NA
thca	26151	NAT9	uc002jlq.2	uc002jlr.2	NA	NA	NA	NA	NA
thca	26156	RSL1D1	uc010buw.2	uc002dbp.1	NA	NA	NA	NA	NA
thca	26164	GTPBP5	uc002yce.3	uc011aac.1	NA	NA	NA	NA	NA
thca	26206	SPAG8	uc003zyg.2	uc003zyf.2	NA	NA	NA	NA	NA
thca	26220	DGCR5	uc002zom.1	uc002zon.1	NA	NA	NA	NA	NA
thca	26230	TIAM2	uc003qqh.2	uc003qqe.2	NA	NA	NA	NA	NA
thca	26249	KLHL3	uc011cyc.1	uc011cyd.1	NA	NA	NA	NA	NA
thca	26258	PLDN	uc001zvq.2	uc001zvr.2	NA	NA	NA	NA	NA
thca	26258	PLDN	uc001zvr.2	uc001zvq.2	NA	NA	NA	NA	NA
thca	26260	FBXO25	uc003woy.2	uc003woz.2	NA	NA	NA	NA	NA
thca	26260	FBXO25	uc003wpa.2	uc003woy.2	NA	NA	NA	NA	NA
thca	26261	FBXO24	uc003uvm.1	uc011kka.1	NA	NA	NA	NA	NA
thca	26261	FBXO24	uc003uvn.1	uc011kka.1	NA	NA	NA	NA	NA
thca	26262	TSPAN17	uc003meu.2	uc003mes.3	NA	NA	NA	NA	NA
thca	26262	TSPAN17	uc003meu.2	uc003mew.2	NA	NA	NA	NA	NA
thca	26263	FBXO22	uc002bbk.2	uc002bbl.2	NA	NA	NA	NA	NA
thca	26268	FBXO9	uc003pbl.2	uc003pbm.2	NA	NA	NA	NA	NA
thca	26268	FBXO9	uc003pbm.2	uc003pbl.2	NA	NA	NA	NA	NA
thca	26277	TINF2	uc001wob.3	uc001woc.3	NA	NA	NA	NA	NA
thca	26279	PLA2G2D	uc001bcz.2	uc009vpo.2	NA	NA	NA	NA	NA
thca	26279	PLA2G2D	uc009vpo.2	uc001bcz.2	NA	NA	NA	NA	NA
thca	26281	FGF20	uc010lsv.1	uc003wxc.1	NA	NA	NA	NA	NA
thca	26284	ERAL1	uc002hcy.1	uc002hdb.1	NA	NA	NA	NA	NA
thca	26287	ANKRD2	uc009xvu.2	uc001knw.2	NA	NA	NA	NA	NA
thca	26353	HSPB8	uc001txb.2	uc001txc.2	NA	NA	NA	NA	NA
thca	26354	GNL3	uc003dfd.2	uc003dff.2	NA	NA	NA	NA	NA
thca	26468	LHX6	uc004blx.3	uc004bly.3	NA	NA	NA	NA	NA
thca	26468	LHX6	uc004bly.3	uc004blx.3	NA	NA	NA	NA	NA
thca	26505	CNNM3	uc002swy.2	uc002swz.2	NA	NA	NA	NA	NA
thca	26508	HEYL	uc010oiw.1	uc001cdp.2	NA	NA	NA	NA	NA
thca	26512	INTS6	uc001vfj.2	uc001vfk.2	NA	NA	NA	NA	NA
thca	26515	FXC1	uc001mdn.3	uc001mdo.3	NA	NA	NA	NA	NA
thca	26520	TIMM9	uc001xds.2	uc010aph.2	NA	NA	NA	NA	NA
thca	26528	DAZAP1	uc002lsn.2	uc002lso.2	NA	NA	NA	NA	NA
thca	26548	ITGB1BP2	uc004dzs.1	uc004dzr.1	NA	NA	NA	NA	NA
thca	26576	SRPK3	uc004fik.2	uc004fim.2	NA	NA	NA	NA	NA
thca	26578	OSTF1	uc004ajv.3	uc004ajw.3	NA	NA	NA	NA	NA
thca	26578	OSTF1	uc004ajv.3	uc004ajx.3	NA	NA	NA	NA	NA
thca	26579	MYEOV	uc001oov.2	uc001oox.2	NA	NA	NA	NA	NA
thca	26580	BSCL2	uc001nup.2	uc001nuq.1	NA	NA	NA	NA	NA
thca	26750	RPS6KC1	uc010ptr.1	uc010ptu.1	NA	NA	NA	NA	NA
thca	26750	RPS6KC1	uc010ptu.1	uc010ptt.1	NA	NA	NA	NA	NA
thca	26872	STEAP1	uc003ujx.2	uc010lem.2	NA	NA	NA	NA	NA
thca	26973	CHORDC1	uc001pdg.2	uc009yvz.2	NA	NA	NA	NA	NA
thca	26974	ZNF285	uc010xxa.1	uc002ozd.3	NA	NA	NA	NA	NA
thca	26984	SEC22A	uc003ege.2	uc003egf.2	NA	NA	NA	NA	NA
thca	26999	CYFIP2	uc003lwv.2	uc003lwp.2	NA	NA	NA	NA	NA
thca	27000	DNAJC2	uc003vbo.2	uc003vbn.2	NA	NA	NA	NA	NA
thca	27005	USP21	uc010pkf.1	uc010pkd.1	NA	NA	NA	NA	NA
thca	27012	KCNV1	uc010mcw.2	uc003ynr.3	NA	NA	NA	NA	NA
thca	27018	NGFRAP1	uc004eki.2	uc004ekj.1	NA	NA	NA	NA	NA
thca	27020	NPTN	uc010ula.1	uc002avt.2	NA	NA	NA	NA	NA
thca	27030	MLH3	uc001xrd.1	uc001xre.1	NA	NA	NA	NA	NA
thca	27033	ZBTB32	uc002oaz.2	uc002oay.2	NA	NA	NA	NA	NA
thca	27034	ACAD8	uc001qhk.2	uc001qhl.2	NA	NA	NA	NA	NA
thca	27034	ACAD8	uc001qhk.2	uc009zde.1	NA	NA	NA	NA	NA
thca	27044	SND1	uc003vmi.2	uc010lle.2	NA	NA	NA	NA	NA
thca	27067	STAU2	uc003xzq.2	uc011lfh.1	NA	NA	NA	NA	NA
thca	27068	PPA2	uc003hxl.2	uc003hxp.2	NA	NA	NA	NA	NA
thca	27068	PPA2	uc003hxl.2	uc003hxr.2	NA	NA	NA	NA	NA
thca	27069	GHITM	uc001kcs.1	uc010qmb.1	NA	NA	NA	NA	NA
thca	27094	KCNMB3	uc003fjo.2	uc011bqc.1	NA	NA	NA	NA	NA
thca	27101	CACYBP	uc001gkj.1	uc001gki.1	NA	NA	NA	NA	NA
thca	27102	EIF2AK1	uc003spp.2	uc003spq.2	NA	NA	NA	NA	NA
thca	27102	EIF2AK1	uc003spp.2	uc011jwm.1	NA	NA	NA	NA	NA
thca	27111	SDCBP2	uc002wev.3	uc002weu.3	NA	NA	NA	NA	NA
thca	27113	BBC3	uc010xyl.1	uc002pgf.3	NA	NA	NA	NA	NA
thca	27115	PDE7B	uc003qgp.2	uc003qgr.2	NA	NA	NA	NA	NA
thca	27115	PDE7B	uc003qgr.2	uc003qgp.2	NA	NA	NA	NA	NA
thca	27122	DKK3	uc001mju.2	uc010rcf.1	NA	NA	NA	NA	NA
thca	27122	DKK3	uc010rcf.1	uc001mju.2	NA	NA	NA	NA	NA
thca	27124	INPP5J	uc003ajs.3	uc003ajy.2	NA	NA	NA	NA	NA
thca	27130	INVS	uc004bao.1	uc004baq.1	NA	NA	NA	NA	NA
thca	27132	CPNE7	uc002fnp.2	uc002fnq.2	NA	NA	NA	NA	NA
thca	27132	CPNE7	uc002fnq.2	uc002fnp.2	NA	NA	NA	NA	NA
thca	27141	CIDEB	uc001won.2	uc001woo.2	NA	NA	NA	NA	NA
thca	27147	DENND2A	uc011kre.1	uc010lnk.2	NA	NA	NA	NA	NA
thca	27151	CPAMD8	uc002nfd.1	uc010xpj.1	NA	NA	NA	NA	NA
thca	27152	INTU	uc003ifk.1	uc011cgq.1	NA	NA	NA	NA	NA
thca	27158	NDOR1	uc004clw.2	uc004cly.2	NA	NA	NA	NA	NA
thca	27158	NDOR1	uc004clw.2	uc011mes.1	NA	NA	NA	NA	NA
thca	27159	CHIA	uc001eaq.2	uc001ear.2	NA	NA	NA	NA	NA
thca	27159	CHIA	uc009wgc.2	uc001eas.2	NA	NA	NA	NA	NA
thca	27161	EIF2C2	uc010men.2	uc003yvn.2	NA	NA	NA	NA	NA
thca	27173	SLC39A1	uc001fdk.2	uc010pee.1	NA	NA	NA	NA	NA
thca	27175	TUBG2	uc010wgr.1	uc002iar.2	NA	NA	NA	NA	NA
thca	27197	GPR82	uc004dft.2	uc004dfs.1	NA	NA	NA	NA	NA
thca	27202	GPR77	uc002pgk.1	uc010ela.1	NA	NA	NA	NA	NA
thca	27202	GPR77	uc010ela.1	uc002pgk.1	NA	NA	NA	NA	NA
thca	27231	ITGB1BP3	uc002lyz.3	uc010xia.1	NA	NA	NA	NA	NA
thca	27235	COQ2	uc003hog.2	uc003hof.2	NA	NA	NA	NA	NA
thca	27237	ARHGEF16	uc001akg.3	uc010nzh.1	NA	NA	NA	NA	NA
thca	27240	SIT1	uc003zxf.1	uc003zxe.1	NA	NA	NA	NA	NA
thca	27241	BBS9	uc003tdn.1	uc003tdt.2	NA	NA	NA	NA	NA
thca	27247	NFU1	uc002sfk.2	uc002sfm.2	NA	NA	NA	NA	NA
thca	27250	PDCD4	uc001kzh.2	uc010qre.1	NA	NA	NA	NA	NA
thca	27285	TEKT2	uc001bzr.2	uc001bzs.2	NA	NA	NA	NA	NA
thca	27293	SMPDL3B	uc001bpg.2	uc010ofr.1	NA	NA	NA	NA	NA
thca	27295	PDLIM3	uc003ixx.3	uc003ixw.3	NA	NA	NA	NA	NA
thca	27297	CRCP	uc003tus.2	uc003tuu.2	NA	NA	NA	NA	NA
thca	27299	ADAMDEC1	uc011lab.1	uc003xdz.2	NA	NA	NA	NA	NA
thca	27300	ZNF544	uc010euo.2	uc010eun.1	NA	NA	NA	NA	NA
thca	27300	ZNF544	uc010euo.2	uc010yhx.1	NA	NA	NA	NA	NA
thca	27301	APEX2	uc004dtz.2	uc011mom.1	NA	NA	NA	NA	NA
thca	27303	RBMS3	uc003cel.2	uc003cem.2	NA	NA	NA	NA	NA
thca	27303	RBMS3	uc010hfr.2	uc003cel.2	NA	NA	NA	NA	NA
thca	27314	RAB30	uc009yve.2	uc010rst.1	NA	NA	NA	NA	NA
thca	27316	RBMX	uc004fae.1	uc004fag.1	NA	NA	NA	NA	NA
thca	27316	RBMX	uc004fag.1	uc011mwf.1	NA	NA	NA	NA	NA
thca	27330	RPS6KA6	uc004eej.1	uc011mqt.1	NA	NA	NA	NA	NA
thca	27333	GOLIM4	uc003ffe.2	uc011bpe.1	NA	NA	NA	NA	NA
thca	27333	GOLIM4	uc011bpg.1	uc003ffe.2	NA	NA	NA	NA	NA
thca	27334	P2RY10	uc004ede.2	uc004edf.2	NA	NA	NA	NA	NA
thca	27334	P2RY10	uc004edf.2	uc004ede.2	NA	NA	NA	NA	NA
thca	27351	PPPDE2	uc003ban.1	uc011apb.1	NA	NA	NA	NA	NA
thca	27352	SGSM3	uc003ayu.1	uc011aot.1	NA	NA	NA	NA	NA
thca	27352	SGSM3	uc011aos.1	uc011aot.1	NA	NA	NA	NA	NA
thca	27429	HTRA2	uc002sml.1	uc002smk.1	NA	NA	NA	NA	NA
thca	27429	HTRA2	uc002sml.1	uc002smm.1	NA	NA	NA	NA	NA
thca	27433	TOR2A	uc004brs.3	uc004bru.3	NA	NA	NA	NA	NA
thca	27433	TOR2A	uc004brs.3	uc004brv.3	NA	NA	NA	NA	NA
thca	27434	POLM	uc003tjt.2	uc003tjw.1	NA	NA	NA	NA	NA
thca	28316	CDH20	uc002lif.2	uc010dps.1	NA	NA	NA	NA	NA
thca	28511	NKIRAS2	uc002hyr.2	uc010wge.1	NA	NA	NA	NA	NA
thca	28513	CDH19	uc002lkc.1	uc010xey.1	NA	NA	NA	NA	NA
thca	28951	TRIB2	uc002rbv.3	uc010yjp.1	NA	NA	NA	NA	NA
thca	28959	TMEM176B	uc003whu.3	uc003wht.3	NA	NA	NA	NA	NA
thca	28959	TMEM176B	uc003whu.3	uc003whv.3	NA	NA	NA	NA	NA
thca	28962	OSTM1	uc003psd.2	uc003pse.1	NA	NA	NA	NA	NA
thca	28966	SNX24	uc011cwo.1	uc010jcy.2	NA	NA	NA	NA	NA
thca	28968	SLC6A16	uc002pna.2	uc002pmz.2	NA	NA	NA	NA	NA
thca	28969	BZW2	uc003stj.2	uc003stp.2	NA	NA	NA	NA	NA
thca	28969	BZW2	uc003stk.2	uc003stj.2	NA	NA	NA	NA	NA
thca	28970	C11orf54	uc001peg.2	uc001pef.2	NA	NA	NA	NA	NA
thca	28973	MRPS18B	uc003nqo.2	uc010jsd.1	NA	NA	NA	NA	NA
thca	28977	MRPL42	uc001tcr.2	uc001tcs.2	NA	NA	NA	NA	NA
thca	28977	MRPL42	uc001tcs.2	uc001tcr.2	NA	NA	NA	NA	NA
thca	28981	IFT81	uc001tqi.2	uc001tqh.2	NA	NA	NA	NA	NA
thca	28988	DBNL	uc003tjo.3	uc011kbp.1	NA	NA	NA	NA	NA
thca	28988	DBNL	uc003tjo.3	uc011kbs.1	NA	NA	NA	NA	NA
thca	28988	DBNL	uc003tjp.3	uc011kbp.1	NA	NA	NA	NA	NA
thca	28988	DBNL	uc003tjp.3	uc011kbs.1	NA	NA	NA	NA	NA
thca	28991	COMMD5	uc003zeo.3	uc003zen.2	NA	NA	NA	NA	NA
thca	28998	MRPL13	uc003ypa.2	uc010mdf.2	NA	NA	NA	NA	NA
thca	29015	SLC43A3	uc001nki.2	uc001nkh.2	NA	NA	NA	NA	NA
thca	29058	C20orf30	uc002wlm.2	uc002wlo.2	NA	NA	NA	NA	NA
thca	29063	ZCCHC4	uc003grl.3	uc003grn.3	NA	NA	NA	NA	NA
thca	29063	ZCCHC4	uc003grn.3	uc003grl.3	NA	NA	NA	NA	NA
thca	29075	HSPC072	uc002wrg.2	uc002wrh.3	NA	NA	NA	NA	NA
thca	29079	MED4	uc001vby.1	uc010tgf.1	NA	NA	NA	NA	NA
thca	29079	MED4	uc010tge.1	uc001vby.1	NA	NA	NA	NA	NA
thca	29081	METTL5	uc002ufp.2	uc002ufo.2	NA	NA	NA	NA	NA
thca	29083	GTPBP8	uc003dzn.2	uc003dzo.2	NA	NA	NA	NA	NA
thca	29087	THYN1	uc001qhf.2	uc001qhg.2	NA	NA	NA	NA	NA
thca	29087	THYN1	uc001qhf.2	uc001qhh.2	NA	NA	NA	NA	NA
thca	29091	STXBP6	uc001wpw.2	uc001wpv.2	NA	NA	NA	NA	NA
thca	29106	SCG3	uc010ufz.1	uc002abh.2	NA	NA	NA	NA	NA
thca	29108	PYCARD	uc010cak.2	uc002ebm.2	NA	NA	NA	NA	NA
thca	29115	SAP30BP	uc010wsf.1	uc010wsg.1	NA	NA	NA	NA	NA
thca	29116	MYLIP	uc003nbq.2	uc003nbr.2	NA	NA	NA	NA	NA
thca	29117	BRD7	uc002ege.1	uc002egf.1	NA	NA	NA	NA	NA
thca	29122	PRSS50	uc003cqe.1	uc003cqf.1	NA	NA	NA	NA	NA
thca	29123	ANKRD11	uc002fmx.1	uc002fnf.1	NA	NA	NA	NA	NA
thca	29123	ANKRD11	uc002fng.1	uc002fnf.1	NA	NA	NA	NA	NA
thca	29125	C11orf21	uc001lvv.2	uc009ydj.2	NA	NA	NA	NA	NA
thca	29125	C11orf21	uc009ydj.2	uc001lvv.2	NA	NA	NA	NA	NA
thca	29126	CD274	uc003zjf.2	uc003zje.2	NA	NA	NA	NA	NA
thca	29127	RACGAP1	uc001rvs.2	uc001rvu.2	NA	NA	NA	NA	NA
thca	29127	RACGAP1	uc001rvu.2	uc001rvs.2	NA	NA	NA	NA	NA
thca	29128	UHRF1	uc010duf.2	uc002mbp.2	NA	NA	NA	NA	NA
thca	29761	USP25	uc002yjy.1	uc010gla.1	NA	NA	NA	NA	NA
thca	29761	USP25	uc010gla.1	uc002yjy.1	NA	NA	NA	NA	NA
thca	29763	PACSIN3	uc001ndx.2	uc001ndy.2	NA	NA	NA	NA	NA
thca	29765	TMOD4	uc001exc.3	uc001exd.2	NA	NA	NA	NA	NA
thca	29765	TMOD4	uc001exd.2	uc001exb.2	NA	NA	NA	NA	NA
thca	29775	CARD10	uc003asu.1	uc003asx.1	NA	NA	NA	NA	NA
thca	29775	CARD10	uc003asx.1	uc003asu.1	NA	NA	NA	NA	NA
thca	29775	CARD10	uc003asx.1	uc003asv.1	NA	NA	NA	NA	NA
thca	29775	CARD10	uc003asx.1	uc011ank.1	NA	NA	NA	NA	NA
thca	29780	PARVB	uc003bem.2	uc003ben.2	NA	NA	NA	NA	NA
thca	29780	PARVB	uc003ben.2	uc003beo.2	NA	NA	NA	NA	NA
thca	29780	PARVB	uc003beo.2	uc003ben.2	NA	NA	NA	NA	NA
thca	29841	GRHL1	uc002raa.2	uc002rab.2	NA	NA	NA	NA	NA
thca	29841	GRHL1	uc002raa.2	uc002rad.2	NA	NA	NA	NA	NA
thca	29841	GRHL1	uc002rad.2	uc002raa.2	NA	NA	NA	NA	NA
thca	29850	TRPM5	uc001lwm.3	uc009ydn.2	NA	NA	NA	NA	NA
thca	29850	TRPM5	uc009ydn.2	uc001lwm.3	NA	NA	NA	NA	NA
thca	29850	TRPM5	uc009ydn.2	uc010qxl.1	NA	NA	NA	NA	NA
thca	29850	TRPM5	uc010qxl.1	uc001lwm.3	NA	NA	NA	NA	NA
thca	29851	ICOS	uc002vam.2	uc010fua.2	NA	NA	NA	NA	NA
thca	29851	ICOS	uc010fua.2	uc002vam.2	NA	NA	NA	NA	NA
thca	29880	ALG5	uc001uvy.2	uc010teq.1	NA	NA	NA	NA	NA
thca	29882	ANAPC2	uc004clq.1	uc004clr.1	NA	NA	NA	NA	NA
thca	29887	SNX10	uc010kuu.2	uc010kuw.2	NA	NA	NA	NA	NA
thca	29887	SNX10	uc010kuw.2	uc010kuv.2	NA	NA	NA	NA	NA
thca	29893	PSMC3IP	uc002iai.2	uc002iaj.2	NA	NA	NA	NA	NA
thca	29893	PSMC3IP	uc002iaj.2	uc002iai.2	NA	NA	NA	NA	NA
thca	29901	SAC3D1	uc001ocm.2	uc010rnv.1	NA	NA	NA	NA	NA
thca	29904	EEF2K	uc002dki.2	uc002dkh.2	NA	NA	NA	NA	NA
thca	29906	ST8SIA5	uc002lci.1	uc010xcy.1	NA	NA	NA	NA	NA
thca	29906	ST8SIA5	uc010xcy.1	uc002lci.1	NA	NA	NA	NA	NA
thca	29911	HOOK2	uc002muz.2	uc010xmq.1	NA	NA	NA	NA	NA
thca	29915	HCFC2	uc009zul.2	uc001tkj.3	NA	NA	NA	NA	NA
thca	29926	GMPPA	uc002vlr.2	uc002vls.2	NA	NA	NA	NA	NA
thca	29926	GMPPA	uc002vlr.2	uc002vlt.2	NA	NA	NA	NA	NA
thca	29926	GMPPA	uc002vlr.2	uc002vlu.2	NA	NA	NA	NA	NA
thca	29926	GMPPA	uc002vlr.2	uc002vlv.2	NA	NA	NA	NA	NA
thca	29926	GMPPA	uc002vlr.2	uc002vlx.2	NA	NA	NA	NA	NA
thca	29933	GPR132	uc001yqd.2	uc001yqc.2	NA	NA	NA	NA	NA
thca	29933	GPR132	uc001yqd.2	uc010axe.1	NA	NA	NA	NA	NA
thca	29933	GPR132	uc001yqe.2	uc001yqd.2	NA	NA	NA	NA	NA
thca	29944	PNMA3	uc004fhc.2	uc004fhd.2	NA	NA	NA	NA	NA
thca	29958	DMGDH	uc003kfs.2	uc011ctg.1	NA	NA	NA	NA	NA
thca	29960	FTSJ2	uc003slm.2	uc003slo.2	NA	NA	NA	NA	NA
thca	29960	FTSJ2	uc003sln.2	uc003slo.2	NA	NA	NA	NA	NA
thca	29965	C16orf5	uc002cww.2	uc010btu.2	NA	NA	NA	NA	NA
thca	29968	PSAT1	uc004ala.2	uc004alb.2	NA	NA	NA	NA	NA
thca	29970	SCHIP1	uc003fcu.1	uc003fcv.1	NA	NA	NA	NA	NA
thca	29979	UBQLN1	uc004amw.2	uc004amv.2	NA	NA	NA	NA	NA
thca	29988	SLC2A8	uc004bqu.2	uc004bqv.2	NA	NA	NA	NA	NA
thca	29993	PACSIN1	uc003ojo.2	uc003ojp.2	NA	NA	NA	NA	NA
thca	29993	PACSIN1	uc003ojp.2	uc003ojo.2	NA	NA	NA	NA	NA
thca	29994	BAZ2B	uc002uao.2	uc002uap.2	NA	NA	NA	NA	NA
thca	29995	LMCD1	uc003bqq.2	uc011atd.1	NA	NA	NA	NA	NA
thca	29998	GLTSCR1	uc002phh.3	uc002phi.3	NA	NA	NA	NA	NA
thca	30011	SH3KBP1	uc004czl.2	uc010nfm.2	NA	NA	NA	NA	NA
thca	30011	SH3KBP1	uc011mje.1	uc004czl.2	NA	NA	NA	NA	NA
thca	30817	EMR2	uc002mzp.1	uc002mzt.1	NA	NA	NA	NA	NA
thca	30818	KCNIP3	uc002suq.2	uc002sup.2	NA	NA	NA	NA	NA
thca	30819	KCNIP2	uc001kty.2	uc001ktx.2	NA	NA	NA	NA	NA
thca	30819	KCNIP2	uc001kty.2	uc010qqg.1	NA	NA	NA	NA	NA
thca	30819	KCNIP2	uc001kud.2	uc001kty.2	NA	NA	NA	NA	NA
thca	30819	KCNIP2	uc001kuf.2	uc010qqg.1	NA	NA	NA	NA	NA
thca	30819	KCNIP2	uc010qqg.1	uc001kty.2	NA	NA	NA	NA	NA
thca	30819	KCNIP2	uc010qqi.1	uc010qqg.1	NA	NA	NA	NA	NA
thca	30827	CXXC1	uc010doy.2	uc002ler.3	NA	NA	NA	NA	NA
thca	30835	CD209	uc010dvp.2	uc002mhw.2	NA	NA	NA	NA	NA
thca	30837	SOCS7	uc010cvl.2	uc002hqa.2	NA	NA	NA	NA	NA
thca	30845	EHD3	uc002rnu.2	uc010ymt.1	NA	NA	NA	NA	NA
thca	30968	STOML2	uc003zwi.2	uc003zwk.2	NA	NA	NA	NA	NA
thca	50485	SMARCAL1	uc002vgc.3	uc010fvf.2	NA	NA	NA	NA	NA
thca	50488	MINK1	uc010vsl.1	uc010vsm.1	NA	NA	NA	NA	NA
thca	50515	CHST11	uc001tky.2	uc001tkx.1	NA	NA	NA	NA	NA
thca	50614	GALNT9	uc001ukb.2	uc001ukc.3	NA	NA	NA	NA	NA
thca	50615	IL21R	uc002doq.1	uc002dor.1	NA	NA	NA	NA	NA
thca	50615	IL21R	uc002doq.1	uc002dos.1	NA	NA	NA	NA	NA
thca	50615	IL21R	uc002dos.1	uc002doq.1	NA	NA	NA	NA	NA
thca	50618	ITSN2	uc002rff.2	uc002rfh.1	NA	NA	NA	NA	NA
thca	50649	ARHGEF4	uc002tsc.1	uc010fmw.1	NA	NA	NA	NA	NA
