Tumor	GeneId	Symbol	Normal_transcript	Tumor_transcript	MS	M	S	N	p.o
brca	3798	KIF5A	uc001sor.1	uc010srr.1	NA	NA	NA	NA	NA
brca	3800	KIF5C	uc002tws.1	uc002twu.1	NA	NA	NA	NA	NA
brca	3800	KIF5C	uc002twu.1	uc002tws.1	NA	NA	NA	NA	NA
brca	3801	KIFC3	uc010vhx.1	uc002emp.2	NA	NA	NA	NA	NA
brca	3804	KIR2DL3	uc002qgv.2	uc002qgy.2	NA	NA	NA	NA	NA
brca	3804	KIR2DL3	uc002qgy.2	uc002qgv.2	NA	NA	NA	NA	NA
brca	3804	KIR2DL3	uc002qha.1	uc002qgy.2	NA	NA	NA	NA	NA
brca	3805	KIR2DL4	uc002qhf.2	uc010ese.2	NA	NA	NA	NA	NA
brca	3805	KIR2DL4	uc002qhi.2	uc010esd.2	NA	NA	NA	NA	NA
brca	3805	KIR2DL4	uc010esd.2	uc002qhf.2	NA	NA	NA	NA	NA
brca	3809	KIR2DS4	uc002qhm.1	uc010yfk.1	NA	NA	NA	NA	NA
brca	3809	KIR2DS4	uc002qhn.1	uc010yfk.1	NA	NA	NA	NA	NA
brca	3809	KIR2DS4	uc010yfk.1	uc002qhm.1	NA	NA	NA	NA	NA
brca	3811	KIR3DL1	uc010yfn.1	uc002qhl.3	NA	NA	NA	NA	NA
brca	3815	KIT	uc010igs.2	uc010igr.2	NA	NA	NA	NA	NA
brca	3816	KLK1	uc002ptk.1	uc010ycg.1	NA	NA	NA	NA	NA
brca	3817	KLK2	uc010ycm.1	uc010eoh.2	NA	NA	NA	NA	NA
brca	3818	KLKB1	uc011clc.1	uc011cld.1	NA	NA	NA	NA	NA
brca	3818	KLKB1	uc011cld.1	uc003iyy.2	NA	NA	NA	NA	NA
brca	3821	KLRC1	uc001qyl.2	uc001qym.2	NA	NA	NA	NA	NA
brca	3821	KLRC1	uc001qyl.2	uc001qyo.2	NA	NA	NA	NA	NA
brca	3821	KLRC1	uc001qym.2	uc001qyl.2	NA	NA	NA	NA	NA
brca	3821	KLRC1	uc001qyn.2	uc001qym.2	NA	NA	NA	NA	NA
brca	3821	KLRC1	uc001qyo.2	uc001qym.2	NA	NA	NA	NA	NA
brca	3821	KLRC1	uc001qyo.2	uc009zhm.1	NA	NA	NA	NA	NA
brca	3823	KLRC3	uc001qyf.2	uc001qyh.2	NA	NA	NA	NA	NA
brca	3823	KLRC3	uc001qyh.2	uc001qyf.2	NA	NA	NA	NA	NA
brca	3824	KLRD1	uc001qxx.3	uc001qxz.3	NA	NA	NA	NA	NA
brca	3824	KLRD1	uc001qxy.3	uc001qxx.3	NA	NA	NA	NA	NA
brca	3824	KLRD1	uc001qxy.3	uc001qxz.3	NA	NA	NA	NA	NA
brca	3824	KLRD1	uc009zhh.2	uc001qxx.3	NA	NA	NA	NA	NA
brca	3831	KLC1	uc001ynq.1	uc001ynr.1	NA	NA	NA	NA	NA
brca	3833	KIFC1	uc003oef.3	uc011drf.1	NA	NA	NA	NA	NA
brca	3833	KIFC1	uc011drf.1	uc003oef.3	NA	NA	NA	NA	NA
brca	3834	KIF25	uc003qwk.1	uc003qwl.1	NA	NA	NA	NA	NA
brca	3836	KPNA1	uc003efe.2	uc011bjr.1	NA	NA	NA	NA	NA
brca	3848	KRT1	uc001sau.1	uc001sav.1	NA	NA	NA	NA	NA
brca	3848	KRT1	uc001sav.1	uc001sau.1	NA	NA	NA	NA	NA
brca	3860	KRT13	uc002hwv.1	uc002hww.2	NA	NA	NA	NA	NA
brca	3860	KRT13	uc002hwx.1	uc002hwu.1	NA	NA	NA	NA	NA
brca	3887	KRT81	uc001sab.2	uc001sac.2	NA	NA	NA	NA	NA
brca	3892	KRT86	uc001sad.2	uc010snq.1	NA	NA	NA	NA	NA
brca	3897	L1CAM	uc004fjc.2	uc010nuo.2	NA	NA	NA	NA	NA
brca	3897	L1CAM	uc010nuo.2	uc004fjb.2	NA	NA	NA	NA	NA
brca	3897	L1CAM	uc010nuo.2	uc004fjc.2	NA	NA	NA	NA	NA
brca	3902	LAG3	uc001qqu.2	uc001qqt.3	NA	NA	NA	NA	NA
brca	3904	LAIR2	uc002qgb.1	uc002qgd.2	NA	NA	NA	NA	NA
brca	3904	LAIR2	uc010erl.2	uc002qgb.1	NA	NA	NA	NA	NA
brca	3908	LAMA2	uc003qbn.2	uc003qbo.2	NA	NA	NA	NA	NA
brca	3909	LAMA3	uc002kus.3	uc010dlv.1	NA	NA	NA	NA	NA
brca	3910	LAMA4	uc010kdz.1	uc003pvt.2	NA	NA	NA	NA	NA
brca	3912	LAMB1	uc003vev.2	uc003veu.2	NA	NA	NA	NA	NA
brca	3916	LAMP1	uc001vtm.1	uc010tka.1	NA	NA	NA	NA	NA
brca	3920	LAMP2	uc010nqp.1	uc004est.3	NA	NA	NA	NA	NA
brca	3921	RPSA	uc003cjp.2	uc003cjr.2	NA	NA	NA	NA	NA
brca	3927	LASP1	uc002hra.2	uc010wdz.1	NA	NA	NA	NA	NA
brca	3930	LBR	uc001hoy.2	uc001hoz.2	NA	NA	NA	NA	NA
brca	3932	LCK	uc001bux.2	uc001buy.2	NA	NA	NA	NA	NA
brca	3939	LDHA	uc001mok.3	uc009yho.2	NA	NA	NA	NA	NA
brca	3939	LDHA	uc001mok.3	uc010rdd.1	NA	NA	NA	NA	NA
brca	3948	LDHC	uc001mon.3	uc009yhq.2	NA	NA	NA	NA	NA
brca	3948	LDHC	uc009yhq.2	uc001mon.3	NA	NA	NA	NA	NA
brca	3948	LDHC	uc009yhq.2	uc009yhp.2	NA	NA	NA	NA	NA
brca	3948	LDHC	uc009yhr.2	uc009yhp.2	NA	NA	NA	NA	NA
brca	3953	LEPR	uc001dck.2	uc009wao.2	NA	NA	NA	NA	NA
brca	3959	LGALS3BP	uc002jwh.2	uc010dhr.2	NA	NA	NA	NA	NA
brca	3964	LGALS8	uc001hya.1	uc001hxw.1	NA	NA	NA	NA	NA
brca	3964	LGALS8	uc001hya.1	uc001hxz.1	NA	NA	NA	NA	NA
brca	3964	LGALS8	uc001hya.1	uc001hyb.1	NA	NA	NA	NA	NA
brca	3964	LGALS8	uc001hya.1	uc001hyc.1	NA	NA	NA	NA	NA
brca	3965	LGALS9	uc002gzq.2	uc002gzp.2	NA	NA	NA	NA	NA
brca	3981	LIG4	uc010agg.1	uc001vqn.2	NA	NA	NA	NA	NA
brca	3985	LIMK2	uc003akj.2	uc003akg.2	NA	NA	NA	NA	NA
brca	3987	LIMS1	uc002teg.2	uc002tei.2	NA	NA	NA	NA	NA
brca	3990	LIPC	uc002afa.1	uc010bfz.1	NA	NA	NA	NA	NA
brca	3991	LIPE	uc002otr.2	uc002ots.1	NA	NA	NA	NA	NA
brca	3992	FADS1	uc001nsh.2	uc010rlm.1	NA	NA	NA	NA	NA
brca	3993	LLGL2	uc002joh.2	uc002jog.1	NA	NA	NA	NA	NA
brca	3995	FADS3	uc001nsm.2	uc001nsn.2	NA	NA	NA	NA	NA
brca	4000	LMNA	uc001fnh.2	uc001fng.2	NA	NA	NA	NA	NA
brca	4000	LMNA	uc010pgz.1	uc001fnk.2	NA	NA	NA	NA	NA
brca	4004	LMO1	uc001mgg.1	uc001mgh.1	NA	NA	NA	NA	NA
brca	4005	LMO2	uc010rel.1	uc001mvd.2	NA	NA	NA	NA	NA
brca	4008	LMO7	uc010thw.1	uc001vjx.1	NA	NA	NA	NA	NA
brca	4010	LMX1B	uc004bqj.2	uc004bqi.2	NA	NA	NA	NA	NA
brca	4012	LNPEP	uc003kmv.1	uc003kmw.1	NA	NA	NA	NA	NA
brca	4013	VWA5A	uc001pzt.2	uc001pzs.2	NA	NA	NA	NA	NA
brca	4015	LOX	uc011cwk.1	uc010jcp.2	NA	NA	NA	NA	NA
brca	4017	LOXL2	uc003xdh.1	uc010lty.1	NA	NA	NA	NA	NA
brca	4026	LPP	uc011bsj.1	uc003frs.1	NA	NA	NA	NA	NA
brca	4034	LRCH4	uc003uvj.2	uc003uvi.2	NA	NA	NA	NA	NA
brca	4034	LRCH4	uc003uvj.2	uc010lgz.2	NA	NA	NA	NA	NA
brca	4045	LSAMP	uc003ebs.2	uc003ebt.2	NA	NA	NA	NA	NA
brca	4046	LSP1	uc001lum.2	uc001lui.2	NA	NA	NA	NA	NA
brca	4047	LSS	uc011afv.1	uc002zil.2	NA	NA	NA	NA	NA
brca	4049	LTA	uc003nue.1	uc011dnu.1	NA	NA	NA	NA	NA
brca	4049	LTA	uc003nuh.2	uc003nue.1	NA	NA	NA	NA	NA
brca	4049	LTA	uc011dnu.1	uc003nue.1	NA	NA	NA	NA	NA
brca	4049	LTA	uc011dnu.1	uc010jsr.2	NA	NA	NA	NA	NA
brca	4050	LTB	uc003nul.2	uc003nuk.2	NA	NA	NA	NA	NA
brca	4051	CYP4F3	uc002nbj.2	uc010xok.1	NA	NA	NA	NA	NA
brca	4052	LTBP1	uc002rov.2	uc010ynb.1	NA	NA	NA	NA	NA
brca	4052	LTBP1	uc010ynb.1	uc002ros.2	NA	NA	NA	NA	NA
brca	4054	LTBP3	uc010rok.1	uc001oef.2	NA	NA	NA	NA	NA
brca	4054	LTBP3	uc010rok.1	uc010roj.1	NA	NA	NA	NA	NA
brca	4055	LTBR	uc010sfc.1	uc001qny.1	NA	NA	NA	NA	NA
brca	4060	LUM	uc001tbm.2	uc001tbn.2	NA	NA	NA	NA	NA
brca	4062	LY6H	uc011lka.1	uc011lkb.1	NA	NA	NA	NA	NA
brca	4062	LY6H	uc011lkb.1	uc011lka.1	NA	NA	NA	NA	NA
brca	4063	LY9	uc001fwy.1	uc001fwt.2	NA	NA	NA	NA	NA
brca	4068	SH2D1A	uc004euh.3	uc004euf.3	NA	NA	NA	NA	NA
brca	4072	EPCAM	uc002rvw.2	uc002rvx.2	NA	NA	NA	NA	NA
brca	4077	NBR1	uc010whv.1	uc010whw.1	NA	NA	NA	NA	NA
brca	4084	MXD1	uc010yqs.1	uc002sfy.2	NA	NA	NA	NA	NA
brca	4085	MAD2L1	uc003idl.2	uc003idm.2	NA	NA	NA	NA	NA
brca	4087	SMAD2	uc002lcy.2	uc002lcz.2	NA	NA	NA	NA	NA
brca	4087	SMAD2	uc010xdd.1	uc002lcy.2	NA	NA	NA	NA	NA
brca	4088	SMAD3	uc010ujs.1	uc002aqj.2	NA	NA	NA	NA	NA
brca	4088	SMAD3	uc010ujs.1	uc010ujt.1	NA	NA	NA	NA	NA
brca	4091	SMAD6	uc002aqf.2	uc002aqg.2	NA	NA	NA	NA	NA
brca	4092	SMAD7	uc002ldg.2	uc002ldf.2	NA	NA	NA	NA	NA
brca	4093	SMAD9	uc001uvw.2	uc010tep.1	NA	NA	NA	NA	NA
brca	4093	SMAD9	uc001uvx.2	uc001uvw.2	NA	NA	NA	NA	NA
brca	4094	MAF	uc002ffn.2	uc002ffm.2	NA	NA	NA	NA	NA
brca	4097	MAFG	uc002kcm.2	uc002kcn.2	NA	NA	NA	NA	NA
brca	4099	MAG	uc002nyx.1	uc010eds.1	NA	NA	NA	NA	NA
brca	4099	MAG	uc002nyy.1	uc010eds.1	NA	NA	NA	NA	NA
brca	4099	MAG	uc002nyz.1	uc002nyy.1	NA	NA	NA	NA	NA
brca	4099	MAG	uc010eds.1	uc002nyx.1	NA	NA	NA	NA	NA
brca	4099	MAG	uc010eds.1	uc002nyy.1	NA	NA	NA	NA	NA
brca	4103	MAGEA4	uc004fez.2	uc004ffd.2	NA	NA	NA	NA	NA
brca	4105	MAGEA6	uc004ffr.1	uc004ffq.1	NA	NA	NA	NA	NA
brca	4122	MAN2A2	uc010uqm.1	uc010uqn.1	NA	NA	NA	NA	NA
brca	4123	MAN2C1	uc002bah.2	uc002baf.2	NA	NA	NA	NA	NA
brca	4125	MAN2B1	uc002mub.2	uc010dyv.1	NA	NA	NA	NA	NA
brca	4126	MANBA	uc011ces.1	uc003hwg.2	NA	NA	NA	NA	NA
brca	4129	MAOB	uc004dfz.3	uc011mkx.1	NA	NA	NA	NA	NA
brca	4133	MAP2	uc002vdf.1	uc002vdg.1	NA	NA	NA	NA	NA
brca	4134	MAP4	uc003crw.2	uc003csb.2	NA	NA	NA	NA	NA
brca	4139	MARK1	uc009xdw.2	uc001hml.2	NA	NA	NA	NA	NA
brca	4140	MARK3	uc001ymw.3	uc001ynd.2	NA	NA	NA	NA	NA
brca	4140	MARK3	uc001ymz.3	uc001ymw.3	NA	NA	NA	NA	NA
brca	4140	MARK3	uc010tyb.1	uc010awq.2	NA	NA	NA	NA	NA
brca	4144	MAT2A	uc010fgk.2	uc010ysr.1	NA	NA	NA	NA	NA
brca	4147	MATN2	uc003yid.2	uc003yic.2	NA	NA	NA	NA	NA
brca	4154	MBNL1	uc003ezh.2	uc003ezn.2	NA	NA	NA	NA	NA
brca	4154	MBNL1	uc003ezo.2	uc003ezm.2	NA	NA	NA	NA	NA
brca	4154	MBNL1	uc003ezo.2	uc003ezn.2	NA	NA	NA	NA	NA
brca	4155	MBP	uc002lmp.2	uc002lmr.2	NA	NA	NA	NA	NA
brca	4170	MCL1	uc010pch.1	uc001euz.2	NA	NA	NA	NA	NA
brca	4171	MCM2	uc003ejp.2	uc011bkn.1	NA	NA	NA	NA	NA
brca	4173	MCM4	uc003xqk.1	uc011ldi.1	NA	NA	NA	NA	NA
brca	4174	MCM5	uc003anu.3	uc003anv.3	NA	NA	NA	NA	NA
brca	4179	CD46	uc001hgi.2	uc001hgm.2	NA	NA	NA	NA	NA
brca	4185	ADAM11	uc002ihi.2	uc002ihh.2	NA	NA	NA	NA	NA
brca	4185	ADAM11	uc002ihi.2	uc010wjd.1	NA	NA	NA	NA	NA
brca	4205	MEF2A	uc002bvi.2	uc010bot.2	NA	NA	NA	NA	NA
brca	4209	MEF2D	uc001fpd.2	uc001fpc.2	NA	NA	NA	NA	NA
brca	4209	MEF2D	uc001fpd.2	uc009wsa.2	NA	NA	NA	NA	NA
brca	4215	MAP3K3	uc010wpp.1	uc002jbg.2	NA	NA	NA	NA	NA
brca	4221	MEN1	uc001obk.2	uc001obp.2	NA	NA	NA	NA	NA
brca	4221	MEN1	uc001obm.2	uc001obk.2	NA	NA	NA	NA	NA
brca	4221	MEN1	uc001obm.2	uc001obl.2	NA	NA	NA	NA	NA
brca	4232	MEST	uc003vqf.2	uc003vqc.2	NA	NA	NA	NA	NA
brca	4232	MEST	uc003vqg.2	uc003vqc.2	NA	NA	NA	NA	NA
brca	4237	MFAP2	uc001azw.2	uc001azy.2	NA	NA	NA	NA	NA
brca	4237	MFAP2	uc001azw.2	uc010ocl.1	NA	NA	NA	NA	NA
brca	4237	MFAP2	uc001azy.2	uc001azw.2	NA	NA	NA	NA	NA
brca	4237	MFAP2	uc010ocl.1	uc001azy.2	NA	NA	NA	NA	NA
brca	4239	MFAP4	uc002gvt.2	uc002gvr.2	NA	NA	NA	NA	NA
brca	4240	MFGE8	uc002bng.3	uc010upq.1	NA	NA	NA	NA	NA
brca	4242	MFNG	uc003ass.1	uc011anj.1	NA	NA	NA	NA	NA
brca	4242	MFNG	uc011ani.1	uc003asr.1	NA	NA	NA	NA	NA
brca	4245	MGAT1	uc010jlh.2	uc010jlg.2	NA	NA	NA	NA	NA
brca	4253	CTAGE5	uc001wuz.3	uc001wuy.3	NA	NA	NA	NA	NA
brca	4253	CTAGE5	uc001wuz.3	uc001wva.3	NA	NA	NA	NA	NA
brca	4253	CTAGE5	uc001wuz.3	uc001wvc.3	NA	NA	NA	NA	NA
brca	4253	CTAGE5	uc001wuz.3	uc001wvh.3	NA	NA	NA	NA	NA
brca	4253	CTAGE5	uc001wvf.3	uc001wvh.3	NA	NA	NA	NA	NA
brca	4253	CTAGE5	uc001wvg.3	uc001wvh.3	NA	NA	NA	NA	NA
brca	4277	MICB	uc003ntn.3	uc011dnm.1	NA	NA	NA	NA	NA
brca	4287	ATXN3	uc001yac.3	uc010twl.1	NA	NA	NA	NA	NA
brca	4289	MKLN1	uc003vqu.2	uc010lmh.2	NA	NA	NA	NA	NA
brca	4289	MKLN1	uc011kpm.1	uc003vqs.2	NA	NA	NA	NA	NA
brca	4291	MLF1	uc003fcb.2	uc003fbz.2	NA	NA	NA	NA	NA
brca	4292	MLH1	uc003cgl.2	uc003cgo.2	NA	NA	NA	NA	NA
brca	4292	MLH1	uc003cgl.2	uc010hgp.2	NA	NA	NA	NA	NA
brca	4297	MLL	uc001pta.2	uc001ptb.2	NA	NA	NA	NA	NA
brca	4302	MLLT6	uc002hqi.3	uc002hqk.3	NA	NA	NA	NA	NA
brca	4302	MLLT6	uc002hqi.3	uc010cvn.1	NA	NA	NA	NA	NA
brca	4302	MLLT6	uc002hqk.3	uc002hqi.3	NA	NA	NA	NA	NA
brca	4311	MME	uc003fac.1	uc003fae.1	NA	NA	NA	NA	NA
brca	4312	MMP1	uc001phi.2	uc010ruv.1	NA	NA	NA	NA	NA
brca	4313	MMP2	uc002ehz.3	uc002eia.3	NA	NA	NA	NA	NA
brca	4313	MMP2	uc010vhd.1	uc002ehz.3	NA	NA	NA	NA	NA
brca	4317	MMP8	uc010rut.1	uc001phe.2	NA	NA	NA	NA	NA
brca	4330	MN1	uc010gvg.2	uc003adj.2	NA	NA	NA	NA	NA
brca	4340	MOG	uc003nnj.2	uc011dlv.1	NA	NA	NA	NA	NA
brca	4350	MPG	uc002cfo.2	uc002cfm.2	NA	NA	NA	NA	NA
brca	4351	MPI	uc002azc.1	uc002azd.1	NA	NA	NA	NA	NA
brca	4352	MPL	uc009vwr.2	uc001ciw.2	NA	NA	NA	NA	NA
brca	4354	MPP1	uc004fmp.1	uc010nvg.1	NA	NA	NA	NA	NA
brca	4355	MPP2	uc010win.1	uc002ien.1	NA	NA	NA	NA	NA
brca	4356	MPP3	uc002iej.2	uc002ieh.2	NA	NA	NA	NA	NA
brca	4356	MPP3	uc002iej.2	uc002iei.3	NA	NA	NA	NA	NA
brca	4356	MPP3	uc002iej.2	uc010wik.1	NA	NA	NA	NA	NA
brca	4358	MPV17	uc002rjr.2	uc002rjs.2	NA	NA	NA	NA	NA
brca	4358	MPV17	uc002rjs.2	uc002rjr.2	NA	NA	NA	NA	NA
brca	4361	MRE11A	uc001peu.2	uc009ywj.2	NA	NA	NA	NA	NA
brca	4430	MYO1B	uc002usq.2	uc002usu.2	NA	NA	NA	NA	NA
brca	4430	MYO1B	uc002usq.2	uc002usv.2	NA	NA	NA	NA	NA
brca	4435	CITED1	uc011mqd.1	uc004eas.2	NA	NA	NA	NA	NA
brca	4435	CITED1	uc011mqd.1	uc011mqc.1	NA	NA	NA	NA	NA
brca	4477	MSMB	uc001jiq.2	uc001jir.2	NA	NA	NA	NA	NA
brca	4477	MSMB	uc001jir.2	uc001jiq.2	NA	NA	NA	NA	NA
brca	4481	MSR1	uc011kxz.1	uc003wxb.2	NA	NA	NA	NA	NA
brca	4482	MSRA	uc003wsx.2	uc011kwx.1	NA	NA	NA	NA	NA
brca	4485	MST1	uc003cxg.2	uc011bcs.1	NA	NA	NA	NA	NA
brca	4485	MST1	uc010hkx.2	uc011bcs.1	NA	NA	NA	NA	NA
brca	4495	MT1G	uc002eju.1	uc002ejv.1	NA	NA	NA	NA	NA
brca	4495	MT1G	uc002ejv.1	uc002eju.1	NA	NA	NA	NA	NA
brca	4507	MTAP	uc003zph.2	uc011lnk.1	NA	NA	NA	NA	NA
brca	4521	NUDT1	uc003slr.1	uc003slt.1	NA	NA	NA	NA	NA
brca	4521	NUDT1	uc003slr.1	uc003slu.1	NA	NA	NA	NA	NA
brca	4547	MTTP	uc011cej.1	uc003hvc.3	NA	NA	NA	NA	NA
brca	4582	MUC1	uc001fhy.2	uc009wpr.2	NA	NA	NA	NA	NA
brca	4589	MUC7	uc003hfj.2	uc011cau.1	NA	NA	NA	NA	NA
brca	4589	MUC7	uc011cat.1	uc003hfj.2	NA	NA	NA	NA	NA
brca	4595	MUTYH	uc001cni.2	uc001cnj.2	NA	NA	NA	NA	NA
brca	4595	MUTYH	uc001cno.2	uc001cnh.2	NA	NA	NA	NA	NA
brca	4600	MX2	uc002yzf.1	uc010gop.1	NA	NA	NA	NA	NA
brca	4601	MXI1	uc001kyz.2	uc001kyy.2	NA	NA	NA	NA	NA
brca	4602	MYB	uc010kgj.2	uc003qfc.2	NA	NA	NA	NA	NA
brca	4603	MYBL1	uc003xwj.2	uc003xwl.2	NA	NA	NA	NA	NA
brca	4605	MYBL2	uc010zwj.1	uc002xlb.1	NA	NA	NA	NA	NA
brca	4610	MYCL1	uc001cer.1	uc001ces.1	NA	NA	NA	NA	NA
brca	4610	MYCL1	uc001cer.1	uc001cet.1	NA	NA	NA	NA	NA
brca	4615	MYD88	uc011ayi.1	uc011ayk.1	NA	NA	NA	NA	NA
brca	4633	MYL2	uc001try.3	uc001trx.3	NA	NA	NA	NA	NA
brca	4635	MYL4	uc002ilg.2	uc002ilh.2	NA	NA	NA	NA	NA
brca	4635	MYL4	uc002ilh.2	uc002ilg.2	NA	NA	NA	NA	NA
brca	4637	MYL6	uc001sjw.1	uc001sjx.1	NA	NA	NA	NA	NA
brca	4637	MYL6	uc001sjw.1	uc010sqe.1	NA	NA	NA	NA	NA
brca	4637	MYL6	uc010sqe.1	uc001sjx.1	NA	NA	NA	NA	NA
brca	4644	MYO5A	uc002aby.2	uc002abx.3	NA	NA	NA	NA	NA
brca	4644	MYO5A	uc002abz.1	uc010ugd.1	NA	NA	NA	NA	NA
brca	4644	MYO5A	uc010ugd.1	uc002acc.1	NA	NA	NA	NA	NA
brca	4645	MYO5B	uc002leb.2	uc002lea.2	NA	NA	NA	NA	NA
brca	4646	MYO6	uc003pij.1	uc003pig.1	NA	NA	NA	NA	NA
brca	4647	MYO7A	uc001oyb.2	uc001oyc.2	NA	NA	NA	NA	NA
brca	4649	MYO9A	uc002atl.3	uc002ato.2	NA	NA	NA	NA	NA
brca	4653	MYOC	uc001ghu.2	uc010pmk.1	NA	NA	NA	NA	NA
brca	4659	PPP1R12A	uc001sza.2	uc010suc.1	NA	NA	NA	NA	NA
brca	4670	HNRNPM	uc010dwd.2	uc002mkb.1	NA	NA	NA	NA	NA
brca	4673	NAP1L1	uc001sxw.2	uc001sxx.2	NA	NA	NA	NA	NA
brca	4678	NASP	uc001coj.1	uc001col.1	NA	NA	NA	NA	NA
brca	4682	NUBP1	uc002daa.1	uc002dab.1	NA	NA	NA	NA	NA
brca	4688	NCF2	uc010pod.1	uc001gqk.3	NA	NA	NA	NA	NA
brca	4690	NCK1	uc003erh.2	uc011bme.1	NA	NA	NA	NA	NA
brca	4690	NCK1	uc011bme.1	uc003erh.2	NA	NA	NA	NA	NA
brca	4698	NDUFA5	uc003vkr.2	uc003vks.2	NA	NA	NA	NA	NA
brca	4704	NDUFA9	uc001qnc.2	uc010ses.1	NA	NA	NA	NA	NA
brca	4704	NDUFA9	uc010ses.1	uc001qnc.2	NA	NA	NA	NA	NA
brca	4711	NDUFB5	uc003fke.2	uc003fkd.2	NA	NA	NA	NA	NA
brca	4719	NDUFS1	uc002vbe.2	uc010ziq.1	NA	NA	NA	NA	NA
brca	4719	NDUFS1	uc002vbe.2	uc010zis.1	NA	NA	NA	NA	NA
brca	4723	NDUFV1	uc001omj.2	uc010rpw.1	NA	NA	NA	NA	NA
brca	4758	NEU1	uc003nxq.3	uc010jth.2	NA	NA	NA	NA	NA
brca	4763	NF1	uc002hge.1	uc010csn.1	NA	NA	NA	NA	NA
brca	4771	NF2	uc003agk.3	uc011akq.1	NA	NA	NA	NA	NA
brca	4772	NFATC1	uc010xfi.1	uc002lng.2	NA	NA	NA	NA	NA
brca	4773	NFATC2	uc010zyv.1	uc010zyw.1	NA	NA	NA	NA	NA
brca	4778	NFE2	uc001sfr.3	uc009znk.2	NA	NA	NA	NA	NA
brca	4778	NFE2	uc009znk.2	uc001sfr.3	NA	NA	NA	NA	NA
brca	4778	NFE2	uc009znl.2	uc001sfr.3	NA	NA	NA	NA	NA
brca	4779	NFE2L1	uc002imz.3	uc002inb.3	NA	NA	NA	NA	NA
brca	4781	NFIB	uc003zle.2	uc003zld.2	NA	NA	NA	NA	NA
brca	4782	NFIC	uc010xhj.1	uc010xhh.1	NA	NA	NA	NA	NA
brca	4784	NFIX	uc002mwd.2	uc002mwe.2	NA	NA	NA	NA	NA
brca	4784	NFIX	uc002mwf.2	uc002mwg.1	NA	NA	NA	NA	NA
brca	4799	NFX1	uc003zso.2	uc003zsq.2	NA	NA	NA	NA	NA
brca	4799	NFX1	uc003zso.2	uc003zsr.2	NA	NA	NA	NA	NA
brca	4800	NFYA	uc003opo.2	uc003opp.2	NA	NA	NA	NA	NA
brca	4801	NFYB	uc001tkl.1	uc001tkk.1	NA	NA	NA	NA	NA
brca	4802	NFYC	uc001cgb.2	uc001cge.2	NA	NA	NA	NA	NA
brca	4802	NFYC	uc009vwd.2	uc001cgd.3	NA	NA	NA	NA	NA
brca	4802	NFYC	uc009vwd.2	uc001cge.2	NA	NA	NA	NA	NA
brca	4809	NHP2L1	uc003bat.2	uc003bau.2	NA	NA	NA	NA	NA
brca	4809	NHP2L1	uc003bat.2	uc003baw.2	NA	NA	NA	NA	NA
brca	4820	NKTR	uc011azp.1	uc003clo.2	NA	NA	NA	NA	NA
brca	4828	NMB	uc002bkz.2	uc002bla.2	NA	NA	NA	NA	NA
brca	4839	NOP2	uc001qpi.1	uc001qph.1	NA	NA	NA	NA	NA
brca	4839	NOP2	uc001qpi.1	uc001qpj.1	NA	NA	NA	NA	NA
brca	4843	NOS2	uc002gzu.2	uc010crh.1	NA	NA	NA	NA	NA
brca	4846	NOS3	uc011kuy.1	uc003wif.2	NA	NA	NA	NA	NA
brca	4850	CNOT4	uc011kpz.1	uc011kpy.1	NA	NA	NA	NA	NA
brca	4857	NOVA1	uc001wpy.2	uc001wqb.2	NA	NA	NA	NA	NA
brca	4862	NPAS2	uc002tap.1	uc010yvt.1	NA	NA	NA	NA	NA
brca	4862	NPAS2	uc010yvt.1	uc002tap.1	NA	NA	NA	NA	NA
brca	4862	NPAS2	uc010yvt.1	uc010fit.1	NA	NA	NA	NA	NA
brca	4863	NPAT	uc010rvv.1	uc001pjz.3	NA	NA	NA	NA	NA
brca	4867	NPHP1	uc002tfl.3	uc002tfp.2	NA	NA	NA	NA	NA
brca	4867	NPHP1	uc002tfm.3	uc002tfp.2	NA	NA	NA	NA	NA
brca	4869	NPM1	uc003mbi.2	uc003mbh.2	NA	NA	NA	NA	NA
brca	4883	NPR3	uc003jhv.2	uc010iuo.2	NA	NA	NA	NA	NA
brca	4883	NPR3	uc011cnz.1	uc003jhv.2	NA	NA	NA	NA	NA
brca	4891	SLC11A2	uc001rxe.3	uc001rxc.3	NA	NA	NA	NA	NA
brca	4899	NRF1	uc003voz.2	uc003vpb.2	NA	NA	NA	NA	NA
brca	4899	NRF1	uc003voz.2	uc011kpa.1	NA	NA	NA	NA	NA
brca	4899	NRF1	uc003vpb.2	uc003voz.2	NA	NA	NA	NA	NA
brca	4900	NRGN	uc001qar.2	uc001qaq.2	NA	NA	NA	NA	NA
brca	4901	NRL	uc001wlo.2	uc001wlq.2	NA	NA	NA	NA	NA
brca	4907	NT5E	uc003pko.3	uc010kbr.2	NA	NA	NA	NA	NA
brca	4908	NTF3	uc001qnk.3	uc001qnl.3	NA	NA	NA	NA	NA
brca	4914	NTRK1	uc001fqf.1	uc009wsi.1	NA	NA	NA	NA	NA
brca	4914	NTRK1	uc001fqf.1	uc009wsk.1	NA	NA	NA	NA	NA
brca	4914	NTRK1	uc001fqh.1	uc009wsi.1	NA	NA	NA	NA	NA
brca	4914	NTRK1	uc009wsi.1	uc001fqi.1	NA	NA	NA	NA	NA
brca	4916	NTRK3	uc002bmg.2	uc002bmh.2	NA	NA	NA	NA	NA
