Tumor	GeneId	Symbol	Normal_transcript	Tumor_transcript	Recurrence	Affects_mutated_feature	PPI	Pannegative
kich	2196	FAT2	uc003lud.3	uc003lue.3	0	1	0	0
kich	7045	TGFBI	uc003lbf.3	uc010jee.2	0	0	0	0
kich	56848	SPHK2	uc002pjv.2	uc002pjr.2	0	0	0	0
kich	144100	PLEKHA7	uc010rcu.1	uc001mmm.2	0	0	0	0
kich	54471	SMCR7L	uc003axx.2	uc003axy.2	1	0	0	0
kich	51199	NIN	uc001wyi.2	uc001wyk.2	1	0	0	0
kich	84329	HVCN1	uc001trs.1	uc010syd.1	0	0	0	0
kich	90139	TSPAN18	uc001myh.1	uc001mye.3	0	0	0	0
kich	4731	NDUFV3	uc002zcn.2	uc002zcm.2	0	0	0	0
kich	10154	PLXNC1	uc009zsv.2	uc010sut.1	0	1	0	0
kich	23161	SNX13	uc003stv.2	uc010kub.2	1	0	1	0
kich	59343	SENP2	uc003fpn.2	uc011brv.1	0	0	0	0
kich	50808	AK3	uc003ziq.1	uc003zir.1	0	0	0	0
kich	26112	CCDC69	uc003ltq.2	uc011dcq.1	1	0	0	0
kich	60491	NIF3L1	uc002uwm.2	uc002uwl.2	0	0	0	0
kich	126820	WDR63	uc001dkt.2	uc009wcl.2	0	0	0	0
kich	10395	DLC1	uc003wwk.1	uc011kxx.1	0	0	0	0
kich	8476	CDC42BPA	uc001hqr.2	uc001hqp.2	0	0	1	0
kich	835	CASP2	uc003wco.2	uc011ktb.1	0	0	1	0
kich	6712	SPTBN2	uc001ojd.2	uc001ojc.1	0	0	1	0
kich	254428	SLC41A1	uc001hdh.1	uc001hdg.1	0	0	0	0
kich	2530	FUT8	uc001xip.2	uc001xis.2	1	0	0	0
kich	25884	CHRDL2	uc001ovi.2	uc001ovh.2	0	0	0	0
kich	23609	MKRN2	uc003bxd.2	uc011aus.1	0	0	0	0
kich	5782	PTPN12	uc003ugh.2	uc010lds.2	1	0	1	0
kich	26057	ANKRD17	uc003hgo.2	uc003hgq.2	0	0	0	0
kich	23012	STK38L	uc001rhr.2	uc001rhs.2	0	0	1	0
kich	54478	FAM64A	uc002gdb.1	uc002gcw.1	0	0	0	0
kich	317662	FAM149B1	uc009xqz.2	uc001jtq.2	0	0	0	0
kich	6233	RPS27A	uc002ryk.2	uc002ryl.2	0	1	1	0
kich	55633	TBC1D22B	uc003onn.2	uc003onp.2	1	0	0	0
kich	54893	MTMR10	uc001zfh.1	uc001zfi.1	0	0	0	0
kich	79072	FASTKD3	uc003jeb.2	uc003jec.2	1	0	0	0
kich	55771	PRR11	uc002ixg.1	uc002ixf.1	0	0	0	0
kich	8732	RNGTT	uc003pmr.2	uc011dzu.1	0	0	0	0
kich	56111	PCDHGA4	uc003ljp.1	uc003ljq.1	1	0	0	0
kich	3635	INPP5D	uc010zmo.1	uc010zmp.1	0	0	0	0
kich	221662	RBM24	uc003nbz.3	uc011diz.1	0	0	1	0
kich	5887	RAD23B	uc011lwa.1	uc004bde.2	0	0	0	0
kich	9742	IFT140	uc002cmb.2	uc002clz.2	1	0	0	0
kich	51094	ADIPOR1	uc001gyq.3	uc010pqd.1	1	0	0	0
kich	5010	CLDN11	uc003fgx.2	uc011bpt.1	0	0	0	0
kich	10808	HSPH1	uc001utj.2	uc010tds.1	1	0	0	0
kich	54955	C1orf109	uc001cbo.2	uc001cbn.2	0	0	0	0
kich	57714	?	uc002jyf.2	uc002jyg.1	0	0	0	0
kich	9439	MED23	uc003qcs.1	uc003qcr.1	0	0	0	0
kich	123872	LRRC50	uc002fhl.3	uc010vnw.1	0	0	0	0
kich	26503	SLC17A5	uc003phn.3	uc010kax.2	1	0	0	0
kich	55225	RAVER2	uc001dbs.1	uc010opb.1	1	0	0	0
kich	27143	KIAA1274	uc001jrd.3	uc001jre.3	1	0	0	0
kich	535	ATP6V0A1	uc002hzq.2	uc002hzu.2	0	0	1	0
kich	9918	NCAPD2	uc001qoo.2	uc010sfd.1	1	0	0	0
kich	8450	CUL4B	uc004esv.2	uc010nqq.2	1	0	0	0
kich	23229	ARHGEF9	uc011mos.1	uc004dvl.2	0	0	0	0
kich	6877	TAF5	uc001kwv.2	uc010qqq.1	1	0	0	0
kich	8473	OGT	uc004eaa.1	uc004eac.2	0	0	0	0
kich	284451	ODF3L2	uc010drp.2	uc002lor.2	0	0	0	0
kich	57584	ARHGAP21	uc001isb.2	uc010qdb.1	0	0	0	0
kich	8301	PICALM	uc001pbl.2	uc001pbk.2	1	0	1	0
kich	2180	ACSL1	uc003iwu.1	uc003iws.1	0	0	0	0
kich	196394	AMN1	uc001rkq.3	uc001rko.3	0	0	0	0
kich	85002	FAM86B1	uc003wvl.3	uc010lse.2	0	0	0	0
kich	2241	FER	uc003kop.1	uc011cvg.1	1	1	0	0
kich	9321	TRIP11	uc001xzy.2	uc001xzz.3	0	0	0	0
kich	57563	KLHL8	uc003hql.1	uc010ikj.1	0	0	1	0
kich	4205	MEF2A	uc002bvf.2	uc010bot.2	0	0	0	0
kich	4534	MTM1	uc004fef.3	uc011mxz.1	0	0	0	0
kich	163782	KANK4	uc001daf.3	uc001dah.3	0	0	0	0
kich	162494	RHBDL3	uc002hhf.1	uc010csx.1	1	0	0	0
kich	51306	FAM13B	uc003lbz.2	uc003lcb.2	0	0	0	0
kich	85477	SCIN	uc003ssn.3	uc003sso.3	0	0	0	0
kich	80856	KIAA1715	uc002ukc.1	uc002ukd.1	0	0	0	0
kich	54407	SLC38A2	uc001rpg.2	uc010sli.1	1	0	0	0
kich	27240	SIT1	uc003zxe.1	uc003zxf.1	0	0	0	0
kich	51267	CLEC1A	uc001qxb.2	uc001qxd.2	0	0	0	0
kich	6890	TAP1	uc003ocg.2	uc011dqi.1	1	0	0	0
kich	55035	NOL8	uc004arv.2	uc004arw.2	1	0	0	0
kich	7127	TNFAIP2	uc001ymm.1	uc010awo.1	0	0	0	0
kich	1500	CTNND1	uc001nlt.3	uc001nlo.3	0	0	0	0
kich	11176	BAZ2A	uc001slp.1	uc001slo.1	0	0	0	0
kich	23213	SULF1	uc003xyg.2	uc003xyi.1	0	0	0	0
kich	5939	RBMS2	uc001sln.2	uc009zou.2	0	0	1	0
kich	126295	ZNF57	uc002lwr.2	uc010xha.1	1	0	0	0
kich	93627	TBCK	uc010ilv.2	uc003hyb.2	0	0	0	0
kich	6558	SLC12A2	uc003kus.2	uc010jdg.2	0	0	0	0
kich	51393	TRPV2	uc002gpy.2	uc002gpz.2	1	0	0	0
kich	93323	HAUS8	uc002nfe.2	uc002nff.2	1	0	0	0
kich	26147	PHF19	uc011lyf.1	uc004bkr.2	0	0	0	0
kich	132660	LIN54	uc003hnx.3	uc010ijv.2	0	0	0	0
kich	57713	SFMBT2	uc009xio.1	uc010qay.1	0	0	0	0
kich	81	ACTN4	uc002oja.1	uc002ojb.1	1	0	1	0
kich	23061	TBC1D9B	uc003mli.2	uc003mlg.2	1	0	0	0
kich	9728	SECISBP2L	uc001zxe.1	uc001zxd.1	0	0	0	0
kich	55914	ERBB2IP	uc003juj.1	uc011cqz.1	0	0	0	0
kich	57698	KIAA1598	uc009xyw.2	uc001lcy.3	0	0	0	0
kich	6936	C2orf3	uc002sno.2	uc010ffs.2	0	0	0	0
kich	10106	CTDSP2	uc009zqf.2	uc010ssg.1	0	0	0	0
kich	25904	CNOT10	uc003cfc.1	uc010hfw.1	1	0	0	0
kich	55703	POLR3B	uc001tlp.2	uc001tlq.2	0	0	0	0
kich	84932	RAB2B	uc010tlt.1	uc010tls.1	0	1	0	0
kich	55008	HERC6	uc011cdi.1	uc011cdl.1	1	0	0	0
kich	2113	ETS1	uc010sbs.1	uc009zch.2	0	0	0	0
kich	6294	SAFB	uc002mcg.2	uc010xiu.1	0	0	0	0
kich	8672	EIF4G3	uc001bef.2	uc009vpz.2	0	0	0	0
kich	9831	ZNF623	uc011lkp.1	uc003yzd.2	0	0	0	0
kich	146691	TOM1L2	uc002grz.3	uc002grv.3	0	0	0	0
kich	2976	GTF3C2	uc002rjw.1	uc010eyy.1	0	0	0	0
kich	5451	POU2F1	uc001gee.2	uc010plh.1	0	0	0	0
kich	23304	UBR2	uc011dur.1	uc011dut.1	0	0	0	0
kich	8831	SYNGAP1	uc010juy.2	uc010juz.2	0	0	1	0
kich	84726	BAT2L1	uc004can.3	uc004cap.3	0	0	0	0
kich	64210	MMS19	uc001knt.2	uc001knq.2	1	0	0	0
kich	1756	DMD	uc004dco.1	uc004dcp.1	0	0	0	0
kich	51307	FAM53C	uc003lcw.2	uc011cyr.1	1	0	0	0
kich	1489	CTF1	uc002dzw.2	uc002dzx.2	0	0	0	0
kich	100131827	ZNF717	uc011bgi.1	uc003dpw.3	0	1	0	0
kich	7099	TLR4	uc004bjz.2	uc004bkb.2	0	0	1	0
kich	25923	ATL3	uc001nxk.1	uc010rmr.1	1	0	0	0
kich	6711	SPTBN1	uc002rxu.2	uc010you.1	0	0	0	0
kich	118788	PIK3AP1	uc001kmp.2	uc001kmo.2	1	0	0	0
kich	22824	HSPA4L	uc003ifm.2	uc011cgr.1	0	0	0	0
kich	3257	HPS1	uc001kpi.1	uc001kpl.2	0	0	0	0
kich	79726	WDR59	uc002fdh.1	uc002fdf.1	1	0	0	0
kich	7294	TXK	uc011bzj.1	uc010igj.2	0	1	1	0
kich	4647	MYO7A	uc001oyb.2	uc001oyc.2	0	0	0	0
kich	2643	GCH1	uc001xbi.1	uc010aol.1	1	0	0	0
kich	8518	IKBKAP	uc004bdm.3	uc004bdl.2	0	0	0	0
kich	2553	GABPB1	uc001zyb.2	uc001zye.2	0	0	0	0
kich	6560	SLC12A4	uc002euz.2	uc010vkh.1	0	0	0	0
kich	8925	HERC1	uc002amp.2	uc002amo.2	0	0	1	0
kich	79066	METT10D	uc002fut.2	uc010cka.2	0	1	0	0
kich	79684	C11orf61	uc001qba.1	uc001qay.1	0	0	0	0
kich	4763	NF1	uc002hgg.2	uc010wbu.1	0	0	1	0
kich	81792	ADAMTS12	uc003jib.1	uc003jia.1	0	1	0	0
kich	57674	RNF213	uc002jyh.1	uc010dhx.1	1	0	0	0
kich	91893	FDXACB1	uc001pmc.3	uc009yyi.2	1	0	0	0
kich	7272	TTK	uc003pjc.2	uc003pjb.3	0	0	0	0
kich	989	SEPT7	uc011kav.1	uc003tey.2	1	0	0	0
kich	23534	TNPO3	uc003vol.1	uc010llx.1	0	0	1	0
kich	8509	NDST2	uc001jvk.2	uc010qks.1	1	0	0	0
kich	23411	SIRT1	uc001jnd.2	uc001jne.2	0	0	0	0
kich	5832	ALDH18A1	uc001kkz.2	uc010qoh.1	1	0	0	0
kich	64786	TBC1D15	uc009zrv.2	uc001swv.2	0	1	0	0
kich	23268	DNMBP	uc001kqh.2	uc010qpl.1	0	0	0	0
kich	23191	CYFIP1	uc001yus.2	uc001yuu.2	0	0	0	0
kich	83989	FAM172A	uc010jbd.2	uc011cuj.1	0	1	0	0
kich	1184	CLCN5	uc004dos.1	uc004doq.1	0	0	0	0
kich	3842	TNPO1	uc003kck.3	uc003kcg.3	0	0	0	0
kich	5567	PRKACB	uc001djl.2	uc010orv.1	0	0	0	0
kich	83737	ITCH	uc002xak.2	uc010zuj.1	0	0	1	0
kich	10018	BCL2L11	uc002tgv.1	uc010fke.1	0	0	1	0
kich	329	BIRC2	uc001pgy.2	uc010ruq.1	1	0	0	0
kich	91050	CCDC149	uc003grc.2	uc003grb.2	0	0	0	0
kich	9196	KCNAB3	uc002gjm.1	uc010vul.1	0	0	0	0
kich	56243	KIAA1217	uc001iru.3	uc001irt.3	0	0	0	0
kich	22908	SACM1L	uc003cos.2	uc003cot.2	0	0	0	0
kich	63910	SLC17A9	uc002yea.3	uc011aap.1	0	0	0	0
kich	401474	SAMD12	uc010mda.1	uc010mdb.1	0	0	0	0
kich	80021	TMEM62	uc010bda.2	uc001zqt.2	0	0	0	0
kich	57326	PBXIP1	uc001ffr.2	uc010pep.1	1	0	0	0
kich	4241	MFI2	uc003fxk.3	uc003fxl.3	0	0	0	0
kich	57685	CACHD1	uc001dbo.1	uc010opa.1	0	0	0	0
kich	55037	PTCD3	uc010ytc.1	uc002sqx.1	0	0	0	0
kich	83787	ARMC10	uc003vaw.1	uc003vax.1	0	0	0	0
kich	114781	BTBD9	uc010jwx.2	uc003ony.3	0	0	0	0
kich	5908	RAP1B	uc001suc.2	uc010sti.1	1	1	0	0
kich	151126	ZNF385B	uc002unj.2	uc002unn.3	0	0	0	0
kich	54432	YIPF1	uc001cvu.2	uc001cvy.2	0	0	1	0
kich	5168	ENPP2	uc003yot.1	uc011lic.1	1	1	0	0
kich	53373	TPCN1	uc010syu.1	uc001tuw.2	0	1	0	0
kich	4893	NRAS	uc009wgu.2	uc001efh.3	1	1	0	0
kich	23315	SLC9A8	uc002xuv.1	uc010gid.2	0	0	0	0
kich	256281	NUDT14	uc010tyn.1	uc001yqi.2	0	0	0	0
kich	83862	TMEM120A	uc003uec.2	uc003ueb.1	0	0	0	0
kich	85403	EAF1	uc003bzu.2	uc011avq.1	0	0	0	0
kich	7046	TGFBR1	uc011lvc.1	uc004azd.2	1	0	0	0
kich	2894	GRID1	uc001kdl.1	uc010qmf.1	0	1	0	0
kich	27436	EML4	uc002rsi.2	uc010ynv.1	1	0	0	0
kich	80333	KCNIP4	uc003gqg.1	uc003gqd.3	0	0	0	0
kich	64857	PLEKHG2	uc010xuz.1	uc010xva.1	0	0	0	0
kich	149473	CCDC24	uc001clj.2	uc009vxc.2	0	0	0	0
kich	57631	LRCH2	uc010nqe.2	uc004epz.2	0	0	0	0
kich	22863	KIAA0831	uc001xbx.1	uc001xbw.1	1	0	0	0
kich	81839	VANGL1	uc001efv.1	uc009wgy.1	0	0	0	0
kich	2022	ENG	uc004bsj.3	uc011mam.1	1	0	0	0
kich	55074	OXR1	uc011lhu.1	uc010mch.2	0	0	0	0
kich	6915	TBXA2R	uc002lyg.1	uc002lye.1	0	0	0	0
kich	55534	MAML3	uc003ihz.1	uc011chd.1	1	0	0	0
kich	5634	PRPS2	uc004cvb.2	uc010nec.2	0	0	0	0
kich	11332	ACOT7	uc001amr.2	uc010nzq.1	0	0	0	0
kich	23387	SIK3	uc001ppy.2	uc001ppx.2	0	0	0	0
kich	27315	PGAP2	uc010qxy.1	uc001lyn.3	0	0	0	0
kich	26091	HERC4	uc001jnh.3	uc009xpq.2	1	0	0	0
kich	9781	RNF144A	uc002qys.2	uc002qyt.2	1	0	0	0
kich	222389	BEND7	uc001imo.3	uc001imn.2	0	0	0	0
kich	10613	ERLIN1	uc001kqo.3	uc001kqm.3	0	0	0	0
kich	2060	EPS15	uc001csq.1	uc001csp.3	0	0	0	0
kich	25921	ZDHHC5	uc001nkx.1	uc001nky.1	1	0	0	0
kich	6776	STAT5A	uc002hzj.1	uc010cyc.1	0	0	0	0
kich	80347	COASY	uc002hzz.2	uc002iab.2	0	0	0	0
kich	10221	TRIB1	uc011lis.1	uc010mdn.2	0	0	0	0
kich	23255	KIAA0802	uc002knq.2	uc002knt.2	0	0	0	0
kich	92140	MTDH	uc003yhz.2	uc010mbf.2	1	0	0	0
kich	4664	NAB1	uc010fsc.2	uc002usc.2	0	0	0	0
kich	56141	PCDHA7	uc003lhq.2	uc011dac.1	0	0	0	0
kich	6120	RPE	uc002vdm.2	uc010zjf.1	0	0	0	0
kich	55553	SOX6	uc001mme.2	uc001mmg.2	0	0	0	0
kich	8904	CPNE1	uc002xde.2	uc002xdh.2	0	0	0	0
kich	84343	HPS3	uc003ewu.1	uc011bnq.1	0	0	0	0
kich	55140	ELP3	uc003xgo.3	uc003xgn.3	0	0	0	0
kich	22803	XRN2	uc002wsf.1	uc010zsk.1	0	0	0	0
kich	54497	HEATR5B	uc002rpp.1	uc002rpo.1	0	0	0	0
kich	256643	CXorf23	uc004czp.2	uc004czn.3	0	1	0	0
kich	64376	IKZF5	uc001lha.2	uc001lgz.2	0	1	1	0
kich	9181	ARHGEF2	uc001fmt.2	uc001fmq.2	1	0	1	0
kich	51703	ACSL5	uc001kzu.2	uc010qrj.1	1	0	0	0
kich	163059	ZNF433	uc002msz.1	uc002msy.1	0	0	0	0
kich	8554	PIAS1	uc002aqz.2	uc002ara.2	0	0	0	0
kich	112609	MRAP2	uc003pkg.3	uc010kbo.2	0	0	0	0
kich	6671	SP4	uc003sva.2	uc003svb.2	0	1	0	0
kich	55832	CAND1	uc001stn.2	uc001sto.2	0	0	0	0
kich	4952	OCRL	uc004eur.2	uc010nrb.2	0	0	1	0
kich	23223	RRP12	uc001knf.2	uc001kne.2	1	0	0	0
kich	54619	CCNJ	uc010qoq.1	uc001kln.2	0	0	0	0
kich	8629	JRK	uc003ywp.2	uc003ywo.2	0	0	0	0
kich	8935	SKAP2	uc003syc.2	uc011jzj.1	1	0	0	0
kich	51351	ZNF117	uc011kdr.1	uc003ttr.2	1	1	0	0
kich	59349	KLHL12	uc001gyo.1	uc001gym.1	1	0	1	0
kich	57404	CYP20A1	uc002uzv.3	uc010ftw.2	0	0	0	0
kich	80315	CPEB4	uc003mct.3	uc003mcu.3	0	0	0	0
kich	286826	LIN9	uc001hqc.2	uc001hqb.2	0	0	0	0
kich	1997	ELF1	uc001uxs.2	uc010tfc.1	0	0	0	0
kich	64172	OSGEPL1	uc002uqz.1	uc002ura.1	0	0	0	0
kich	23256	SCFD1	uc001wqm.1	uc010amf.1	1	0	0	0
kich	8036	SHOC2	uc001kzl.3	uc010qrg.1	1	0	1	0
kich	1786	DNMT1	uc002mng.2	uc002mnf.2	1	1	0	0
kich	26094	DCAF4	uc001xng.2	uc001xni.2	0	0	0	0
kich	2068	ERCC2	uc002pbj.2	uc002pbi.2	1	0	0	0
kich	55667	DENND4C	uc003znq.2	uc003zns.2	0	0	0	0
kich	57648	KIAA1522	uc010ohm.1	uc010ohn.1	0	0	0	0
kich	64421	DCLRE1C	uc010qbx.1	uc001ink.2	0	0	0	0
kich	114659	LRRC37B	uc010wbx.1	uc002hgu.2	1	0	0	0
kich	55274	PHF10	uc011egy.1	uc011eha.1	0	0	0	0
kich	11186	RASSF1	uc003dab.1	uc003daa.1	0	0	0	0
kich	7536	SF1	uc001obb.1	uc010rnm.1	1	0	1	0
kich	64689	GORASP1	uc003ciw.1	uc003ciz.1	0	0	0	0
kich	7008	TEF	uc003azx.2	uc003azy.2	0	0	0	0
kich	11196	SEC23IP	uc001leu.1	uc009xzk.1	0	0	0	0
kich	55268	ECHDC2	uc001cup.3	uc001cuo.3	0	0	0	0
kich	7458	EIF4H	uc003uae.1	uc003uaf.1	1	0	1	0
kich	7168	TPM1	uc002alk.2	uc002alt.2	0	0	0	0
kich	54880	BCOR	uc004dem.3	uc010nhb.2	0	0	0	0
kich	10051	SMC4	uc003fdh.2	uc003fdl.2	0	0	0	0
kich	54581	SCAND2	uc002bkt.2	uc002bks.2	0	0	0	0
kich	85409	NKD2	uc003jbt.1	uc010itf.1	0	1	0	0
kich	83852	SETDB2	uc010adh.2	uc001vda.2	0	0	0	0
kich	11044	PAPD7	uc003jdx.1	uc010itl.1	1	0	0	0
kich	51338	MS4A4A	uc001noz.2	uc001npb.2	0	0	0	0
kich	7922	SLC39A7	uc003odf.2	uc003odh.2	1	1	0	0
kich	643224	TUBBP5	uc010ncq.2	uc004com.2	0	0	0	0
kich	5298	PI4KB	uc001exr.2	uc010pcw.1	1	0	0	0
kich	7082	TJP1	uc001zcs.2	uc001zcr.2	0	0	0	0
kich	9898	UBAP2L	uc009wot.2	uc001fer.2	0	0	0	0
kich	23032	USP33	uc001dhu.2	uc009wca.1	0	0	1	0
kich	8777	MPDZ	uc010mhx.2	uc003zky.3	0	0	0	0
kich	10916	MAGED2	uc004dtl.1	uc004dto.1	0	0	0	0
kich	5136	PDE1A	uc002uor.2	uc002uou.2	0	0	0	0
kich	27440	CECR5	uc002zmf.2	uc002zme.2	0	0	0	0
kich	23141	ANKLE2	uc001ukx.2	uc009zyw.1	0	0	0	0
kich	8412	BCAR3	uc001dqa.2	uc001dpy.2	0	0	0	0
kich	4671	NAIP	uc011crs.1	uc003kat.1	0	0	1	0
kich	253512	SLC25A30	uc001vag.2	uc010tft.1	0	0	0	0
kich	64116	SLC39A8	uc003hwc.2	uc003hwa.1	0	0	0	0
kich	256471	MFSD8	uc003ifp.2	uc011cgu.1	0	0	0	0
kich	284338	PRR19	uc002oth.1	uc002oti.2	0	0	0	0
kich	8454	CUL1	uc003wey.2	uc003wez.2	1	0	0	0
kich	4199	ME1	uc003pjy.2	uc011dzc.1	0	0	0	0
kich	9862	MED24	uc002hts.2	uc010weq.1	0	0	0	0
kich	84250	ANKRD32	uc003kkr.3	uc003kks.2	1	1	0	0
kich	55133	SRBD1	uc002rus.2	uc010yoc.1	0	0	0	0
kich	8214	DGCR6	uc002zoh.3	uc002zog.2	0	0	0	0
kich	10256	CNKSR1	uc001blm.3	uc009vse.2	0	0	0	0
kich	91298	C12orf29	uc001tao.2	uc001tap.2	0	0	0	0
kich	857	CAV1	uc003vif.1	uc010lkf.1	0	0	0	0
kich	10782	ZNF274	uc002qrq.1	uc002qrs.1	0	0	0	0
kich	8853	ASAP2	uc002qzh.2	uc002qzi.2	0	0	0	0
kich	10285	SMNDC1	uc001kzc.3	uc001kzb.2	0	0	0	0
kich	728635	DHRS4L1	uc010tnu.1	uc010alc.2	0	0	0	0
kich	80148	PQLC1	uc002lnl.2	uc010xfm.1	0	0	0	0
kich	80024	SLC24A6	uc001tvc.2	uc001tvb.2	1	0	0	0
kich	5140	PDE3B	uc001mln.2	uc010rcr.1	0	0	0	0
kich	9815	GIT2	uc001tps.2	uc001tpr.2	0	0	1	0
kich	55163	PNPO	uc002imo.2	uc010wla.1	1	0	0	0
kich	159963	SLC5A12	uc001mra.2	uc001mrb.2	0	0	0	0
kich	22938	SNW1	uc001xuf.2	uc010asu.2	1	0	0	0
kich	26156	RSL1D1	uc002dbp.1	uc010buw.2	0	1	1	0
kich	5520	PPP2R2A	uc003xeu.2	uc011laf.1	0	0	0	0
kich	23164	MPRIP	uc002gqu.1	uc002gqv.1	0	0	0	0
kich	6018	RLF	uc001cfc.3	uc001cfd.3	1	0	0	0
kich	2690	GHR	uc003jmt.2	uc011cpq.1	0	1	1	0
kich	49854	ZNF295	uc002yzy.3	uc002yzz.3	0	0	0	0
kich	10492	SYNCRIP	uc003pla.2	uc003pky.2	0	0	0	0
kich	5198	PFAS	uc002gkr.2	uc002gks.2	1	0	0	0
kich	5154	PDGFA	uc003sir.2	uc003sis.2	1	0	0	0
kich	196528	ARID2	uc001ros.1	uc001rou.1	0	0	1	0
kich	9656	MDC1	uc003nrg.3	uc003nrf.3	0	0	1	0
kich	10461	MERTK	uc002thk.1	uc002thl.1	1	1	0	0
kich	372	ARCN1	uc001ptq.2	uc009zah.2	1	0	1	0
kich	2675	GFRA2	uc003wzu.1	uc003wzw.1	0	0	0	0
kich	7266	DNAJC7	uc002hyo.2	uc010wgb.1	0	0	0	0
kich	6853	SYN1	uc004did.2	uc004die.2	1	0	0	0
kich	6655	SOS2	uc001wxs.3	uc010ans.2	0	1	1	0
kich	767558	LUZP6	uc003vte.3	uc010lmv.2	1	0	0	0
kich	961	CD47	uc003dwv.1	uc003dwu.1	0	0	0	0
kich	83892	KCTD10	uc001toi.1	uc009zvi.1	0	0	0	0
kich	121268	RHEBL1	uc001rtc.1	uc009zlc.1	0	1	0	0
kich	10272	FSTL3	uc002lpk.1	uc010drt.1	0	0	1	0
kich	84100	ARL6	uc010hoy.2	uc003drw.2	0	1	0	0
kich	5900	RALGDS	uc004ccq.2	uc011mcv.1	0	0	0	0
kich	3090	HIC1	uc002ftz.3	uc010cjy.2	0	0	0	0
kich	114548	NLRP3	uc001icr.2	uc001icw.2	0	0	0	0
kich	8323	FZD6	uc003ylj.2	uc011lho.1	1	0	1	0
kich	23023	TMCC1	uc003emz.3	uc011blc.1	0	0	0	0
kich	26234	FBXL5	uc003goc.1	uc010idw.1	1	0	0	0
kich	1723	DHODH	uc002fbp.2	uc010cgk.2	1	0	0	0
kich	8874	ARHGEF7	uc010tjo.1	uc001vrv.3	0	0	0	0
kich	55666	NPLOC4	uc002kat.3	uc010dic.2	1	0	1	0
kich	27236	ARFIP1	uc003imz.2	uc011cij.1	1	0	0	0
kich	64895	PAPOLG	uc002sai.2	uc010fch.2	1	0	0	0
kich	51496	CTDSPL2	uc001ztr.2	uc010bdv.2	0	0	0	0
kich	80032	ZNF556	uc002lwp.1	uc002lwq.2	0	0	0	0
kich	4351	MPI	uc002azc.1	uc010ulx.1	0	0	0	0
kich	57552	NCEH1	uc003fig.2	uc011bpy.1	1	0	0	0
kich	115548	FCHO2	uc003kcl.2	uc011csn.1	1	0	0	0
kich	2622	GAS8	uc002fqi.1	uc010vps.1	0	0	0	0
kich	116068	LYSMD3	uc003kjr.2	uc010jaz.1	0	0	0	0
kich	6536	SLC6A9	uc001cln.2	uc010oko.1	1	0	0	0
kich	113235	SLC46A1	uc002hbf.1	uc002hbg.1	0	0	0	0
kich	5321	PLA2G4A	uc001gsc.2	uc010pos.1	0	0	0	0
kich	5905	RANGAP1	uc003azu.2	uc003azr.2	0	1	1	0
kich	51111	SUV420H1	uc001onp.2	uc010rqa.1	0	0	0	0
kich	84128	WDR75	uc002uql.1	uc002uqo.1	1	0	0	0
kich	79258	MMEL1	uc009vlg.1	uc001ajy.2	1	0	0	0
kich	9101	USP8	uc001zym.3	uc001zyp.3	0	0	1	0
kich	90634	N4BP2L1	uc001uuc.2	uc001uud.2	0	0	0	0
kich	54900	LAX1	uc001hab.2	uc001haa.2	0	0	0	0
kich	8396	PIP4K2B	uc002hqs.2	uc010cvp.2	1	0	0	0
kich	55568	GALNT10	uc003lvh.2	uc003lvj.2	0	1	0	0
kich	344148	NCKAP5	uc002ttp.2	uc002ttq.2	0	0	0	0
kich	253260	RICTOR	uc003jlp.2	uc010ivf.2	0	0	0	0
kich	266727	MDGA1	uc003onu.1	uc003onw.3	0	1	0	0
kich	57153	SLC44A2	uc002mpf.2	uc002mpi.2	0	0	0	0
kich	10645	CAMKK2	uc001tzt.2	uc001tzz.1	0	0	0	0
kich	10244	RABEPK	uc004bpl.1	uc004bpj.2	0	0	0	0
kich	26118	WSB1	uc002gzd.1	uc002gze.1	1	0	0	0
kich	11017	SNRNP27	uc002sfv.2	uc002sfw.2	0	1	0	0
kich	1639	DCTN1	uc002sky.2	uc002skt.1	1	1	1	0
kich	116840	CNTROB	uc002gjq.2	uc002gjr.2	0	0	0	0
kich	80025	PANK2	uc002wkb.2	uc002wkc.2	0	0	0	0
kich	2	A2M	uc001qvj.1	uc001qvk.1	0	0	0	0
kich	84881	RPUSD4	uc001qde.2	uc010sbl.1	1	0	0	0
kich	4798	NFRKB	uc001qfi.2	uc001qfg.2	0	0	0	0
kich	5133	PDCD1	uc002wcq.3	uc010fzs.2	0	1	0	0
kich	578	BAK1	uc003oes.2	uc003oer.2	1	0	0	0
kich	353091	RAET1G	uc003qnm.2	uc010kii.1	0	1	0	0
kich	51567	TDP2	uc003nej.2	uc003nei.2	1	0	0	0
kich	7109	TRAPPC10	uc002zea.2	uc011afa.1	0	0	0	0
kich	57062	DDX24	uc001ycj.2	uc010twr.1	1	0	0	0
kich	51617	HMP19	uc011dfh.1	uc003mcx.2	0	0	0	0
kich	51692	CPSF3	uc002qzo.1	uc002qzq.1	0	0	1	0
kich	30827	CXXC1	uc002leq.3	uc002lep.3	0	0	0	0
kich	728130	FAM22D	uc001keq.2	uc001kes.2	0	0	0	0
kich	133015	PACRGL	uc003gpx.3	uc003gpy.2	0	0	0	0
kich	7582	ZNF33B	uc001jag.1	uc001jaf.1	0	0	0	0
kich	10956	OS9	uc001spj.2	uc010srx.1	0	0	0	0
