Tumor	GeneId	Symbol	Normal_transcript	Tumor_transcript	Recurrence	Affects_mutated_feature	PPI	Pannegative
kirp	10461	MERTK	uc002thk.1	uc002thl.1	1	1	0	0
kirp	10419	PRMT5	uc001whm.1	uc001whn.1	0	0	0	0
kirp	9527	GOSR1	uc002hfd.2	uc002hfe.2	0	0	0	0
kirp	55308	DDX19A	uc002eyv.2	uc010vma.1	1	0	0	0
kirp	4174	MCM5	uc003anu.3	uc003anv.3	0	0	0	0
kirp	126432	RINL	uc002ojr.1	uc010xuo.1	0	0	0	0
kirp	220001	VWCE	uc001nra.2	uc001nrb.2	1	1	0	0
kirp	535	ATP6V0A1	uc002hzt.2	uc002hzu.2	0	0	1	0
kirp	339263	C17orf51	uc002gyw.3	uc002gyx.1	0	0	0	0
kirp	81628	TSC22D4	uc003uva.2	uc011kjv.1	0	0	0	0
kirp	4179	CD46	uc001hgm.2	uc001hgp.2	0	0	0	0
kirp	3029	HAGH	uc002cmz.2	uc010uvp.1	0	0	0	0
kirp	1656	DDX6	uc001pub.2	uc001pua.2	0	0	0	0
kirp	166647	GPR125	uc003gqm.1	uc003gql.1	0	1	0	0
kirp	5236	PGM1	uc001dbh.2	uc010ooy.1	0	0	0	0
kirp	3423	IDS	uc011mxf.1	uc004fcw.3	0	0	0	0
kirp	6996	TDG	uc001tkg.2	uc010swj.1	1	0	1	0
kirp	84172	POLR1B	uc002thy.2	uc010yxo.1	0	0	0	0
kirp	2686	GGT7	uc002xay.2	uc010gex.2	0	0	0	0
kirp	3895	KTN1	uc010trc.1	uc001xcc.2	0	0	0	0
kirp	10025	MED16	uc002lqe.2	uc010drw.1	0	0	1	0
kirp	7074	TIAM1	uc011adl.1	uc011adk.1	0	0	0	0
kirp	4976	OPA1	uc003fti.2	uc003ftn.2	0	0	0	0
kirp	26065	LSM14A	uc002nvb.3	uc010xru.1	0	0	0	0
kirp	5076	PAX2	uc001krk.3	uc001krn.3	0	0	0	0
kirp	29964	PRICKLE4	uc011duf.1	uc003ord.2	0	0	0	0
kirp	9784	SNX17	uc002rkg.1	uc010ylq.1	0	0	0	0
kirp	34	ACADM	uc001dgw.3	uc001dgx.3	0	0	0	0
kirp	83594	NUDT12	uc003koi.2	uc011cvb.1	0	0	0	0
kirp	8372	HYAL3	uc003czd.1	uc003czf.1	0	0	0	0
kirp	6120	RPE	uc002vdm.2	uc010zjf.1	0	0	0	0
kirp	128387	TATDN3	uc001hjo.2	uc010ptk.1	0	0	0	0
kirp	55844	PPP2R2D	uc001lks.2	uc001lkt.2	0	0	0	0
kirp	90417	C15orf23	uc001zll.2	uc001zln.2	0	0	0	0
kirp	56953	NT5M	uc002grg.2	uc002gre.2	0	0	0	0
kirp	442578	STAG3L3	uc003txd.3	uc003txa.2	0	0	0	0
kirp	643155	C5orf43	uc010iwm.1	uc010iwl.1	0	1	0	0
kirp	6601	SMARCC2	uc001ska.2	uc010sqf.1	0	0	0	0
kirp	10815	CPLX1	uc003gbi.2	uc003gbj.2	1	0	0	0
kirp	8315	BRAP	uc001tsn.3	uc010syh.1	0	0	0	0
kirp	55717	WDR11	uc010qtf.1	uc009xzn.2	0	0	0	0
kirp	1775	DNASE1L2	uc002cpn.2	uc002cpo.2	0	0	0	0
kirp	8518	IKBKAP	uc004bdm.3	uc004bdl.2	0	0	0	0
kirp	83636	C19orf12	uc002nsj.2	uc002nsl.2	0	0	0	0
kirp	56624	ASAH2	uc001jjd.2	uc009xos.2	0	0	0	0
kirp	5277	PIGA	uc004cwr.2	uc010neu.2	1	0	0	0
kirp	5819	PVRL2	uc002ozv.2	uc002ozw.1	0	0	0	0
kirp	85476	GFM1	uc003fce.2	uc003fcg.2	0	0	0	0
kirp	79963	ABCA11P	uc003gae.2	uc011buv.1	0	0	0	0
kirp	22881	ANKRD6	uc003pni.3	uc003pnh.3	0	0	1	0
kirp	26297	SERGEF	uc001mnm.2	uc001mnn.2	0	0	0	0
kirp	64766	S100PBP	uc001bwc.2	uc001bwd.2	0	0	0	0
kirp	4077	NBR1	uc010whv.1	uc010whw.1	0	0	1	0
kirp	7335	UBE2V1	uc002xva.2	uc002xvb.2	0	0	1	0
kirp	84901	NFATC2IP	uc002dru.2	uc002drt.2	0	1	0	0
kirp	9266	CYTH2	uc002pji.2	uc002pjj.3	1	0	1	0
kirp	116447	TOP1MT	uc003yxz.2	uc011lke.1	0	0	0	0
kirp	537	ATP6AP1	uc004flf.1	uc004flh.1	0	0	0	0
kirp	2335	FN1	uc002vff.2	uc002vfc.2	0	1	0	0
kirp	23295	MGRN1	uc002cxa.2	uc010uxq.1	0	1	1	0
kirp	2729	GCLC	uc003pbw.1	uc003pbv.1	0	0	0	0
kirp	57520	HECW2	uc002utl.1	uc002utm.1	0	0	0	0
kirp	11062	DUS4L	uc003veh.2	uc010ljl.2	0	0	0	0
kirp	91653	BOC	uc003dzz.2	uc003eac.2	0	1	0	0
kirp	11230	PRAF2	uc004dmh.2	uc004dmi.2	0	0	0	0
kirp	117854	TRIM6	uc001mbd.2	uc001mbg.1	0	0	0	0
kirp	27250	PDCD4	uc001kzh.2	uc010qre.1	0	0	0	0
kirp	5108	PCM1	uc003wyi.3	uc003wyk.3	0	0	0	0
kirp	7374	UNG	uc001toa.1	uc001tnz.1	0	0	0	0
kirp	983	CDK1	uc001jld.2	uc001jlg.2	0	0	0	0
kirp	25837	RAB26	uc002cou.2	uc010bsf.2	0	0	0	0
kirp	162494	RHBDL3	uc002hhf.1	uc010csw.1	0	0	0	0
kirp	79876	UBA5	uc003epa.3	uc010htr.2	0	0	0	0
kirp	26227	PHGDH	uc001ehz.2	uc001eic.2	0	0	0	0
kirp	51078	THAP4	uc002wbs.2	uc002wbt.2	1	0	0	0
kirp	2687	GGT5	uc002zzo.3	uc002zzr.3	0	0	0	0
kirp	8565	YARS	uc001bvy.1	uc001bvw.1	0	0	0	0
kirp	7297	TYK2	uc002moc.3	uc010dxe.2	1	0	0	0
kirp	9456	HOMER1	uc003kfy.2	uc010jad.2	0	0	1	0
kirp	2592	GALT	uc003zve.2	uc003zvg.2	0	0	0	0
kirp	55316	RSAD1	uc002iqw.1	uc010wmq.1	0	0	0	0
kirp	6389	SDHA	uc003jao.3	uc011clw.1	0	0	0	0
kirp	89797	NAV2	uc001mpt.2	uc001mpp.2	0	1	0	0
kirp	55164	SHQ1	uc003dpf.2	uc010hod.2	0	0	0	0
kirp	5565	PRKAB2	uc001epe.2	uc010ozn.1	0	0	1	0
kirp	151246	SGOL2	uc002uvw.2	uc010zhe.1	0	0	0	0
kirp	10898	CPSF4	uc003uqi.2	uc003uqj.2	0	0	0	0
kirp	6535	SLC6A8	uc004fib.3	uc010nuj.2	0	0	0	0
kirp	9698	PUM1	uc001bsj.1	uc001bsg.1	0	0	0	0
kirp	58509	C19orf29	uc002lyh.2	uc010xho.1	0	1	0	0
kirp	23105	FSTL4	uc003kyn.1	uc003kym.1	0	1	0	0
kirp	4046	LSP1	uc001lui.2	uc001lum.2	0	0	0	0
kirp	11132	CAPN10	uc002vzk.1	uc002vzm.1	0	0	0	0
kirp	84271	POLDIP3	uc003bcu.2	uc011apr.1	0	0	1	0
kirp	6715	SRD5A1	uc003jdw.2	uc011cmm.1	0	0	0	0
kirp	9184	BUB3	uc001lhd.2	uc001lhf.3	0	0	0	0
kirp	7086	TKT	uc003dgq.2	uc003dgp.2	0	0	0	0
kirp	7408	VASP	uc002pcg.2	uc010eki.2	0	0	1	0
kirp	959	CD40LG	uc004faa.2	uc010nsd.2	0	0	0	0
kirp	131965	METTL6	uc003bzs.1	uc011avp.1	0	0	0	0
kirp	6540	SLC6A13	uc001qic.1	uc010sdl.1	0	0	0	0
kirp	825	CAPN3	uc001zpr.1	uc010udg.1	0	0	1	0
kirp	54516	MTRF1L	uc003qpj.3	uc003qpi.3	0	0	0	0
kirp	57515	SERINC1	uc003pyy.1	uc003pyx.1	0	0	0	0
kirp	112950	MED8	uc001cjg.3	uc001cje.1	0	0	0	0
kirp	51076	CUTC	uc001kqd.3	uc001kqe.3	1	0	0	0
kirp	55086	CXorf57	uc004emi.3	uc004emj.3	0	0	0	0
kirp	1997	ELF1	uc001uxs.2	uc010tfc.1	0	0	0	0
kirp	3800	KIF5C	uc002twu.1	uc010zbu.1	0	0	0	0
kirp	6678	SPARC	uc003lui.2	uc003lug.2	0	0	1	0
kirp	92558	CCDC64	uc001txl.1	uc010sze.1	0	0	0	0
kirp	84811	BUD13	uc001ppn.2	uc001ppo.2	0	0	0	0
kirp	51005	AMDHD2	uc002cqq.2	uc002cqp.2	0	0	0	0
kirp	54865	GPATCH4	uc001fpl.2	uc001fpm.2	0	0	0	0
kirp	91319	DERL3	uc002zyk.3	uc002zyi.2	0	0	0	0
kirp	3187	HNRNPH1	uc003mkf.3	uc011dgn.1	0	0	0	0
kirp	64386	MMP25	uc002cth.2	uc002cti.1	0	0	0	0
kirp	128853	DUSP15	uc002www.1	uc002wwx.1	0	0	0	0
kirp	27175	TUBG2	uc010wgr.1	uc002iar.2	0	0	0	0
kirp	23373	CRTC1	uc002nkb.3	uc002nkc.3	0	0	0	0
kirp	9984	THOC1	uc002kkj.3	uc002kkk.3	0	0	0	0
kirp	8495	PPFIBP2	uc001mfl.3	uc001mfj.3	0	0	0	0
kirp	4809	NHP2L1	uc003bav.2	uc003bat.2	0	0	0	0
kirp	51116	MRPS2	uc004cfv.3	uc010nat.2	0	0	0	0
kirp	11118	BTN3A2	uc003nhp.2	uc011dke.1	0	0	0	0
kirp	4133	MAP2	uc002vdf.1	uc002vdg.1	0	0	0	0
kirp	8662	EIF3B	uc003slx.2	uc003smb.2	0	0	1	0
kirp	56623	INPP5E	uc004cho.2	uc010nbm.2	0	0	0	0
kirp	55666	NPLOC4	uc002kat.3	uc010dic.2	1	0	1	0
kirp	4689	NCF4	uc003apy.3	uc003apz.3	0	0	0	0
kirp	6787	NEK4	uc003dfq.3	uc011bej.1	0	0	0	0
kirp	57404	CYP20A1	uc002uzv.3	uc002uzy.3	0	0	0	0
kirp	56138	PCDHA11	uc003lia.2	uc011dae.1	1	0	0	0
kirp	23759	PPIL2	uc002zvg.3	uc002zvk.3	0	0	0	0
kirp	4085	MAD2L1	uc003idl.2	uc003idm.2	0	0	0	0
kirp	1677	DFFB	uc001alc.2	uc001alb.2	0	0	1	0
kirp	7709	ZBTB17	uc001axl.3	uc010obq.1	0	0	0	0
kirp	83539	CHST9	uc002kwe.2	uc002kwc.2	0	0	0	0
kirp	133383	C5orf35	uc003jqx.2	uc003jqy.2	0	0	0	0
kirp	4171	MCM2	uc003ejp.2	uc011bkn.1	0	1	0	0
kirp	58517	RBM25	uc001xno.2	uc001xnp.2	0	0	1	0
kirp	284358	MAMSTR	uc002pkg.2	uc002pkf.2	0	0	0	0
kirp	9534	ZNF254	uc002nru.2	uc010xrk.1	0	0	0	0
kirp	147912	SIX5	uc002pdb.2	uc002pdc.2	1	0	0	0
kirp	10367	CBARA1	uc001jtb.1	uc010qjx.1	1	1	0	0
kirp	25861	DFNB31	uc004biy.3	uc004bix.2	0	0	0	0
kirp	5634	PRPS2	uc004cvb.2	uc010nec.2	0	0	0	0
kirp	51619	UBE2D4	uc003tja.1	uc003tjb.1	0	0	0	0
kirp	152273	FGD5	uc003bzc.2	uc003bzd.2	1	1	0	0
kirp	64332	NFKBIZ	uc010hpo.2	uc003dvq.2	0	0	1	0
kirp	10347	ABCA7	uc002lqw.3	uc010dsc.2	1	0	0	0
kirp	10329	TMEM5	uc001srs.1	uc001srq.1	0	0	0	0
kirp	9708	PCDHGA8	uc003lkb.3	uc003lkd.1	1	0	0	0
kirp	347688	TUBB8	uc001ifi.2	uc009xhe.2	0	0	0	0
kirp	7453	WARS	uc001yhl.1	uc001yhe.1	0	0	0	0
kirp	64756	ATPAF1	uc001cqh.2	uc010omg.1	0	0	0	0
kirp	11054	OGFR	uc002ydj.2	uc002ydk.2	0	0	0	0
kirp	29998	GLTSCR1	uc002phh.3	uc002phi.3	0	0	0	0
kirp	79066	METT10D	uc002fut.2	uc010cka.2	0	1	0	0
kirp	27122	DKK3	uc001mju.2	uc010rcf.1	0	0	0	0
kirp	128061	C1orf131	uc001hul.2	uc001hum.2	0	0	0	0
kirp	285268	ZNF621	uc003ckn.2	uc011aze.1	0	0	0	0
kirp	79892	C10orf119	uc001ler.2	uc001leq.1	0	0	0	0
kirp	283807	FBXL22	uc002amn.2	uc002amm.1	1	0	0	0
kirp	5869	RAB5B	uc001siv.2	uc009zog.2	0	1	0	0
kirp	22885	ABLIM3	uc003lpy.2	uc003lqf.2	0	0	0	0
kirp	338699	ANKRD42	uc001pab.1	uc009yvi.1	0	0	0	0
kirp	7442	TRPV1	uc010vru.1	uc010vrp.1	0	0	0	0
kirp	8905	AP1S2	uc004cxi.2	uc004cxh.2	0	0	0	0
kirp	80230	RUFY1	uc003mkc.1	uc003mkd.1	0	0	0	0
kirp	6602	SMARCD1	uc001rvx.3	uc009zlp.2	1	0	0	0
kirp	91875	TTC5	uc001vwt.2	uc001vwu.2	0	0	0	0
kirp	3084	NRG1	uc003xis.2	uc003xix.2	0	1	1	0
kirp	121536	AEBP2	uc001ree.2	uc001reg.1	0	1	0	0
kirp	57733	GBA3	uc011bxo.1	uc010iep.2	0	0	0	0
kirp	9070	ASH2L	uc003xkt.3	uc011lbk.1	1	0	0	0
kirp	196051	PPAPDC1A	uc010qtd.1	uc001lew.1	0	0	0	0
kirp	84251	SGIP1	uc001dct.2	uc001dcu.2	0	0	0	0
kirp	8498	RANBP3	uc002mdy.2	uc010xix.1	0	0	0	0
kirp	80013	FAM188A	uc001iod.1	uc001ioe.1	0	0	0	0
kirp	57109	REXO4	uc004cdm.2	uc011mde.1	0	0	0	0
kirp	56681	SAR1A	uc010qji.1	uc010qjj.1	0	0	0	0
kirp	219539	YPEL4	uc009ymk.2	uc001nkv.3	0	0	0	0
kirp	6605	SMARCE1	uc002hux.2	uc010wfi.1	0	0	0	0
kirp	374819	LRRC37A3	uc010wqg.1	uc010wqf.1	0	0	0	0
kirp	127943	FCRLB	uc001gbn.3	uc001gbm.2	0	1	0	0
kirp	3767	KCNJ11	uc001mna.2	uc001mnb.3	0	0	0	0
kirp	1665	DHX15	uc003gqx.2	uc003gqw.2	0	1	1	0
kirp	10045	SH2D3A	uc002mft.2	uc010xjg.1	0	0	1	0
kirp	10590	SCGN	uc003nfb.2	uc010jpz.2	0	0	0	0
kirp	113540	CMTM1	uc010cdt.1	uc002epk.3	0	0	0	0
kirp	55246	CCDC25	uc003xgc.2	uc003xgd.2	0	0	0	0
kirp	9961	MVP	uc002dui.2	uc010vea.1	0	0	0	0
kirp	2752	GLUL	uc001gpa.1	uc010pnt.1	0	0	0	0
kirp	10966	RAB40B	uc002kft.2	uc002kfs.2	0	1	1	0
kirp	6119	RPA3	uc003srh.2	uc003sri.2	0	0	0	0
kirp	286101	ZNF252	uc003zew.3	uc011llo.1	0	0	0	0
kirp	7171	TPM4	uc002ndj.2	uc002ndi.2	1	0	0	0
kirp	8840	WISP1	uc003yub.2	uc003yud.2	0	1	0	0
kirp	112611	RWDD2A	uc003pjx.3	uc011dza.1	1	0	0	0
kirp	11152	WDR45	uc004dml.1	uc004dmn.1	0	0	0	0
kirp	340371	NRBP2	uc011lkt.1	uc003yzz.1	0	0	0	0
kirp	5875	RABGGTA	uc001wof.2	uc001woe.2	0	0	0	0
kirp	7266	DNAJC7	uc002hyo.2	uc010wgb.1	0	0	0	0
kirp	10929	SFRS2B	uc001pff.2	uc001pfg.1	1	0	0	0
kirp	84181	CHD6	uc002xka.1	uc002xjz.1	0	1	0	0
kirp	116840	CNTROB	uc002gjq.2	uc002gjr.2	0	0	0	0
kirp	8216	LZTR1	uc002zto.2	uc002ztp.2	0	0	0	0
kirp	27433	TOR2A	uc004brs.3	uc004bru.3	0	0	0	0
kirp	153657	TTC23L	uc003jiu.2	uc003jiv.2	0	0	0	0
kirp	5495	PPM1B	uc002rtt.2	uc002rtw.2	0	0	0	0
kirp	22898	DENND3	uc003yvy.2	uc003ywb.2	0	0	0	0
kirp	22914	KLRK1	uc009zhj.2	uc001qyb.2	0	0	0	0
kirp	92799	SHKBP1	uc002oob.2	uc010xvn.1	0	0	0	0
kirp	7203	CCT3	uc001fol.1	uc001fon.1	0	0	0	0
kirp	55274	PHF10	uc011egy.1	uc011eha.1	0	0	0	0
kirp	9360	PPIG	uc002ufc.1	uc002ufd.2	0	1	0	0
kirp	84925	DIRC2	uc003efw.3	uc010hrm.2	0	0	0	0
kirp	80218	NAA50	uc003ean.1	uc011bij.1	1	0	0	0
kirp	3921	RPSA	uc003cjp.2	uc003cjr.2	0	0	0	0
kirp	115196	ZNF554	uc002lwm.2	uc002lwl.2	0	0	0	0
kirp	401944	LDLRAD2	uc001bfh.1	uc001bfg.1	1	0	0	0
kirp	5866	RAB3IL1	uc001nso.2	uc001nsp.2	0	0	0	0
kirp	3184	HNRNPD	uc003hmo.1	uc003hmp.1	0	0	0	0
kirp	1907	EDN2	uc001cgx.2	uc009vwi.2	0	0	0	0
kirp	51657	STYXL1	uc003uej.3	uc003ueh.2	0	0	0	0
kirp	79898	ZNF613	uc002pxz.1	uc002pya.1	1	0	0	0
kirp	54828	BCAS3	uc002iyw.3	uc002iza.3	0	0	0	0
kirp	998	CDC42	uc001bfr.2	uc009vqh.2	0	0	0	0
kirp	10069	RWDD2B	uc002yms.2	uc002ymu.2	1	0	0	0
kirp	54995	OXSM	uc003cdn.2	uc011awp.1	0	0	0	0
kirp	9678	PHF14	uc003srz.2	uc011jxj.1	0	1	0	0
kirp	5316	PKNOX1	uc002zcq.1	uc011aex.1	0	0	0	0
kirp	84280	BTBD10	uc001mkz.2	uc001mla.2	0	0	0	0
kirp	79058	ASPSCR1	uc002kcx.2	uc002kcw.1	0	0	0	0
kirp	5719	PSMD13	uc001lol.2	uc001lop.2	0	0	0	0
kirp	23383	KIAA0892	uc002nmk.3	uc010ecd.2	1	0	0	0
kirp	168544	ZNF467	uc003wgd.2	uc003wgc.2	0	1	0	0
kirp	4076	CAPRIN1	uc001mvg.2	uc001mvj.1	0	0	0	0
kirp	131870	NUDT16	uc011bln.1	uc003eof.2	0	0	0	0
kirp	317662	FAM149B1	uc010qkf.1	uc009xra.2	0	0	0	0
kirp	8675	STX16	uc002xzj.2	uc010zzq.1	0	0	0	0
kirp	10645	CAMKK2	uc001tzt.2	uc001tzz.1	0	0	0	0
kirp	439921	MXRA7	uc002jsm.2	uc002jsl.2	0	0	0	0
kirp	399818	METTL10	uc001lhy.1	uc001lhz.1	0	0	0	0
kirp	113201	CASC4	uc001ztq.2	uc001ztp.2	0	0	0	0
kirp	8334	HIST1H2AC	uc003ngn.2	uc003ngp.2	0	1	0	0
kirp	2771	GNAI2	uc003cyq.1	uc011bdn.1	0	0	0	0
kirp	3189	HNRNPH3	uc001jnw.3	uc001jny.3	0	0	0	0
kirp	64282	PAPD5	uc002ega.2	uc002efz.2	0	0	0	0
kirp	79908	BTNL8	uc011dhh.1	uc010jll.2	0	1	0	0
kirp	10605	PAIP1	uc003joa.2	uc003joc.2	0	0	0	0
kirp	51776	ZAK	uc010zei.1	uc002uhz.2	0	1	0	0
kirp	5826	ABCD4	uc001xpt.2	uc010tur.1	0	0	0	0
kirp	9343	EFTUD2	uc002ihn.2	uc010wje.1	1	0	0	0
kirp	57565	KLHL14	uc002kxm.1	uc010dmd.1	0	1	0	0
kirp	84298	LLPH	uc010ssw.1	uc010ssx.1	0	0	0	0
kirp	8539	API5	uc010rfh.1	uc010rfi.1	1	0	0	0
kirp	1	A1BG	uc002qsd.3	uc002qsf.1	0	1	0	0
kirp	84720	PIGO	uc003zwf.2	uc003zwd.2	0	0	0	0
kirp	587	BCAT2	uc002pkr.2	uc002pkt.2	1	0	0	0
kirp	80025	PANK2	uc002wkb.2	uc002wkf.2	0	0	0	0
kirp	3927	LASP1	uc002hra.2	uc010wdz.1	1	0	1	0
kirp	135932	TMEM139	uc003wcm.2	uc003wcn.2	0	0	0	0
kirp	5097	PCDH1	uc003llp.2	uc011dbf.1	0	0	0	0
kirp	29063	ZCCHC4	uc003grl.3	uc003grn.3	0	0	0	0
kirp	55623	THUMPD1	uc002dhp.2	uc010vaz.1	0	1	0	0
kirp	10627	MYL12A	uc002klr.2	uc002kls.2	0	0	0	0
kirp	28988	DBNL	uc003tjp.3	uc011kbs.1	0	0	0	0
kirp	6457	SH3GL3	uc002bjx.2	uc002bjw.2	0	0	0	0
kirp	146547	PRSS36	uc010vff.1	uc010vfh.1	0	0	0	0
kirp	79183	TTPAL	uc002xmd.1	uc010ggr.1	0	0	0	0
kirp	11314	CD300A	uc002jkv.2	uc010dfs.2	1	1	0	0
kirp	10443	N4BP2L2	uc001uuk.3	uc001uuj.2	0	1	0	0
kirp	56114	PCDHGA1	uc011dan.1	uc003lji.1	1	0	0	0
kirp	145864	HAPLN3	uc002bnc.2	uc002bne.2	0	1	0	0
kirp	54850	FBXL12	uc002mme.2	uc002mmh.2	0	0	0	0
kirp	10841	FTCD	uc002zih.2	uc002zie.2	0	0	0	0
kirp	10868	USP20	uc004bys.2	uc004byu.1	0	1	0	0
kirp	54982	CLN6	uc002arf.2	uc010ujy.1	0	0	0	0
kirp	3312	HSPA8	uc001pyo.2	uc009zbc.2	1	0	0	0
kirp	3109	HLA-DMB	uc003ocl.1	uc010jud.1	0	1	0	0
kirp	7846	TUBA1A	uc001rtp.2	uc009zlg.2	0	0	0	0
kirp	254042	MAP1D	uc002uhk.2	uc010zdw.1	0	0	0	0
kirp	4582	MUC1	uc001fhy.2	uc009wpr.2	0	0	0	0
kirp	23341	DNAJC16	uc001awt.2	uc001aws.2	0	0	0	0
kirp	23513	SCRIB	uc003yzp.1	uc003yzo.1	0	0	0	0
kirp	84256	FLYWCH1	uc002csd.2	uc002cse.2	0	1	0	0
kirp	26223	FBXL21	uc010jec.1	uc003lbc.2	0	0	0	0
kirp	90025	UBE2CBP	uc003pjp.2	uc011dyx.1	0	0	0	0
kirp	267	AMFR	uc002eiy.2	uc002eiw.2	0	0	1	0
kirp	29775	CARD10	uc003asx.1	uc011ank.1	0	0	1	0
kirp	23350	SR140	uc003evk.1	uc003evi.1	0	0	0	0
kirp	9709	HERPUD1	uc002eke.1	uc010ccp.1	0	0	0	0
kirp	26512	INTS6	uc001vfk.2	uc001vfj.2	0	0	0	0
kirp	23353	SUN1	uc003sjg.2	uc011jvr.1	0	0	0	0
kirp	51136	RNFT1	uc002iya.2	uc002iyb.2	0	0	0	0
kirp	55796	MBNL3	uc011muz.1	uc004ewv.3	0	0	0	0
kirp	9950	GOLGA5	uc001yaz.1	uc001yba.1	1	0	0	0
kirp	8727	CTNNAL1	uc004bdo.1	uc010mts.1	0	0	0	0
kirp	121268	RHEBL1	uc009zlc.1	uc001rtd.1	0	1	0	0
kirp	80760	ITIH5	uc001ijq.2	uc001ijp.2	0	0	0	0
kirp	51686	OAZ3	uc010pdl.1	uc010pdm.1	0	0	0	0
kirp	64172	OSGEPL1	uc002uqz.1	uc002ura.1	0	0	0	0
kirp	5700	PSMC1	uc001xyg.2	uc001xyf.2	0	1	0	0
kirp	10713	USP39	uc002sqg.2	uc010ysv.1	0	0	0	0
kirp	905	CCNT2	uc002tub.1	uc002tuc.1	0	0	0	0
kirp	51761	ATP8A2	uc010tdi.1	uc010tdj.1	1	0	0	0
kirp	6836	SURF4	uc004cdj.2	uc011mdd.1	1	0	0	0
kirp	6626	SNRPA	uc002opa.2	uc002ooz.2	0	0	1	0
kirp	53938	PPIL3	uc002uwh.2	uc002uwj.2	1	0	0	0
kirp	65980	BRD9	uc003jbq.2	uc003jbl.2	0	1	0	0
kirp	27314	RAB30	uc010rst.1	uc001ozv.2	0	1	0	0
kirp	1513	CTSK	uc001evp.1	uc001evq.1	0	0	0	0
kirp	2342	FNTB	uc001xia.2	uc010tsl.1	0	0	0	0
kirp	216	ALDH1A1	uc004ajd.2	uc011lsg.1	0	0	0	0
kirp	122616	C14orf79	uc001ypy.1	uc010tym.1	0	0	0	0
kirp	23245	ASTN2	uc004bjv.1	uc011lxt.1	0	0	0	0
kirp	3190	HNRNPK	uc004anl.3	uc004anm.3	0	0	0	0
kirp	5433	POLR2D	uc002tpj.2	uc002tpk.2	0	0	0	0
kirp	3068	HDGF	uc001fpy.3	uc009wsg.2	0	1	0	0
kirp	25870	SUMF2	uc011kcw.1	uc011kda.1	0	0	0	0
kirp	197407	ZNF48	uc002dya.1	uc002dxz.1	1	0	0	0
kirp	25890	ABI3BP	uc003duo.2	uc003dum.2	0	1	0	0
kirp	10715	LASS1	uc010ebx.2	uc002nkj.2	0	0	0	0
kirp	64359	NXN	uc010vqe.1	uc010vqd.1	0	0	0	0
kirp	79142	PHF23	uc002gfa.2	uc010cma.2	0	0	0	0
kirp	1627	DBN1	uc003mgy.2	uc011dga.1	0	1	0	0
kirp	8455	ATRN	uc002wim.2	uc002wil.2	0	0	0	0
kirp	55269	PSPC1	uc001uml.2	uc001umk.1	0	0	1	0
kirp	134	ADORA1	uc001gzf.1	uc010pqh.1	0	0	0	0
kirp	134429	STARD4	uc003kph.1	uc010jbx.1	0	0	0	0
kirp	2	A2M	uc001qvk.1	uc001qvj.1	0	0	0	0
kirp	91833	WDR20	uc001ykz.2	uc001yla.2	0	0	0	0
kirp	8831	SYNGAP1	uc010juy.2	uc010juz.2	0	0	1	0
kirp	7092	TLL1	uc003irh.1	uc011cjo.1	0	0	0	0
kirp	51604	PIGT	uc002xoh.1	uc010zxb.1	0	0	0	0
kirp	57130	ATP13A1	uc002nng.2	uc002nnf.3	0	0	0	0
kirp	24139	EML2	uc002pcn.2	uc002pcp.2	1	0	0	0
kirp	11019	LIAS	uc003guf.2	uc003guh.2	0	0	0	0
kirp	7319	UBE2A	uc004erl.2	uc004ero.2	0	0	1	0
kirp	51295	ECSIT	uc002msb.2	uc002msa.1	0	0	0	0
kirp	113000	RPUSD1	uc002ckb.2	uc002ckc.2	0	0	0	0
kirp	56124	PCDHB12	uc003liz.2	uc011dak.1	0	1	0	0
kirp	56136	PCDHA13	uc003lie.1	uc003lif.2	0	0	0	0
kirp	10946	SF3A3	uc001cci.2	uc010oik.1	0	0	0	0
kirp	30011	SH3KBP1	uc004czl.2	uc011mje.1	0	0	0	0
kirp	150365	MEI1	uc003bbf.2	uc010gyo.1	0	0	0	0
kirp	10040	TOM1L1	uc010dca.1	uc010wnc.1	0	0	0	0
kirp	1786	DNMT1	uc002mng.2	uc002mne.2	0	1	1	0
kirp	145389	SLC38A6	uc001xfg.1	uc010trz.1	0	0	0	0
kirp	57822	GRHL3	uc001bix.2	uc001biy.2	0	0	0	0
kirp	58488	PCTP	uc002iul.3	uc010dcg.2	0	0	0	0
kirp	6868	ADAM17	uc002qzu.2	uc010ewz.2	0	1	1	0
kirp	3603	IL16	uc002bgk.2	uc002bgj.2	0	0	0	0
kirp	3622	ING2	uc011ckk.1	uc003ivs.1	0	0	0	0
kirp	8027	STAM	uc001ipj.1	uc009xjw.1	0	0	1	0
kirp	55031	USP47	uc001mjs.2	uc001mjr.2	0	0	0	0
kirp	2313	FLI1	uc010sbu.1	uc010sbt.1	1	0	0	0
kirp	6655	SOS2	uc001wxs.3	uc010ans.2	0	1	1	0
kirp	375743	PTAR1	uc004ahj.3	uc004ahi.2	0	0	0	0
kirp	4795	NFKBIL1	uc003nuc.2	uc011dnr.1	0	0	0	0
kirp	286223	C9orf47	uc004aqc.1	uc004aqd.2	1	0	0	0
kirp	9371	KIF3B	uc002wxq.2	uc010ztw.1	0	1	0	0
kirp	84248	FYTTD1	uc003fyi.2	uc011bui.1	0	0	0	0
kirp	65975	STK33	uc001mgk.1	uc001mgl.3	0	0	0	0
