brca	d0_enrichment	123.0	769.0	1621.0	9870.0	0.8415963722643003	0.973896734103513
coad	d0_enrichment	122.0	730.0	1461.0	9185.0	0.6418504813554077	1.0506689919645955
hnsc	d0_enrichment	248.0	626.0	2762.0	7947.0	0.10000994452966072	1.1398741015099954
kich	d0_enrichment	230.0	636.0	2368.0	8373.0	0.002604847675398897	1.2787042644059154
kirc	d0_enrichment	202.0	682.0	2395.0	8926.0	0.23252490949199017	1.103871090186667
kirp	d0_enrichment	317.0	550.0	3854.0	7132.0	0.37571093406123035	1.0665867811482757
lihc	d0_enrichment	45.0	752.0	701.0	8992.0	0.0990800903466063	0.7675964427717242
luad	d0_enrichment	143.0	734.0	1740.0	9429.0	0.5624394599468917	1.055738513576999
lusc	d0_enrichment	186.0	691.0	2040.0	9153.0	0.029995234602166028	1.2077253766919214
prad	d0_enrichment	141.0	728.0	1661.0	9319.0	0.377428275210418	1.0866443159489516
thca	d0_enrichment	63.0	812.0	974.0	9963.0	0.09345760969380715	0.7936256461091836
