brca	d1_functional_enrichment	293.0	2262.0	934.0	8002.0	0.14626089697289665	1.1097539271872876
coad	d1_functional_enrichment	272.0	2192.0	837.0	7345.0	0.25911142957611105	1.08891679529777
hnsc	d1_functional_enrichment	601.0	1886.0	1622.0	6600.0	2.414165949654742e-06	1.2966592701363673
kich	d1_functional_enrichment	482.0	1963.0	1417.0	6879.0	0.003108132333244196	1.192016310207433
kirc	d1_functional_enrichment	473.0	2077.0	1441.0	7330.0	0.012724859634713145	1.1584162418638155
kirp	d1_functional_enrichment	749.0	1717.0	2284.0	6236.0	0.0005530344280365699	1.1910267878544318
lihc	d1_functional_enrichment	141.0	2167.0	398.0	6987.0	0.19331341336776123	1.1422676372170033
luad	d1_functional_enrichment	319.0	2181.0	1021.0	7648.0	0.18443507814672105	1.0956129443088987
lusc	d1_functional_enrichment	344.0	2168.0	1167.0	7514.0	0.7403599118831964	1.0216437897026784
prad	d1_functional_enrichment	339.0	2150.0	975.0	7516.0	0.004434078518789767	1.2154676207513417
thca	d1_functional_enrichment	159.0	2331.0	547.0	7900.0	0.9260612643850533	0.9851324293737457
